subject_id,trial_num,lesson_num,sequential,feedback,teacher_knowledge,theta,student_prior,n_majority,n_turtles
1c44a06f10b74d67471ce9fe05cd3b1f,0,lesson1,sequential,feedback,partial,0.7,too_low,4,8
1c44a06f10b74d67471ce9fe05cd3b1f,0,lesson2,sequential,feedback,partial,0.7,too_low,7,9
1c44a06f10b74d67471ce9fe05cd3b1f,1,lesson1,sequential,no_feedback,partial,0.7,too_high,9,10
1c44a06f10b74d67471ce9fe05cd3b1f,1,lesson2,sequential,no_feedback,partial,0.7,too_high,6,7
1c44a06f10b74d67471ce9fe05cd3b1f,2,lesson1,sequential,no_feedback,partial,0.7,too_low,8,9
1c44a06f10b74d67471ce9fe05cd3b1f,2,lesson2,sequential,no_feedback,partial,0.7,too_low,5,6
1c44a06f10b74d67471ce9fe05cd3b1f,3,lesson1,sequential,feedback,partial,0.7,too_low,7,9
1c44a06f10b74d67471ce9fe05cd3b1f,3,lesson2,sequential,feedback,partial,0.7,too_low,9,10
1c44a06f10b74d67471ce9fe05cd3b1f,4,lesson1,non_sequential,no_feedback,full,0.7,too_low,8,9
1c44a06f10b74d67471ce9fe05cd3b1f,5,lesson1,non_sequential,no_feedback,partial,0.7,too_low,10,12
1c44a06f10b74d67471ce9fe05cd3b1f,6,lesson1,non_sequential,no_feedback,full,0.7,too_low,9,9
1c44a06f10b74d67471ce9fe05cd3b1f,7,lesson1,sequential,feedback,partial,0.7,too_high,6,12
1c44a06f10b74d67471ce9fe05cd3b1f,7,lesson2,sequential,feedback,partial,0.7,too_high,1,2
1c44a06f10b74d67471ce9fe05cd3b1f,8,lesson1,non_sequential,no_feedback,full,0.7,too_high,9,10
1c44a06f10b74d67471ce9fe05cd3b1f,9,lesson1,non_sequential,no_feedback,partial,0.7,too_high,7,8
1c44a06f10b74d67471ce9fe05cd3b1f,10,lesson1,sequential,no_feedback,partial,0.7,too_low,9,11
1c44a06f10b74d67471ce9fe05cd3b1f,10,lesson2,sequential,no_feedback,partial,0.7,too_low,3,4
1c44a06f10b74d67471ce9fe05cd3b1f,11,lesson1,non_sequential,no_feedback,full,0.7,too_high,7,9
1c44a06f10b74d67471ce9fe05cd3b1f,12,lesson1,non_sequential,no_feedback,partial,0.7,too_low,1,3
1c44a06f10b74d67471ce9fe05cd3b1f,13,lesson1,sequential,feedback,partial,0.7,too_high,6,8
1c44a06f10b74d67471ce9fe05cd3b1f,13,lesson2,sequential,feedback,partial,0.7,too_high,2,8
1c44a06f10b74d67471ce9fe05cd3b1f,14,lesson1,non_sequential,no_feedback,partial,0.7,too_high,6,8
1c44a06f10b74d67471ce9fe05cd3b1f,15,lesson1,sequential,no_feedback,partial,0.7,too_high,6,8
1c44a06f10b74d67471ce9fe05cd3b1f,15,lesson2,sequential,no_feedback,partial,0.7,too_high,3,4
8034e354355e4914cf3e2f795be1d1f2,0,lesson1,sequential,feedback,partial,0.7,too_low,0,2
8034e354355e4914cf3e2f795be1d1f2,0,lesson2,sequential,feedback,partial,0.7,too_low,5,7
8034e354355e4914cf3e2f795be1d1f2,1,lesson1,sequential,feedback,partial,0.7,too_low,13,13
8034e354355e4914cf3e2f795be1d1f2,1,lesson2,sequential,feedback,partial,0.7,too_low,16,16
8034e354355e4914cf3e2f795be1d1f2,2,lesson1,non_sequential,no_feedback,full,0.7,too_low,20,20
8034e354355e4914cf3e2f795be1d1f2,3,lesson1,sequential,no_feedback,partial,0.7,too_low,21,21
8034e354355e4914cf3e2f795be1d1f2,3,lesson2,sequential,no_feedback,partial,0.7,too_low,22,22
8034e354355e4914cf3e2f795be1d1f2,4,lesson1,sequential,feedback,partial,0.7,too_high,27,27
8034e354355e4914cf3e2f795be1d1f2,4,lesson2,sequential,feedback,partial,0.7,too_high,15,15
8034e354355e4914cf3e2f795be1d1f2,5,lesson1,non_sequential,no_feedback,full,0.7,too_high,1,3
8034e354355e4914cf3e2f795be1d1f2,6,lesson1,sequential,no_feedback,partial,0.7,too_high,1,3
8034e354355e4914cf3e2f795be1d1f2,6,lesson2,sequential,no_feedback,partial,0.7,too_high,1,3
8034e354355e4914cf3e2f795be1d1f2,7,lesson1,sequential,feedback,partial,0.7,too_high,1,3
8034e354355e4914cf3e2f795be1d1f2,7,lesson2,sequential,feedback,partial,0.7,too_high,1,3
8034e354355e4914cf3e2f795be1d1f2,8,lesson1,non_sequential,no_feedback,partial,0.7,too_low,1,4
8034e354355e4914cf3e2f795be1d1f2,9,lesson1,non_sequential,no_feedback,full,0.7,too_low,16,16
8034e354355e4914cf3e2f795be1d1f2,10,lesson1,sequential,no_feedback,partial,0.7,too_high,16,16
8034e354355e4914cf3e2f795be1d1f2,10,lesson2,sequential,no_feedback,partial,0.7,too_high,16,16
8034e354355e4914cf3e2f795be1d1f2,11,lesson1,non_sequential,no_feedback,partial,0.7,too_high,20,20
8034e354355e4914cf3e2f795be1d1f2,12,lesson1,non_sequential,no_feedback,full,0.7,too_high,1,3
8034e354355e4914cf3e2f795be1d1f2,13,lesson1,non_sequential,no_feedback,partial,0.7,too_high,1,3
8034e354355e4914cf3e2f795be1d1f2,14,lesson1,non_sequential,no_feedback,partial,0.7,too_low,20,20
8034e354355e4914cf3e2f795be1d1f2,15,lesson1,sequential,no_feedback,partial,0.7,too_low,1,3
8034e354355e4914cf3e2f795be1d1f2,15,lesson2,sequential,no_feedback,partial,0.7,too_low,1,3
d0e0404741fedd13ebc18edaf4950d3f,0,lesson1,sequential,feedback,partial,0.7,too_low,5,7
d0e0404741fedd13ebc18edaf4950d3f,0,lesson2,sequential,feedback,partial,0.7,too_low,6,7
d0e0404741fedd13ebc18edaf4950d3f,1,lesson1,sequential,no_feedback,partial,0.7,too_high,7,10
d0e0404741fedd13ebc18edaf4950d3f,1,lesson2,sequential,no_feedback,partial,0.7,too_high,7,10
d0e0404741fedd13ebc18edaf4950d3f,2,lesson1,sequential,no_feedback,partial,0.7,too_low,3,4
d0e0404741fedd13ebc18edaf4950d3f,2,lesson2,sequential,no_feedback,partial,0.7,too_low,5,7
d0e0404741fedd13ebc18edaf4950d3f,3,lesson1,non_sequential,no_feedback,full,0.7,too_low,8,9
d0e0404741fedd13ebc18edaf4950d3f,4,lesson1,non_sequential,no_feedback,full,0.7,too_high,4,6
d0e0404741fedd13ebc18edaf4950d3f,5,lesson1,non_sequential,no_feedback,partial,0.7,too_low,3,4
d0e0404741fedd13ebc18edaf4950d3f,6,lesson1,sequential,no_feedback,partial,0.7,too_low,7,10
d0e0404741fedd13ebc18edaf4950d3f,6,lesson2,sequential,no_feedback,partial,0.7,too_low,8,9
d0e0404741fedd13ebc18edaf4950d3f,7,lesson1,non_sequential,no_feedback,partial,0.7,too_high,6,8
d0e0404741fedd13ebc18edaf4950d3f,8,lesson1,non_sequential,no_feedback,partial,0.7,too_high,7,10
d0e0404741fedd13ebc18edaf4950d3f,9,lesson1,sequential,feedback,partial,0.7,too_high,7,10
d0e0404741fedd13ebc18edaf4950d3f,9,lesson2,sequential,feedback,partial,0.7,too_high,7,10
d0e0404741fedd13ebc18edaf4950d3f,10,lesson1,sequential,feedback,partial,0.7,too_low,7,10
d0e0404741fedd13ebc18edaf4950d3f,10,lesson2,sequential,feedback,partial,0.7,too_low,10,12
d0e0404741fedd13ebc18edaf4950d3f,11,lesson1,sequential,feedback,partial,0.7,too_high,7,10
d0e0404741fedd13ebc18edaf4950d3f,11,lesson2,sequential,feedback,partial,0.7,too_high,6,10
d0e0404741fedd13ebc18edaf4950d3f,12,lesson1,non_sequential,no_feedback,full,0.7,too_low,8,10
d0e0404741fedd13ebc18edaf4950d3f,13,lesson1,non_sequential,no_feedback,partial,0.7,too_low,7,10
d0e0404741fedd13ebc18edaf4950d3f,14,lesson1,sequential,no_feedback,partial,0.7,too_high,7,10
d0e0404741fedd13ebc18edaf4950d3f,14,lesson2,sequential,no_feedback,partial,0.7,too_high,7,10
d0e0404741fedd13ebc18edaf4950d3f,15,lesson1,non_sequential,no_feedback,full,0.7,too_high,6,10
6a3b02222628d191d57f4be6f13a7913,0,lesson1,sequential,no_feedback,partial,0.7,too_low,6,11
6a3b02222628d191d57f4be6f13a7913,0,lesson2,sequential,no_feedback,partial,0.7,too_low,7,11
6a3b02222628d191d57f4be6f13a7913,1,lesson1,sequential,no_feedback,partial,0.7,too_low,5,8
6a3b02222628d191d57f4be6f13a7913,1,lesson2,sequential,no_feedback,partial,0.7,too_low,5,10
6a3b02222628d191d57f4be6f13a7913,2,lesson1,sequential,no_feedback,partial,0.7,too_high,3,7
6a3b02222628d191d57f4be6f13a7913,2,lesson2,sequential,no_feedback,partial,0.7,too_high,2,7
6a3b02222628d191d57f4be6f13a7913,3,lesson1,sequential,feedback,partial,0.7,too_low,3,8
6a3b02222628d191d57f4be6f13a7913,3,lesson2,sequential,feedback,partial,0.7,too_low,7,14
6a3b02222628d191d57f4be6f13a7913,4,lesson1,non_sequential,no_feedback,full,0.7,too_high,15,25
6a3b02222628d191d57f4be6f13a7913,5,lesson1,non_sequential,no_feedback,full,0.7,too_high,5,15
6a3b02222628d191d57f4be6f13a7913,6,lesson1,non_sequential,no_feedback,partial,0.7,too_high,7,12
6a3b02222628d191d57f4be6f13a7913,7,lesson1,non_sequential,no_feedback,full,0.7,too_low,7,10
6a3b02222628d191d57f4be6f13a7913,8,lesson1,sequential,feedback,partial,0.7,too_low,7,9
6a3b02222628d191d57f4be6f13a7913,8,lesson2,sequential,feedback,partial,0.7,too_low,38,70
6a3b02222628d191d57f4be6f13a7913,9,lesson1,non_sequential,no_feedback,full,0.7,too_low,5,8
6a3b02222628d191d57f4be6f13a7913,10,lesson1,sequential,no_feedback,partial,0.7,too_high,5,9
6a3b02222628d191d57f4be6f13a7913,10,lesson2,sequential,no_feedback,partial,0.7,too_high,4,11
6a3b02222628d191d57f4be6f13a7913,11,lesson1,sequential,feedback,partial,0.7,too_high,8,15
6a3b02222628d191d57f4be6f13a7913,11,lesson2,sequential,feedback,partial,0.7,too_high,3,12
6a3b02222628d191d57f4be6f13a7913,12,lesson1,sequential,feedback,partial,0.7,too_high,5,14
6a3b02222628d191d57f4be6f13a7913,13,lesson1,non_sequential,no_feedback,partial,0.7,too_low,9,18
6a3b02222628d191d57f4be6f13a7913,14,lesson1,non_sequential,no_feedback,partial,0.7,too_low,8,15
6a3b02222628d191d57f4be6f13a7913,15,lesson1,non_sequential,no_feedback,partial,0.7,too_high,5,15
fb14eddedfb3d6f491ae4142efe966d2,0,lesson1,non_sequential,no_feedback,full,0.7,too_low,15,15
fb14eddedfb3d6f491ae4142efe966d2,1,lesson1,sequential,no_feedback,partial,0.7,too_high,7,8
fb14eddedfb3d6f491ae4142efe966d2,1,lesson2,sequential,no_feedback,partial,0.7,too_high,5,6
fb14eddedfb3d6f491ae4142efe966d2,2,lesson1,non_sequential,no_feedback,partial,0.7,too_high,8,8
fb14eddedfb3d6f491ae4142efe966d2,3,lesson1,sequential,feedback,partial,0.7,too_high,20,25
fb14eddedfb3d6f491ae4142efe966d2,3,lesson2,sequential,feedback,partial,0.7,too_high,20,20
fb14eddedfb3d6f491ae4142efe966d2,4,lesson1,non_sequential,no_feedback,full,0.7,too_high,0,2
fb14eddedfb3d6f491ae4142efe966d2,5,lesson1,sequential,no_feedback,partial,0.7,too_high,20,24
fb14eddedfb3d6f491ae4142efe966d2,5,lesson2,sequential,no_feedback,partial,0.7,too_high,7,10
fb14eddedfb3d6f491ae4142efe966d2,6,lesson1,non_sequential,no_feedback,full,0.7,too_low,15,15
fb14eddedfb3d6f491ae4142efe966d2,7,lesson1,sequential,no_feedback,partial,0.7,too_low,42,51
fb14eddedfb3d6f491ae4142efe966d2,7,lesson2,sequential,no_feedback,partial,0.7,too_low,21,30
fb14eddedfb3d6f491ae4142efe966d2,8,lesson1,sequential,feedback,partial,0.7,too_high,21,29
fb14eddedfb3d6f491ae4142efe966d2,8,lesson2,sequential,feedback,partial,0.7,too_high,0,1
fb14eddedfb3d6f491ae4142efe966d2,9,lesson1,sequential,feedback,partial,0.7,too_low,28,40
fb14eddedfb3d6f491ae4142efe966d2,9,lesson2,sequential,feedback,partial,0.7,too_low,10,10
fb14eddedfb3d6f491ae4142efe966d2,10,lesson1,non_sequential,no_feedback,full,0.7,too_high,18,27
fb14eddedfb3d6f491ae4142efe966d2,11,lesson1,non_sequential,no_feedback,partial,0.7,too_low,28,34
fb14eddedfb3d6f491ae4142efe966d2,12,lesson1,sequential,no_feedback,partial,0.7,too_low,40,50
fb14eddedfb3d6f491ae4142efe966d2,12,lesson2,sequential,no_feedback,partial,0.7,too_low,21,30
fb14eddedfb3d6f491ae4142efe966d2,13,lesson1,non_sequential,no_feedback,partial,0.7,too_low,30,35
fb14eddedfb3d6f491ae4142efe966d2,14,lesson1,non_sequential,no_feedback,partial,0.7,too_high,35,50
fb14eddedfb3d6f491ae4142efe966d2,15,lesson1,sequential,feedback,partial,0.7,too_low,35,50
fb14eddedfb3d6f491ae4142efe966d2,15,lesson2,sequential,feedback,partial,0.7,too_low,10,10
b464b54c21135a5ed174bf43faa91b26,0,lesson1,sequential,no_feedback,partial,0.7,too_low,5,6
b464b54c21135a5ed174bf43faa91b26,0,lesson2,sequential,no_feedback,partial,0.7,too_low,7,10
b464b54c21135a5ed174bf43faa91b26,1,lesson1,non_sequential,no_feedback,full,0.7,too_low,7,8
b464b54c21135a5ed174bf43faa91b26,2,lesson1,sequential,no_feedback,partial,0.7,too_high,7,10
b464b54c21135a5ed174bf43faa91b26,2,lesson2,sequential,no_feedback,partial,0.7,too_high,4,5
b464b54c21135a5ed174bf43faa91b26,3,lesson1,non_sequential,no_feedback,partial,0.7,too_low,7,10
b464b54c21135a5ed174bf43faa91b26,4,lesson1,non_sequential,no_feedback,partial,0.7,too_low,7,10
b464b54c21135a5ed174bf43faa91b26,5,lesson1,sequential,no_feedback,partial,0.7,too_low,7,10
b464b54c21135a5ed174bf43faa91b26,5,lesson2,sequential,no_feedback,partial,0.7,too_low,7,10
b464b54c21135a5ed174bf43faa91b26,6,lesson1,sequential,feedback,partial,0.7,too_high,7,10
b464b54c21135a5ed174bf43faa91b26,6,lesson2,sequential,feedback,partial,0.7,too_high,6,9
b464b54c21135a5ed174bf43faa91b26,7,lesson1,non_sequential,no_feedback,full,0.7,too_high,6,9
b464b54c21135a5ed174bf43faa91b26,8,lesson1,sequential,feedback,partial,0.7,too_low,7,10
b464b54c21135a5ed174bf43faa91b26,8,lesson2,sequential,feedback,partial,0.7,too_low,7,9
b464b54c21135a5ed174bf43faa91b26,9,lesson1,non_sequential,no_feedback,full,0.7,too_low,8,10
b464b54c21135a5ed174bf43faa91b26,10,lesson1,non_sequential,no_feedback,partial,0.7,too_high,7,9
b464b54c21135a5ed174bf43faa91b26,11,lesson1,non_sequential,no_feedback,full,0.7,too_high,6,9
b464b54c21135a5ed174bf43faa91b26,12,lesson1,sequential,no_feedback,partial,0.7,too_high,7,10
b464b54c21135a5ed174bf43faa91b26,12,lesson2,sequential,no_feedback,partial,0.7,too_high,7,10
b464b54c21135a5ed174bf43faa91b26,13,lesson1,sequential,feedback,partial,0.7,too_low,7,10
b464b54c21135a5ed174bf43faa91b26,13,lesson2,sequential,feedback,partial,0.7,too_low,8,10
b464b54c21135a5ed174bf43faa91b26,14,lesson1,non_sequential,no_feedback,partial,0.7,too_high,7,10
b464b54c21135a5ed174bf43faa91b26,15,lesson1,sequential,feedback,partial,0.7,too_high,7,10
b464b54c21135a5ed174bf43faa91b26,15,lesson2,sequential,feedback,partial,0.7,too_high,6,9
05f8f3e3305738bf18cf01f99bdbceb6,0,lesson1,non_sequential,no_feedback,full,0.7,too_high,5,10
05f8f3e3305738bf18cf01f99bdbceb6,1,lesson1,non_sequential,no_feedback,partial,0.7,too_high,7,10
05f8f3e3305738bf18cf01f99bdbceb6,2,lesson1,non_sequential,no_feedback,full,0.7,too_low,20,20
05f8f3e3305738bf18cf01f99bdbceb6,3,lesson1,non_sequential,no_feedback,partial,0.7,too_low,14,20
05f8f3e3305738bf18cf01f99bdbceb6,4,lesson1,non_sequential,no_feedback,full,0.7,too_high,5,10
05f8f3e3305738bf18cf01f99bdbceb6,5,lesson1,non_sequential,no_feedback,partial,0.7,too_low,14,20
05f8f3e3305738bf18cf01f99bdbceb6,6,lesson1,sequential,feedback,partial,0.7,too_high,21,30
05f8f3e3305738bf18cf01f99bdbceb6,6,lesson2,sequential,feedback,partial,0.7,too_high,14,20
05f8f3e3305738bf18cf01f99bdbceb6,7,lesson1,non_sequential,no_feedback,partial,0.7,too_high,35,50
05f8f3e3305738bf18cf01f99bdbceb6,8,lesson1,sequential,no_feedback,partial,0.7,too_low,14,20
05f8f3e3305738bf18cf01f99bdbceb6,8,lesson2,sequential,no_feedback,partial,0.7,too_low,14,20
05f8f3e3305738bf18cf01f99bdbceb6,9,lesson1,sequential,feedback,partial,0.7,too_high,14,20
05f8f3e3305738bf18cf01f99bdbceb6,9,lesson2,sequential,feedback,partial,0.7,too_high,13,20
05f8f3e3305738bf18cf01f99bdbceb6,10,lesson1,sequential,feedback,partial,0.7,too_low,14,20
05f8f3e3305738bf18cf01f99bdbceb6,10,lesson2,sequential,feedback,partial,0.7,too_low,10,10
05f8f3e3305738bf18cf01f99bdbceb6,11,lesson1,sequential,no_feedback,partial,0.7,too_high,14,20
05f8f3e3305738bf18cf01f99bdbceb6,11,lesson2,sequential,no_feedback,partial,0.7,too_high,14,20
05f8f3e3305738bf18cf01f99bdbceb6,12,lesson1,sequential,no_feedback,partial,0.7,too_high,14,20
05f8f3e3305738bf18cf01f99bdbceb6,12,lesson2,sequential,no_feedback,partial,0.7,too_high,14,20
05f8f3e3305738bf18cf01f99bdbceb6,13,lesson1,sequential,feedback,partial,0.7,too_low,21,30
05f8f3e3305738bf18cf01f99bdbceb6,13,lesson2,sequential,feedback,partial,0.7,too_low,9,10
05f8f3e3305738bf18cf01f99bdbceb6,14,lesson1,sequential,no_feedback,partial,0.7,too_low,21,30
05f8f3e3305738bf18cf01f99bdbceb6,14,lesson2,sequential,no_feedback,partial,0.7,too_low,21,30
05f8f3e3305738bf18cf01f99bdbceb6,15,lesson1,non_sequential,no_feedback,full,0.7,too_low,27,30
a13cd976eab46562e3d587bf0b337a04,0,lesson1,sequential,feedback,partial,0.7,too_high,3,4
a13cd976eab46562e3d587bf0b337a04,0,lesson2,sequential,feedback,partial,0.7,too_high,2,3
a13cd976eab46562e3d587bf0b337a04,1,lesson1,sequential,no_feedback,partial,0.7,too_high,4,6
a13cd976eab46562e3d587bf0b337a04,1,lesson2,sequential,no_feedback,partial,0.7,too_high,1,3
a13cd976eab46562e3d587bf0b337a04,2,lesson1,sequential,feedback,partial,0.7,too_low,4,6
a13cd976eab46562e3d587bf0b337a04,2,lesson2,sequential,feedback,partial,0.7,too_low,7,9
a13cd976eab46562e3d587bf0b337a04,3,lesson1,non_sequential,no_feedback,full,0.7,too_low,18,20
a13cd976eab46562e3d587bf0b337a04,4,lesson1,non_sequential,no_feedback,partial,0.7,too_low,15,18
a13cd976eab46562e3d587bf0b337a04,5,lesson1,non_sequential,no_feedback,full,0.7,too_high,3,5
a13cd976eab46562e3d587bf0b337a04,6,lesson1,non_sequential,no_feedback,partial,0.7,too_high,30,33
a13cd976eab46562e3d587bf0b337a04,7,lesson1,sequential,feedback,partial,0.7,too_low,20,23
a13cd976eab46562e3d587bf0b337a04,7,lesson2,sequential,feedback,partial,0.7,too_low,3,3
a13cd976eab46562e3d587bf0b337a04,8,lesson1,non_sequential,no_feedback,full,0.7,too_high,10,14
a13cd976eab46562e3d587bf0b337a04,9,lesson1,non_sequential,no_feedback,partial,0.7,too_high,20,23
a13cd976eab46562e3d587bf0b337a04,10,lesson1,non_sequential,no_feedback,partial,0.7,too_low,20,23
a13cd976eab46562e3d587bf0b337a04,11,lesson1,sequential,no_feedback,partial,0.7,too_low,20,24
a13cd976eab46562e3d587bf0b337a04,11,lesson2,sequential,no_feedback,partial,0.7,too_low,10,12
a13cd976eab46562e3d587bf0b337a04,12,lesson1,sequential,no_feedback,partial,0.7,too_low,30,33
a13cd976eab46562e3d587bf0b337a04,12,lesson2,sequential,no_feedback,partial,0.7,too_low,5,6
a13cd976eab46562e3d587bf0b337a04,13,lesson1,sequential,no_feedback,partial,0.7,too_high,34,38
a13cd976eab46562e3d587bf0b337a04,13,lesson2,sequential,no_feedback,partial,0.7,too_high,5,6
a13cd976eab46562e3d587bf0b337a04,14,lesson1,non_sequential,no_feedback,full,0.7,too_low,30,31
a13cd976eab46562e3d587bf0b337a04,15,lesson1,sequential,feedback,partial,0.7,too_high,30,34
a13cd976eab46562e3d587bf0b337a04,15,lesson2,sequential,feedback,partial,0.7,too_high,0,15
448fd7d0cd089e3f9195ebd3f9c39f5a,0,lesson1,non_sequential,no_feedback,full,0.7,too_high,7,10
448fd7d0cd089e3f9195ebd3f9c39f5a,1,lesson1,sequential,feedback,partial,0.7,too_high,7,10
448fd7d0cd089e3f9195ebd3f9c39f5a,1,lesson2,sequential,feedback,partial,0.7,too_high,7,10
448fd7d0cd089e3f9195ebd3f9c39f5a,2,lesson1,non_sequential,no_feedback,partial,0.7,too_high,14,20
448fd7d0cd089e3f9195ebd3f9c39f5a,3,lesson1,non_sequential,no_feedback,partial,0.7,too_high,14,20
448fd7d0cd089e3f9195ebd3f9c39f5a,4,lesson1,sequential,feedback,partial,0.7,too_low,14,20
448fd7d0cd089e3f9195ebd3f9c39f5a,4,lesson2,sequential,feedback,partial,0.7,too_low,7,10
448fd7d0cd089e3f9195ebd3f9c39f5a,5,lesson1,sequential,no_feedback,partial,0.7,too_low,7,10
448fd7d0cd089e3f9195ebd3f9c39f5a,5,lesson2,sequential,no_feedback,partial,0.7,too_low,7,10
448fd7d0cd089e3f9195ebd3f9c39f5a,6,lesson1,non_sequential,no_feedback,partial,0.7,too_low,7,10
448fd7d0cd089e3f9195ebd3f9c39f5a,7,lesson1,sequential,no_feedback,partial,0.7,too_high,7,10
448fd7d0cd089e3f9195ebd3f9c39f5a,7,lesson2,sequential,no_feedback,partial,0.7,too_high,7,10
448fd7d0cd089e3f9195ebd3f9c39f5a,8,lesson1,sequential,no_feedback,partial,0.7,too_high,7,10
448fd7d0cd089e3f9195ebd3f9c39f5a,8,lesson2,sequential,no_feedback,partial,0.7,too_high,7,10
448fd7d0cd089e3f9195ebd3f9c39f5a,9,lesson1,non_sequential,no_feedback,full,0.7,too_low,8,10
448fd7d0cd089e3f9195ebd3f9c39f5a,10,lesson1,sequential,no_feedback,partial,0.7,too_low,7,10
448fd7d0cd089e3f9195ebd3f9c39f5a,10,lesson2,sequential,no_feedback,partial,0.7,too_low,7,10
448fd7d0cd089e3f9195ebd3f9c39f5a,11,lesson1,non_sequential,no_feedback,full,0.7,too_high,6,10
448fd7d0cd089e3f9195ebd3f9c39f5a,12,lesson1,sequential,feedback,partial,0.7,too_high,7,10
448fd7d0cd089e3f9195ebd3f9c39f5a,12,lesson2,sequential,feedback,partial,0.7,too_high,6,10
448fd7d0cd089e3f9195ebd3f9c39f5a,13,lesson1,sequential,feedback,partial,0.7,too_low,7,10
448fd7d0cd089e3f9195ebd3f9c39f5a,13,lesson2,sequential,feedback,partial,0.7,too_low,8,10
448fd7d0cd089e3f9195ebd3f9c39f5a,14,lesson1,non_sequential,no_feedback,full,0.7,too_low,16,20
448fd7d0cd089e3f9195ebd3f9c39f5a,15,lesson1,non_sequential,no_feedback,partial,0.7,too_low,7,10
cf5527e651043b7bc61ffb4777509a35,0,lesson1,non_sequential,no_feedback,partial,0.7,too_low,3,3
cf5527e651043b7bc61ffb4777509a35,1,lesson1,sequential,feedback,partial,0.7,too_high,4,4
cf5527e651043b7bc61ffb4777509a35,1,lesson2,sequential,feedback,partial,0.7,too_high,1,1
cf5527e651043b7bc61ffb4777509a35,2,lesson1,non_sequential,no_feedback,partial,0.7,too_low,3,3
cf5527e651043b7bc61ffb4777509a35,3,lesson1,non_sequential,no_feedback,full,0.7,too_low,3,3
cf5527e651043b7bc61ffb4777509a35,4,lesson1,sequential,feedback,partial,0.7,too_high,4,4
cf5527e651043b7bc61ffb4777509a35,4,lesson2,sequential,feedback,partial,0.7,too_high,1,1
cf5527e651043b7bc61ffb4777509a35,5,lesson1,sequential,no_feedback,partial,0.7,too_low,4,4
cf5527e651043b7bc61ffb4777509a35,5,lesson2,sequential,no_feedback,partial,0.7,too_low,3,3
cf5527e651043b7bc61ffb4777509a35,6,lesson1,sequential,no_feedback,partial,0.7,too_high,3,3
cf5527e651043b7bc61ffb4777509a35,6,lesson2,sequential,no_feedback,partial,0.7,too_high,3,3
cf5527e651043b7bc61ffb4777509a35,7,lesson1,non_sequential,no_feedback,partial,0.7,too_high,3,3
cf5527e651043b7bc61ffb4777509a35,8,lesson1,sequential,feedback,partial,0.7,too_low,3,3
cf5527e651043b7bc61ffb4777509a35,8,lesson2,sequential,feedback,partial,0.7,too_low,10,10
cf5527e651043b7bc61ffb4777509a35,9,lesson1,sequential,feedback,partial,0.7,too_low,3,3
cf5527e651043b7bc61ffb4777509a35,9,lesson2,sequential,feedback,partial,0.7,too_low,10,10
cf5527e651043b7bc61ffb4777509a35,10,lesson1,non_sequential,no_feedback,full,0.7,too_high,5,5
cf5527e651043b7bc61ffb4777509a35,11,lesson1,sequential,no_feedback,partial,0.7,too_low,5,5
cf5527e651043b7bc61ffb4777509a35,11,lesson2,sequential,no_feedback,partial,0.7,too_low,5,5
cf5527e651043b7bc61ffb4777509a35,12,lesson1,sequential,no_feedback,partial,0.7,too_high,5,5
cf5527e651043b7bc61ffb4777509a35,12,lesson2,sequential,no_feedback,partial,0.7,too_high,5,5
cf5527e651043b7bc61ffb4777509a35,13,lesson1,non_sequential,no_feedback,full,0.7,too_high,5,5
cf5527e651043b7bc61ffb4777509a35,14,lesson1,non_sequential,no_feedback,full,0.7,too_low,10,11
cf5527e651043b7bc61ffb4777509a35,15,lesson1,non_sequential,no_feedback,partial,0.7,too_high,5,5
e0ccc495ead0debc057683fa5efe6537,0,lesson1,sequential,feedback,partial,0.7,too_high,5,7
e0ccc495ead0debc057683fa5efe6537,0,lesson2,sequential,feedback,partial,0.7,too_high,7,10
e0ccc495ead0debc057683fa5efe6537,1,lesson1,sequential,no_feedback,partial,0.7,too_high,7,10
e0ccc495ead0debc057683fa5efe6537,1,lesson2,sequential,no_feedback,partial,0.7,too_high,7,10
e0ccc495ead0debc057683fa5efe6537,2,lesson1,non_sequential,no_feedback,partial,0.7,too_low,7,10
e0ccc495ead0debc057683fa5efe6537,3,lesson1,sequential,feedback,partial,0.7,too_low,7,10
e0ccc495ead0debc057683fa5efe6537,3,lesson2,sequential,feedback,partial,0.7,too_low,5,7
e0ccc495ead0debc057683fa5efe6537,4,lesson1,sequential,feedback,partial,0.7,too_high,21,30
e0ccc495ead0debc057683fa5efe6537,4,lesson2,sequential,feedback,partial,0.7,too_high,7,10
e0ccc495ead0debc057683fa5efe6537,5,lesson1,sequential,feedback,partial,0.7,too_low,14,20
e0ccc495ead0debc057683fa5efe6537,5,lesson2,sequential,feedback,partial,0.7,too_low,7,10
e0ccc495ead0debc057683fa5efe6537,6,lesson1,non_sequential,no_feedback,partial,0.7,too_high,21,30
e0ccc495ead0debc057683fa5efe6537,7,lesson1,sequential,no_feedback,partial,0.7,too_low,14,20
e0ccc495ead0debc057683fa5efe6537,7,lesson2,sequential,no_feedback,partial,0.7,too_low,7,10
e0ccc495ead0debc057683fa5efe6537,8,lesson1,sequential,no_feedback,partial,0.7,too_low,28,40
e0ccc495ead0debc057683fa5efe6537,8,lesson2,sequential,no_feedback,partial,0.7,too_low,7,10
e0ccc495ead0debc057683fa5efe6537,9,lesson1,non_sequential,no_feedback,full,0.7,too_high,10,16
