,subject_id,student_idx,block_type,trial_num,theta,student_a,student_b,student_class,heads,tails,student_guess,error,bonus,total_bonus,understood,total_ex,mean,normalized_mean,normalized_theta
176,A1NKBXOTZAI1YK,8,nonSeqFull,0,0.7,9,1,B,6,4,0.75,0.050000000000000044,0.6,3.2,yes,10,0.6,0.4,0.3
177,A1NKBXOTZAI1YK,9,nonSeqFull,0,0.3,9,1,B,6,4,0.75,0.45,0.0,3.2,yes,10,0.6,0.4,0.7
178,A1NKBXOTZAI1YK,10,nonSeqPartial,0,0.7,1,9,A,8,2,0.45,0.24999999999999994,0.0,3.2,yes,10,0.8,0.8,0.7
179,A1NKBXOTZAI1YK,11,seqFeedback,0,0.7,9,1,B,8,2,0.85,,,3.2,yes,10,0.8,0.19999999999999996,0.3
180,A1NKBXOTZAI1YK,11,seqFeedback,1,0.7,9,1,B,5,5,0.73,0.030000000000000027,0.5,3.2,yes,10,0.5,0.5,0.3
181,A1NKBXOTZAI1YK,12,seqNoFeedback,0,0.7,1,9,A,7,3,,,,3.2,yes,10,0.7,0.7,0.7
182,A1NKBXOTZAI1YK,12,seqNoFeedback,1,0.7,1,9,A,7,3,0.50,0.19999999999999996,0.0,3.2,yes,10,0.7,0.7,0.7
183,A1NKBXOTZAI1YK,13,seqFeedback,0,0.7,1,9,A,8,2,0.45,,,3.2,yes,10,0.8,0.8,0.7
184,A1NKBXOTZAI1YK,13,seqFeedback,1,0.7,1,9,A,10,0,0.63,0.06999999999999995,0.5,3.2,yes,10,1.0,1.0,0.7
185,A1NKBXOTZAI1YK,14,nonSeqPartial,0,0.7,9,1,B,8,2,0.85,0.15000000000000002,0.0,3.2,yes,10,0.8,0.19999999999999996,0.3
186,A1NKBXOTZAI1YK,15,seqNoFeedback,0,0.7,9,1,B,8,2,,,,3.2,yes,10,0.8,0.19999999999999996,0.3
187,A1NKBXOTZAI1YK,15,seqNoFeedback,1,0.7,9,1,B,7,3,0.80,0.10000000000000009,0.0,3.2,yes,10,0.7,0.30000000000000004,0.3
188,A1PJLZSOUQ4MIL,0,nonSeqFull,0,0.3,1,9,A,1,3,0.14,0.15999999999999998,0.0,0.53,yes,4,0.25,0.25,0.3
189,A1PJLZSOUQ4MIL,1,seqFeedback,0,0.7,9,1,B,10,2,0.86,,,0.53,yes,12,0.8333333333333334,0.16666666666666663,0.3
190,A1PJLZSOUQ4MIL,1,seqFeedback,1,0.7,9,1,B,7,3,0.81,0.1100000000000001,0.0,0.53,yes,10,0.7,0.30000000000000004,0.3
191,A1PJLZSOUQ4MIL,2,nonSeqFull,0,0.7,1,9,A,7,2,0.42,0.27999999999999997,0.0,0.53,yes,9,0.7777777777777778,0.7777777777777778,0.7
192,A1PJLZSOUQ4MIL,3,seqNoFeedback,0,0.3,9,1,B,4,0,,,,0.53,yes,4,1.0,0.0,0.7
193,A1PJLZSOUQ4MIL,3,seqNoFeedback,1,0.3,9,1,B,1,3,0.78,0.48000000000000004,0.0,0.53,yes,4,0.25,0.75,0.7
194,A1PJLZSOUQ4MIL,4,nonSeqPartial,0,0.3,1,9,A,2,8,0.15,0.15,0.0,0.53,yes,10,0.2,0.2,0.3
195,A1PJLZSOUQ4MIL,5,nonSeqPartial,0,0.3,9,1,B,2,7,0.58,0.27999999999999997,0.0,0.53,yes,9,0.2222222222222222,0.7777777777777778,0.7
196,A1PJLZSOUQ4MIL,6,seqFeedback,0,0.7,1,9,A,8,1,0.47,,,0.53,yes,9,0.8888888888888888,0.8888888888888888,0.7
197,A1PJLZSOUQ4MIL,6,seqFeedback,1,0.7,1,9,A,8,0,0.63,0.06999999999999995,0.53,0.53,yes,8,1.0,1.0,0.7
198,A1PJLZSOUQ4MIL,7,nonSeqFull,0,0.7,9,1,B,7,3,0.80,0.10000000000000009,0.0,0.53,yes,10,0.7,0.30000000000000004,0.3
199,A1PJLZSOUQ4MIL,8,seqFeedback,0,0.3,1,9,A,2,7,0.16,,,0.53,yes,9,0.2222222222222222,0.2222222222222222,0.3
200,A1PJLZSOUQ4MIL,8,seqFeedback,1,0.3,1,9,A,3,7,0.21,0.09,0.0,0.53,yes,10,0.3,0.3,0.3
201,A1PJLZSOUQ4MIL,9,nonSeqPartial,0,0.7,9,1,B,8,2,0.85,0.15000000000000002,0.0,0.53,yes,10,0.8,0.19999999999999996,0.3
202,A1PJLZSOUQ4MIL,10,seqFeedback,0,0.3,9,1,B,1,5,0.63,,,0.53,yes,6,0.16666666666666666,0.8333333333333334,0.7
203,A1PJLZSOUQ4MIL,10,seqFeedback,1,0.3,9,1,B,0,7,0.43,0.13,0.0,0.53,yes,7,0.0,1.0,0.7
204,A1PJLZSOUQ4MIL,11,seqNoFeedback,0,0.7,1,9,A,8,1,,,,0.53,yes,9,0.8888888888888888,0.8888888888888888,0.7
205,A1PJLZSOUQ4MIL,11,seqNoFeedback,1,0.7,1,9,A,8,2,0.59,0.10999999999999999,0.0,0.53,yes,10,0.8,0.8,0.7
206,A1PJLZSOUQ4MIL,12,nonSeqFull,0,0.3,9,1,B,0,7,0.53,0.23000000000000004,0.0,0.53,yes,7,0.0,1.0,0.7
207,A1PJLZSOUQ4MIL,13,nonSeqPartial,0,0.7,1,9,A,8,2,0.45,0.24999999999999994,0.0,0.53,yes,10,0.8,0.8,0.7
208,A1PJLZSOUQ4MIL,14,seqNoFeedback,0,0.7,9,1,B,20,5,,,,0.53,yes,25,0.8,0.19999999999999996,0.3
209,A1PJLZSOUQ4MIL,14,seqNoFeedback,1,0.7,9,1,B,10,2,0.83,0.13,0.0,0.53,yes,12,0.8333333333333334,0.16666666666666663,0.3
210,A1PJLZSOUQ4MIL,15,seqNoFeedback,0,0.3,1,9,A,2,10,,,,0.53,yes,12,0.16666666666666666,0.16666666666666666,0.3
211,A1PJLZSOUQ4MIL,15,seqNoFeedback,1,0.3,1,9,A,3,10,0.17,0.12999999999999998,0.0,0.53,yes,13,0.23076923076923078,0.23076923076923078,0.3
212,A1QNTSKBGSP86L,0,seqNoFeedback,0,0.7,9,1,B,2,3,,,,4.37,yes,5,0.4,0.6,0.3
213,A1QNTSKBGSP86L,0,seqNoFeedback,1,0.7,9,1,B,3,1,0.74,0.040000000000000036,0.61,4.37,yes,4,0.75,0.25,0.3
214,A1QNTSKBGSP86L,1,seqFeedback,0,0.7,9,1,B,1,3,0.71,,,4.37,yes,4,0.25,0.75,0.3
215,A1QNTSKBGSP86L,1,seqFeedback,1,0.7,9,1,B,1,1,0.69,0.010000000000000009,0.64,4.37,yes,2,0.5,0.5,0.3
216,A1QNTSKBGSP86L,2,nonSeqFull,0,0.3,1,9,A,3,3,0.25,0.04999999999999999,0.64,4.37,yes,6,0.5,0.5,0.3
217,A1QNTSKBGSP86L,3,nonSeqFull,0,0.7,9,1,B,3,3,0.75,0.050000000000000044,0.64,4.37,yes,6,0.5,0.5,0.3
218,A1QNTSKBGSP86L,4,seqFeedback,0,0.3,9,1,B,3,3,0.75,,,4.37,yes,6,0.5,0.5,0.7
219,A1QNTSKBGSP86L,4,seqFeedback,1,0.3,9,1,B,1,1,0.72,0.42,0.0,4.37,yes,2,0.5,0.5,0.7
220,A1QNTSKBGSP86L,5,nonSeqPartial,0,0.3,1,9,A,3,3,0.25,0.04999999999999999,0.64,4.37,yes,6,0.5,0.5,0.3
221,A1QNTSKBGSP86L,7,nonSeqPartial,0,0.7,1,9,A,3,3,0.25,0.44999999999999996,0.0,4.37,yes,6,0.5,0.5,0.7
222,A1QNTSKBGSP86L,8,seqNoFeedback,0,0.3,1,9,A,2,6,,,,4.37,yes,8,0.25,0.25,0.3
223,A1QNTSKBGSP86L,8,seqNoFeedback,1,0.3,1,9,A,2,2,0.23,0.06999999999999998,0.58,4.37,yes,4,0.5,0.5,0.3
224,A1QNTSKBGSP86L,9,nonSeqPartial,0,0.3,9,1,B,2,6,0.61,0.31,0.0,4.37,yes,8,0.25,0.75,0.7
225,A1QNTSKBGSP86L,10,seqNoFeedback,0,0.3,9,1,B,2,6,,,,4.37,yes,8,0.25,0.75,0.7
226,A1QNTSKBGSP86L,10,seqNoFeedback,1,0.3,9,1,B,4,0,0.68,0.38000000000000006,0.0,4.37,yes,4,1.0,0.0,0.7
227,A1QNTSKBGSP86L,11,nonSeqFull,0,0.3,9,1,B,1,1,0.83,0.53,0.0,4.37,yes,2,0.5,0.5,0.7
228,A1QNTSKBGSP86L,12,seqFeedback,0,0.7,1,9,A,1,3,0.14,,,4.37,yes,4,0.25,0.25,0.7
229,A1QNTSKBGSP86L,12,seqFeedback,1,0.7,1,9,A,3,3,0.25,0.44999999999999996,0.0,4.37,yes,6,0.5,0.5,0.7
230,A1QNTSKBGSP86L,13,seqFeedback,0,0.3,1,9,A,3,1,0.29,,,4.37,yes,4,0.75,0.75,0.3
231,A1QNTSKBGSP86L,13,seqFeedback,1,0.3,1,9,A,1,3,0.28,0.019999999999999962,0.62,4.37,yes,4,0.25,0.25,0.3
232,A1QNTSKBGSP86L,14,nonSeqPartial,0,0.7,9,1,B,2,1,0.85,0.15000000000000002,0.0,4.37,yes,3,0.6666666666666666,0.33333333333333337,0.3
233,A1QNTSKBGSP86L,15,seqNoFeedback,0,0.7,1,9,A,1,2,,,,4.37,yes,3,0.3333333333333333,0.3333333333333333,0.7
234,A1QNTSKBGSP86L,15,seqNoFeedback,1,0.7,1,9,A,6,2,0.38,0.31999999999999995,0.0,4.37,yes,8,0.75,0.75,0.7
235,A1SHLWKA0UH1IS,0,seqFeedback,0,0.7,9,1,B,5,5,0.70,,,5.28,yes,10,0.5,0.5,0.3
236,A1SHLWKA0UH1IS,1,nonSeqPartial,0,0.3,1,9,A,5,5,0.30,0.0,0.6,5.28,yes,10,0.5,0.5,0.3
237,A1SHLWKA0UH1IS,2,seqNoFeedback,0,0.7,9,1,B,5,5,,,,5.28,yes,10,0.5,0.5,0.3
238,A1SHLWKA0UH1IS,2,seqNoFeedback,1,0.7,9,1,B,1,1,0.68,0.019999999999999907,0.58,5.28,yes,2,0.5,0.5,0.3
239,A1SHLWKA0UH1IS,3,nonSeqFull,0,0.3,9,1,B,0,20,0.30,0.0,0.5,5.28,yes,20,0.0,1.0,0.7
240,A1SHLWKA0UH1IS,4,seqFeedback,0,0.7,1,9,A,5,5,0.30,,,5.28,yes,10,0.5,0.5,0.7
241,A1SHLWKA0UH1IS,4,seqFeedback,1,0.7,1,9,A,7,3,0.43,0.26999999999999996,0.0,5.28,yes,10,0.7,0.7,0.7
242,A1SHLWKA0UH1IS,5,seqFeedback,0,0.3,9,1,B,5,5,0.70,,,5.28,yes,10,0.5,0.5,0.7
243,A1SHLWKA0UH1IS,5,seqFeedback,1,0.3,9,1,B,0,30,0.28,0.019999999999999962,0.3,5.28,yes,30,0.0,1.0,0.7
244,A1SHLWKA0UH1IS,6,seqFeedback,0,0.3,1,9,A,5,5,0.30,,,5.28,yes,10,0.5,0.5,0.3
245,A1SHLWKA0UH1IS,6,seqFeedback,1,0.3,1,9,A,3,7,0.30,0.0,0.5,5.28,yes,10,0.3,0.3,0.3
246,A1SHLWKA0UH1IS,7,seqNoFeedback,0,0.3,1,9,A,5,5,,,,5.28,yes,10,0.5,0.5,0.3
247,A1SHLWKA0UH1IS,7,seqNoFeedback,1,0.3,1,9,A,3,7,0.30,0.0,0.5,5.28,yes,10,0.3,0.3,0.3
248,A1SHLWKA0UH1IS,8,nonSeqPartial,0,0.7,1,9,A,5,5,0.30,0.39999999999999997,0.0,5.28,yes,10,0.5,0.5,0.7
249,A1SHLWKA0UH1IS,9,nonSeqPartial,0,0.3,9,1,B,5,5,0.70,0.39999999999999997,0.0,5.28,yes,10,0.5,0.5,0.7
250,A1SHLWKA0UH1IS,10,nonSeqFull,0,0.7,1,9,A,20,0,0.70,0.0,0.5,5.28,yes,20,1.0,1.0,0.7
251,A1SHLWKA0UH1IS,11,nonSeqFull,0,0.3,1,9,A,5,5,0.30,0.0,0.6,5.28,yes,10,0.5,0.5,0.3
252,A1SHLWKA0UH1IS,12,seqNoFeedback,0,0.7,1,9,A,5,5,,,,5.28,yes,10,0.5,0.5,0.7
253,A1SHLWKA0UH1IS,12,seqNoFeedback,1,0.7,1,9,A,7,3,0.43,0.26999999999999996,0.0,5.28,yes,10,0.7,0.7,0.7
254,A1SHLWKA0UH1IS,13,seqNoFeedback,0,0.3,9,1,B,5,5,,,,5.28,yes,10,0.5,0.5,0.7
255,A1SHLWKA0UH1IS,13,seqNoFeedback,1,0.3,9,1,B,3,7,0.57,0.26999999999999996,0.0,5.28,yes,10,0.3,0.7,0.7
256,A1SHLWKA0UH1IS,14,nonSeqFull,0,0.7,9,1,B,5,5,0.70,0.0,0.6,5.28,yes,10,0.5,0.5,0.3
257,A1SHLWKA0UH1IS,15,nonSeqPartial,0,0.7,9,1,B,5,5,0.70,0.0,0.6,5.28,yes,10,0.5,0.5,0.3
258,A1TPGXT718D68E,0,nonSeqFull,0,0.3,1,9,A,3,7,0.20,0.09999999999999998,0.0,3.0,yes,10,0.3,0.3,0.3
259,A1TPGXT718D68E,1,nonSeqPartial,0,0.3,9,1,B,3,7,0.60,0.3,0.0,3.0,yes,10,0.3,0.7,0.7
260,A1TPGXT718D68E,2,nonSeqFull,0,0.7,9,1,B,14,6,0.77,0.07000000000000006,0.5,3.0,yes,20,0.7,0.30000000000000004,0.3
261,A1TPGXT718D68E,3,seqFeedback,0,0.3,1,9,A,6,14,0.23,,,3.0,yes,20,0.3,0.3,0.3
262,A1TPGXT718D68E,3,seqFeedback,1,0.3,1,9,A,6,14,0.26,0.03999999999999998,0.3,3.0,yes,20,0.3,0.3,0.3
263,A1TPGXT718D68E,4,nonSeqPartial,0,0.7,9,1,B,14,6,0.77,0.07000000000000006,0.5,3.0,yes,20,0.7,0.30000000000000004,0.3
264,A1TPGXT718D68E,5,nonSeqPartial,0,0.7,1,9,A,14,6,0.50,0.19999999999999996,0.0,3.0,yes,20,0.7,0.7,0.7
265,A1TPGXT718D68E,6,seqNoFeedback,0,0.7,1,9,A,14,6,,,,3.0,yes,20,0.7,0.7,0.7
266,A1TPGXT718D68E,6,seqNoFeedback,1,0.7,1,9,A,14,6,0.58,0.12,0.0,3.0,yes,20,0.7,0.7,0.7
267,A1TPGXT718D68E,7,nonSeqFull,0,0.3,9,1,B,6,14,0.50,0.2,0.0,3.0,yes,20,0.3,0.7,0.7
268,A1TPGXT718D68E,8,seqFeedback,0,0.3,9,1,B,6,14,0.50,,,3.0,yes,20,0.3,0.7,0.7
269,A1TPGXT718D68E,8,seqFeedback,1,0.3,9,1,B,9,21,0.40,0.10000000000000003,0.0,3.0,yes,30,0.3,0.7,0.7
270,A1TPGXT718D68E,9,seqFeedback,0,0.7,1,9,A,7,3,0.40,,,3.0,yes,10,0.7,0.7,0.7
271,A1TPGXT718D68E,9,seqFeedback,1,0.7,1,9,A,14,6,0.55,0.1499999999999999,0.0,3.0,yes,20,0.7,0.7,0.7
272,A1TPGXT718D68E,10,seqNoFeedback,0,0.3,1,9,A,6,14,,,,3.0,yes,20,0.3,0.3,0.3
273,A1TPGXT718D68E,10,seqNoFeedback,1,0.3,1,9,A,3,7,0.25,0.04999999999999999,0.4,3.0,yes,10,0.3,0.3,0.3
274,A1TPGXT718D68E,11,nonSeqFull,0,0.7,1,9,A,7,3,0.40,0.29999999999999993,0.0,3.0,yes,10,0.7,0.7,0.7
275,A1TPGXT718D68E,12,nonSeqPartial,0,0.3,1,9,A,6,14,0.23,0.06999999999999998,0.5,3.0,yes,20,0.3,0.3,0.3
276,A1TPGXT718D68E,13,seqNoFeedback,0,0.3,9,1,B,6,14,,,,3.0,yes,20,0.3,0.7,0.7
277,A1TPGXT718D68E,13,seqNoFeedback,1,0.3,9,1,B,3,7,0.45,0.15000000000000002,0.0,3.0,yes,10,0.3,0.7,0.7
278,A1TPGXT718D68E,14,seqFeedback,0,0.7,9,1,B,14,6,0.77,,,3.0,yes,20,0.7,0.30000000000000004,0.3
279,A1TPGXT718D68E,14,seqFeedback,1,0.7,9,1,B,7,3,0.75,0.050000000000000044,0.4,3.0,yes,10,0.7,0.30000000000000004,0.3
280,A1TPGXT718D68E,15,seqNoFeedback,0,0.7,9,1,B,14,6,,,,3.0,yes,20,0.7,0.30000000000000004,0.3
281,A1TPGXT718D68E,15,seqNoFeedback,1,0.7,9,1,B,7,3,0.75,0.050000000000000044,0.4,3.0,yes,10,0.7,0.30000000000000004,0.3
282,A1UZN21EAN1HZ4,1,seqFeedback,0,0.7,9,1,B,10,3,0.83,,,0.06,yes,13,0.7692307692307693,0.23076923076923073,0.3
283,A1UZN21EAN1HZ4,1,seqFeedback,1,0.7,9,1,B,7,3,0.79,0.09000000000000008,0.0,0.06,yes,10,0.7,0.30000000000000004,0.3
284,A1UZN21EAN1HZ4,2,nonSeqPartial,0,0.7,1,9,A,70,0,0.89,0.19000000000000006,0.0,0.06,yes,70,1.0,1.0,0.7
285,A1UZN21EAN1HZ4,3,seqNoFeedback,0,0.7,1,9,A,35,15,,,,0.06,yes,50,0.7,0.7,0.7
286,A1UZN21EAN1HZ4,3,seqNoFeedback,1,0.7,1,9,A,60,10,0.74,0.040000000000000036,0.0,0.06,yes,70,0.8571428571428571,0.8571428571428571,0.7
287,A1UZN21EAN1HZ4,4,nonSeqPartial,0,0.7,9,1,B,50,10,0.84,0.14,0.0,0.06,yes,60,0.8333333333333334,0.16666666666666663,0.3
288,A1UZN21EAN1HZ4,5,nonSeqFull,0,0.3,9,1,B,0,6,0.56,0.26000000000000006,0.0,0.06,yes,6,0.0,1.0,0.7
289,A1UZN21EAN1HZ4,6,seqNoFeedback,0,0.3,9,1,B,10,50,,,,0.06,yes,60,0.16666666666666666,0.8333333333333334,0.7
290,A1UZN21EAN1HZ4,6,seqNoFeedback,1,0.3,9,1,B,10,60,0.21,0.09,0.0,0.06,yes,70,0.14285714285714285,0.8571428571428572,0.7
291,A1UZN21EAN1HZ4,7,seqNoFeedback,0,0.3,1,9,A,3,7,,,,0.06,yes,10,0.3,0.3,0.3
292,A1UZN21EAN1HZ4,7,seqNoFeedback,1,0.3,1,9,A,20,50,0.27,0.02999999999999997,0.0,0.06,yes,70,0.2857142857142857,0.2857142857142857,0.3
293,A1UZN21EAN1HZ4,8,seqNoFeedback,0,0.7,9,1,B,47,13,,,,0.06,yes,60,0.7833333333333333,0.21666666666666667,0.3
294,A1UZN21EAN1HZ4,8,seqNoFeedback,1,0.7,9,1,B,57,13,0.81,0.1100000000000001,0.0,0.06,yes,70,0.8142857142857143,0.18571428571428572,0.3
295,A1UZN21EAN1HZ4,9,nonSeqFull,0,0.7,9,1,B,60,10,0.86,0.16000000000000003,0.0,0.06,yes,70,0.8571428571428571,0.1428571428571429,0.3
296,A1UZN21EAN1HZ4,10,seqFeedback,0,0.3,1,9,A,13,57,0.17,,,0.06,yes,70,0.18571428571428572,0.18571428571428572,0.3
297,A1UZN21EAN1HZ4,10,seqFeedback,1,0.3,1,9,A,20,50,0.23,0.06999999999999998,0.0,0.06,yes,70,0.2857142857142857,0.2857142857142857,0.3
298,A1UZN21EAN1HZ4,11,seqFeedback,0,0.3,9,1,B,10,60,0.24,,,0.06,yes,70,0.14285714285714285,0.8571428571428572,0.7
299,A1UZN21EAN1HZ4,11,seqFeedback,1,0.3,9,1,B,14,46,0.24,0.06,0.0,0.06,yes,60,0.23333333333333334,0.7666666666666666,0.7
300,A1UZN21EAN1HZ4,12,nonSeqFull,0,0.3,1,9,A,21,43,0.30,0.0,0.06,0.06,yes,64,0.328125,0.328125,0.3
301,A1UZN21EAN1HZ4,13,nonSeqFull,0,0.7,1,9,A,43,21,0.59,0.10999999999999999,0.0,0.06,yes,64,0.671875,0.671875,0.7
302,A1UZN21EAN1HZ4,14,seqFeedback,0,0.7,1,9,A,47,23,0.60,,,0.06,yes,70,0.6714285714285714,0.6714285714285714,0.7
303,A1UZN21EAN1HZ4,14,seqFeedback,1,0.7,1,9,A,37,33,0.57,0.13,0.0,0.06,yes,70,0.5285714285714286,0.5285714285714286,0.7
304,A1UZN21EAN1HZ4,15,nonSeqPartial,0,0.3,9,1,B,23,47,0.40,0.10000000000000003,0.0,0.06,yes,70,0.32857142857142857,0.6714285714285715,0.7
305,A1YHIQHLLLQIIQ,0,seqNoFeedback,0,0.3,9,1,B,6,4,,,,1.29,yes,10,0.6,0.4,0.7
306,A1YHIQHLLLQIIQ,0,seqNoFeedback,1,0.3,9,1,B,4,6,0.63,0.33,0.0,1.29,yes,10,0.4,0.6,0.7
307,A1YHIQHLLLQIIQ,1,seqFeedback,0,0.3,9,1,B,3,7,0.60,,,1.29,yes,10,0.3,0.7,0.7
308,A1YHIQHLLLQIIQ,1,seqFeedback,1,0.3,9,1,B,4,6,0.53,0.23000000000000004,0.0,1.29,yes,10,0.4,0.6,0.7
309,A1YHIQHLLLQIIQ,2,seqFeedback,0,0.7,1,9,A,7,3,0.40,,,1.29,yes,10,0.7,0.7,0.7
310,A1YHIQHLLLQIIQ,2,seqFeedback,1,0.7,1,9,A,5,5,0.43,0.26999999999999996,0.0,1.29,yes,10,0.5,0.5,0.7
311,A1YHIQHLLLQIIQ,3,nonSeqFull,0,0.3,1,9,A,10,14,0.32,0.020000000000000018,0.46,1.29,yes,24,0.4166666666666667,0.4166666666666667,0.3
312,A1YHIQHLLLQIIQ,4,nonSeqFull,0,0.3,9,1,B,15,25,0.48,0.18,0.0,1.29,yes,40,0.375,0.625,0.7
313,A1YHIQHLLLQIIQ,5,nonSeqPartial,0,0.7,9,1,B,15,8,0.73,0.030000000000000027,0.47,1.29,yes,23,0.6521739130434783,0.34782608695652173,0.3
314,A1YHIQHLLLQIIQ,6,seqFeedback,0,0.7,9,1,B,15,6,0.77,,,1.29,yes,21,0.7142857142857143,0.2857142857142857,0.3
315,A1YHIQHLLLQIIQ,6,seqFeedback,1,0.7,9,1,B,17,6,0.76,0.06000000000000005,0.26,1.29,yes,23,0.7391304347826086,0.26086956521739135,0.3
316,A1YHIQHLLLQIIQ,7,nonSeqFull,0,0.7,9,1,B,15,5,0.80,0.10000000000000009,0.0,1.29,yes,20,0.75,0.25,0.3
317,A1YHIQHLLLQIIQ,8,nonSeqPartial,0,0.7,1,9,A,17,8,0.51,0.18999999999999995,0.0,1.29,yes,25,0.68,0.68,0.7
318,A1YHIQHLLLQIIQ,9,seqNoFeedback,0,0.7,9,1,B,10,10,,,,1.29,yes,20,0.5,0.5,0.3
319,A1YHIQHLLLQIIQ,9,seqNoFeedback,1,0.7,9,1,B,12,12,0.57,0.13,0.0,1.29,yes,24,0.5,0.5,0.3
320,A1YHIQHLLLQIIQ,10,seqFeedback,0,0.3,1,9,A,16,9,0.49,,,1.29,yes,25,0.64,0.64,0.3
321,A1YHIQHLLLQIIQ,10,seqFeedback,1,0.3,1,9,A,12,6,0.55,0.25000000000000006,0.0,1.29,yes,18,0.6666666666666666,0.6666666666666666,0.3
322,A1YHIQHLLLQIIQ,11,nonSeqPartial,0,0.3,9,1,B,10,20,0.47,0.16999999999999998,0.0,1.29,yes,30,0.3333333333333333,0.6666666666666667,0.7
323,A1YHIQHLLLQIIQ,12,nonSeqPartial,0,0.3,1,9,A,15,8,0.48,0.18,0.0,1.29,yes,23,0.6521739130434783,0.6521739130434783,0.3
324,A1YHIQHLLLQIIQ,13,seqNoFeedback,0,0.3,1,9,A,10,18,,,,1.29,yes,28,0.35714285714285715,0.35714285714285715,0.3
325,A1YHIQHLLLQIIQ,13,seqNoFeedback,1,0.3,1,9,A,12,20,0.33,0.030000000000000027,0.1,1.29,yes,32,0.375,0.375,0.3
326,A1YHIQHLLLQIIQ,14,nonSeqFull,0,0.7,1,9,A,16,9,0.49,0.20999999999999996,0.0,1.29,yes,25,0.64,0.64,0.7
327,A1YHIQHLLLQIIQ,15,seqNoFeedback,0,0.7,1,9,A,10,20,,,,1.29,yes,30,0.3333333333333333,0.3333333333333333,0.7
328,A1YHIQHLLLQIIQ,15,seqNoFeedback,1,0.7,1,9,A,10,5,0.38,0.31999999999999995,0.0,1.29,yes,15,0.6666666666666666,0.6666666666666666,0.7
329,A1ZLLYRW6GIVC7,0,nonSeqFull,0,0.3,9,1,B,0,8,0.50,0.2,0.0,0.6,yes,8,0.0,1.0,0.7
330,A1ZLLYRW6GIVC7,1,seqFeedback,0,0.7,9,1,B,14,0,0.96,,,0.6,yes,14,1.0,0.0,0.3
331,A1ZLLYRW6GIVC7,1,seqFeedback,1,0.7,9,1,B,30,3,0.93,0.2300000000000001,0.0,0.6,yes,33,0.9090909090909091,0.09090909090909094,0.3
332,A1ZLLYRW6GIVC7,2,nonSeqFull,0,0.7,9,1,B,7,3,0.80,0.10000000000000009,0.0,0.6,yes,10,0.7,0.30000000000000004,0.3
333,A1ZLLYRW6GIVC7,3,nonSeqPartial,0,0.3,1,9,A,3,8,0.19,0.10999999999999999,0.0,0.6,yes,11,0.2727272727272727,0.2727272727272727,0.3
334,A1ZLLYRW6GIVC7,4,seqFeedback,0,0.7,1,9,A,10,9,0.38,,,0.6,yes,19,0.5263157894736842,0.5263157894736842,0.7
335,A1ZLLYRW6GIVC7,4,seqFeedback,1,0.7,1,9,A,5,5,0.63,0.06999999999999995,0.0,0.6,yes,10,0.5,0.5,0.7
336,A1ZLLYRW6GIVC7,5,nonSeqFull,0,0.3,1,9,A,15,35,0.27,0.02999999999999997,0.2,0.6,yes,50,0.3,0.3,0.3
337,A1ZLLYRW6GIVC7,6,seqNoFeedback,0,0.3,1,9,A,15,35,,,,0.6,yes,50,0.3,0.3,0.3
338,A1ZLLYRW6GIVC7,6,seqNoFeedback,1,0.3,1,9,A,15,35,0.28,0.019999999999999962,0.0,0.6,yes,50,0.3,0.3,0.3
339,A1ZLLYRW6GIVC7,7,seqNoFeedback,0,0.3,9,1,B,30,35,,,,0.6,yes,65,0.46153846153846156,0.5384615384615384,0.7
340,A1ZLLYRW6GIVC7,7,seqNoFeedback,1,0.3,9,1,B,15,35,0.43,0.13,0.0,0.6,yes,50,0.3,0.7,0.7
341,A1ZLLYRW6GIVC7,8,seqNoFeedback,0,0.7,9,1,B,7,3,,,,0.6,yes,10,0.7,0.30000000000000004,0.3
342,A1ZLLYRW6GIVC7,8,seqNoFeedback,1,0.7,9,1,B,35,15,0.73,0.030000000000000027,0.1,0.6,yes,50,0.7,0.30000000000000004,0.3
343,A1ZLLYRW6GIVC7,9,nonSeqFull,0,0.7,1,9,A,7,3,0.40,0.29999999999999993,0.0,0.6,yes,10,0.7,0.7,0.7
344,A1ZLLYRW6GIVC7,10,seqNoFeedback,0,0.7,1,9,A,35,15,,,,0.6,yes,50,0.7,0.7,0.7
345,A1ZLLYRW6GIVC7,10,seqNoFeedback,1,0.7,1,9,A,35,15,0.65,0.04999999999999993,0.0,0.6,yes,50,0.7,0.7,0.7
346,A1ZLLYRW6GIVC7,11,seqFeedback,0,0.3,9,1,B,15,35,0.40,,,0.6,yes,50,0.3,0.7,0.7
347,A1ZLLYRW6GIVC7,11,seqFeedback,1,0.3,9,1,B,3,7,0.39,0.09000000000000002,0.0,0.6,yes,10,0.3,0.7,0.7
348,A1ZLLYRW6GIVC7,12,nonSeqPartial,0,0.3,9,1,B,1,9,0.50,0.2,0.0,0.6,yes,10,0.1,0.9,0.7
349,A1ZLLYRW6GIVC7,13,nonSeqPartial,0,0.7,1,9,A,35,15,0.60,0.09999999999999998,0.0,0.6,yes,50,0.7,0.7,0.7
350,A1ZLLYRW6GIVC7,14,nonSeqPartial,0,0.7,9,1,B,35,15,0.73,0.030000000000000027,0.2,0.6,yes,50,0.7,0.30000000000000004,0.3
351,A1ZLLYRW6GIVC7,15,seqFeedback,0,0.3,1,9,A,15,35,0.27,,,0.6,yes,50,0.3,0.3,0.3
