alpha,costWeight,block_type,trial_num,true_theta,student_class,heads,tails
8,0.001,nonSeqFull,0,0.2,A,7,21
8,0.001,nonSeqFull,0,0.2,C,4,19
8,0.001,nonSeqFull,0,0.5,A,13,11
8,0.001,nonSeqFull,0,0.5,D,11,16
8,0.001,nonSeqFull,0,0.8,B,11,2
8,0.001,nonSeqFull,0,0.8,D,22,7
8,0.001,nonSeqPartial,0,0.2,B,6,24
8,0.001,nonSeqPartial,0,0.2,C,0,25
8,0.001,nonSeqPartial,0,0.5,A,14,16
8,0.001,nonSeqPartial,0,0.5,C,7,10
8,0.001,nonSeqPartial,0,0.8,B,23,2
8,0.001,nonSeqPartial,0,0.8,D,23,6
8,0.001,seqNoFeedback,0,0.2,B,3,18
8,0.001,seqNoFeedback,1,0.2,B,2,21
8,0.001,seqNoFeedback,0,0.2,D,0,26
8,0.001,seqNoFeedback,1,0.2,D,4,20
8,0.001,seqNoFeedback,0,0.5,B,8,6
8,0.001,seqNoFeedback,1,0.5,B,11,12
8,0.001,seqNoFeedback,0,0.5,D,18,10
8,0.001,seqNoFeedback,1,0.5,D,15,9
8,0.001,seqNoFeedback,0,0.8,A,20,8
8,0.001,seqNoFeedback,1,0.8,A,18,5
8,0.001,seqNoFeedback,0,0.8,D,16,4
8,0.001,seqNoFeedback,1,0.8,D,30,0
8,0.001,seqFeedback,0,0.2,B,3,27
8,0.001,seqFeedback,1,0.2,B,2,20
8,0.001,seqFeedback,0,0.2,D,0,25
8,0.001,seqFeedback,1,0.2,D,0,26
8,0.001,seqFeedback,0,0.5,A,10,12
8,0.001,seqFeedback,1,0.5,A,15,12
8,0.001,seqFeedback,0,0.5,D,18,12
8,0.001,seqFeedback,1,0.5,D,7,17
8,0.001,seqFeedback,0,0.8,B,23,4
8,0.001,seqFeedback,1,0.8,B,23,7
8,0.001,seqFeedback,0,0.8,D,21,5
8,0.001,seqFeedback,1,0.8,D,18,6
8,0.001,nonSeqFull,0,0.2,A,4,21
8,0.001,nonSeqFull,0,0.2,D,0,29
8,0.001,nonSeqFull,0,0.5,A,18,12
8,0.001,nonSeqFull,0,0.5,C,11,6
8,0.001,nonSeqFull,0,0.8,A,25,1
8,0.001,nonSeqFull,0,0.8,D,17,7
8,0.001,nonSeqPartial,0,0.2,B,2,22
8,0.001,nonSeqPartial,0,0.2,D,7,21
8,0.001,nonSeqPartial,0,0.5,A,10,7
8,0.001,nonSeqPartial,0,0.5,D,8,12
8,0.001,nonSeqPartial,0,0.8,B,20,1
8,0.001,nonSeqPartial,0,0.8,D,20,5
8,0.001,seqNoFeedback,0,0.2,B,6,24
8,0.001,seqNoFeedback,1,0.2,B,2,26
8,0.001,seqNoFeedback,0,0.2,C,0,30
8,0.001,seqNoFeedback,1,0.2,C,7,22
8,0.001,seqNoFeedback,0,0.5,A,15,10
8,0.001,seqNoFeedback,1,0.5,A,15,12
8,0.001,seqNoFeedback,0,0.5,C,17,13
8,0.001,seqNoFeedback,1,0.5,C,9,1
8,0.001,seqNoFeedback,0,0.8,B,17,5
8,0.001,seqNoFeedback,1,0.8,B,21,4
8,0.001,seqNoFeedback,0,0.8,D,20,6
8,0.001,seqNoFeedback,1,0.8,D,23,7
8,0.001,seqFeedback,0,0.2,A,5,24
8,0.001,seqFeedback,1,0.2,A,6,20
8,0.001,seqFeedback,0,0.2,C,0,24
8,0.001,seqFeedback,1,0.2,C,4,14
8,0.001,seqFeedback,0,0.5,B,10,16
8,0.001,seqFeedback,1,0.5,B,10,15
8,0.001,seqFeedback,0,0.5,C,15,5
8,0.001,seqFeedback,1,0.5,C,17,13
8,0.001,seqFeedback,0,0.8,A,16,4
8,0.001,seqFeedback,1,0.8,A,24,1
8,0.001,seqFeedback,0,0.8,C,15,4
8,0.001,seqFeedback,1,0.8,C,25,0
8,0.001,nonSeqFull,0,0.2,B,3,22
8,0.001,nonSeqFull,0,0.2,C,4,18
8,0.001,nonSeqFull,0,0.5,B,11,15
8,0.001,nonSeqFull,0,0.5,D,7,17
8,0.001,nonSeqFull,0,0.8,B,20,6
8,0.001,nonSeqFull,0,0.8,D,18,5
8,0.001,nonSeqPartial,0,0.2,A,3,27
8,0.001,nonSeqPartial,0,0.2,D,0,30
8,0.001,nonSeqPartial,0,0.5,B,10,7
8,0.001,nonSeqPartial,0,0.5,D,19,7
8,0.001,nonSeqPartial,0,0.8,A,26,3
8,0.001,nonSeqPartial,0,0.8,D,19,5
8,0.001,seqNoFeedback,0,0.2,B,1,17
8,0.001,seqNoFeedback,1,0.2,B,2,12
8,0.001,seqNoFeedback,0,0.2,C,5,19
8,0.001,seqNoFeedback,1,0.2,C,0,28
8,0.001,seqNoFeedback,0,0.5,A,10,14
8,0.001,seqNoFeedback,1,0.5,A,12,14
8,0.001,seqNoFeedback,0,0.5,C,17,13
8,0.001,seqNoFeedback,1,0.5,C,15,9
8,0.001,seqNoFeedback,0,0.8,A,18,0
8,0.001,seqNoFeedback,1,0.8,A,23,6
8,0.001,seqNoFeedback,0,0.8,C,21,6
8,0.001,seqNoFeedback,1,0.8,C,29,1
8,0.001,seqFeedback,0,0.2,A,5,17
8,0.001,seqFeedback,1,0.2,A,4,16
8,0.001,seqFeedback,0,0.2,C,0,26
8,0.001,seqFeedback,1,0.2,C,3,9
8,0.001,seqFeedback,0,0.5,A,8,10
8,0.001,seqFeedback,1,0.5,A,14,12
8,0.001,seqFeedback,0,0.5,D,14,4
8,0.001,seqFeedback,1,0.5,D,11,18
8,0.001,seqFeedback,0,0.8,B,24,6
8,0.001,seqFeedback,1,0.8,B,19,5
8,0.001,seqFeedback,0,0.8,C,19,5
8,0.001,seqFeedback,1,0.8,C,24,0
8,0.001,nonSeqFull,0,0.2,A,6,24
8,0.001,nonSeqFull,0,0.2,D,1,28
8,0.001,nonSeqFull,0,0.5,A,11,9
8,0.001,nonSeqFull,0,0.5,D,12,18
8,0.001,nonSeqFull,0,0.8,A,22,3
8,0.001,nonSeqFull,0,0.8,D,20,6
8,0.001,nonSeqPartial,0,0.2,B,2,18
8,0.001,nonSeqPartial,0,0.2,C,4,14
8,0.001,nonSeqPartial,0,0.5,A,6,12
8,0.001,nonSeqPartial,0,0.5,C,15,10
8,0.001,nonSeqPartial,0,0.8,B,23,6
8,0.001,nonSeqPartial,0,0.8,D,29,1
8,0.001,seqNoFeedback,0,0.2,B,2,18
8,0.001,seqNoFeedback,1,0.2,B,2,27
8,0.001,seqNoFeedback,0,0.2,C,0,29
8,0.001,seqNoFeedback,1,0.2,C,6,24
8,0.001,seqNoFeedback,0,0.5,A,5,9
8,0.001,seqNoFeedback,1,0.5,A,7,13
8,0.001,seqNoFeedback,0,0.5,C,7,10
