alpha,costWeight,block_type,trial_num,true_theta,student_class,heads,tails
3,0.1,seqNoFeedback,1,0.7,B,15,1
3,0.1,seqFeedback,0,0.3,A,3,4
3,0.1,seqFeedback,1,0.3,A,5,2
3,0.1,seqFeedback,0,0.7,B,3,5
3,0.1,seqFeedback,1,0.7,B,2,5
3,0.1,nonSeqFull,0,0.3,A,5,0
3,0.1,nonSeqFull,0,0.7,A,18,0
3,0.1,nonSeqPartial,0,0.3,B,7,7
3,0.1,nonSeqPartial,0,0.7,A,15,1
3,0.1,seqNoFeedback,0,0.3,A,2,0
3,0.1,seqNoFeedback,1,0.3,A,5,9
3,0.1,seqNoFeedback,0,0.7,B,2,3
3,0.1,seqNoFeedback,1,0.7,B,19,2
3,0.1,seqFeedback,0,0.3,B,2,1
3,0.1,seqFeedback,1,0.3,B,0,16
3,0.1,seqFeedback,0,0.7,B,0,2
3,0.1,seqFeedback,1,0.7,B,1,5
3,0.1,nonSeqFull,0,0.3,A,4,1
3,0.1,nonSeqFull,0,0.7,B,1,3
3,0.1,nonSeqPartial,0,0.3,A,4,1
3,0.1,nonSeqPartial,0,0.7,A,25,4
3,0.1,seqNoFeedback,0,0.3,A,2,0
3,0.1,seqNoFeedback,1,0.3,A,3,1
3,0.1,seqNoFeedback,0,0.7,B,7,3
3,0.1,seqNoFeedback,1,0.7,B,14,8
3,0.1,seqFeedback,0,0.3,B,6,5
3,0.1,seqFeedback,1,0.3,B,0,8
3,0.1,seqFeedback,0,0.7,A,18,0
3,0.1,seqFeedback,1,0.7,A,16,2
3,0.1,nonSeqFull,0,0.3,A,3,0
3,0.1,nonSeqFull,0,0.7,B,0,2
3,0.1,nonSeqPartial,0,0.3,A,0,18
3,0.1,nonSeqPartial,0,0.7,B,0,1
3,0.1,seqNoFeedback,0,0.3,A,5,0
3,0.1,seqNoFeedback,1,0.3,A,0,11
3,0.1,seqNoFeedback,0,0.7,B,20,0
3,0.1,seqNoFeedback,1,0.7,B,20,2
3,0.1,seqFeedback,0,0.3,A,0,16
3,0.1,seqFeedback,1,0.3,A,3,1
3,0.1,seqFeedback,0,0.7,A,11,0
3,0.1,seqFeedback,1,0.7,A,13,0
3,0.1,nonSeqFull,0,0.3,B,2,20
3,0.1,nonSeqFull,0,0.7,A,12,0
3,0.1,nonSeqPartial,0,0.3,B,3,23
3,0.1,nonSeqPartial,0,0.7,B,14,0
3,0.1,seqNoFeedback,0,0.3,B,1,1
3,0.1,seqNoFeedback,1,0.3,B,0,20
3,0.1,seqNoFeedback,0,0.7,B,13,0
3,0.1,seqNoFeedback,1,0.7,B,0,5
3,0.1,seqFeedback,0,0.3,B,2,1
3,0.1,seqFeedback,1,0.3,B,0,16
3,0.1,seqFeedback,0,0.7,A,15,0
3,0.1,seqFeedback,1,0.7,A,17,0
3,0.1,nonSeqFull,0,0.3,A,2,1
3,0.1,nonSeqFull,0,0.7,A,21,3
3,0.1,nonSeqPartial,0,0.3,A,4,0
3,0.1,nonSeqPartial,0,0.7,A,9,0
3,0.1,seqNoFeedback,0,0.3,A,3,5
3,0.1,seqNoFeedback,1,0.3,A,1,0
3,0.1,seqNoFeedback,0,0.7,B,7,0
3,0.1,seqNoFeedback,1,0.7,B,19,0
3,0.1,seqFeedback,0,0.3,A,0,18
3,0.1,seqFeedback,1,0.3,A,4,1
3,0.1,seqFeedback,0,0.7,B,0,3
3,0.1,seqFeedback,1,0.7,B,1,4
3,0.1,nonSeqFull,0,0.3,A,2,0
3,0.1,nonSeqFull,0,0.7,B,0,2
3,0.1,nonSeqPartial,0,0.3,A,3,3
3,0.1,nonSeqPartial,0,0.7,B,4,5
3,0.1,seqNoFeedback,0,0.3,B,1,1
3,0.1,seqNoFeedback,1,0.3,B,0,13
3,0.1,seqNoFeedback,0,0.7,B,11,1
3,0.1,seqNoFeedback,1,0.7,B,18,1
3,0.1,seqFeedback,0,0.3,B,2,0
3,0.1,seqFeedback,1,0.3,B,1,19
3,0.1,seqFeedback,0,0.7,A,1,4
3,0.1,seqFeedback,1,0.7,A,18,0
3,0.1,nonSeqFull,0,0.3,A,1,1
3,0.1,nonSeqFull,0,0.7,A,17,1
3,0.1,nonSeqPartial,0,0.3,A,6,1
3,0.1,nonSeqPartial,0,0.7,B,3,5
3,0.1,seqNoFeedback,0,0.3,B,4,1
3,0.1,seqNoFeedback,1,0.3,B,1,15
3,0.1,seqNoFeedback,0,0.7,A,16,2
3,0.1,seqNoFeedback,1,0.7,A,0,1
3,0.1,seqFeedback,0,0.3,A,0,15
3,0.1,seqFeedback,1,0.3,A,2,0
3,0.1,seqFeedback,0,0.7,B,17,0
3,0.1,seqFeedback,1,0.7,B,7,7
3,0.1,nonSeqFull,0,0.3,B,0,11
3,0.1,nonSeqFull,0,0.7,A,8,0
3,0.1,nonSeqPartial,0,0.3,A,2,1
3,0.1,nonSeqPartial,0,0.7,A,2,2
3,0.1,seqNoFeedback,0,0.3,A,1,2
3,0.1,seqNoFeedback,1,0.3,A,6,7
3,0.1,seqNoFeedback,0,0.7,B,0,3
3,0.1,seqNoFeedback,1,0.7,B,17,0
3,0.1,seqFeedback,0,0.3,A,0,17
3,0.1,seqFeedback,1,0.3,A,2,0
3,0.1,seqFeedback,0,0.7,A,18,0
3,0.1,seqFeedback,1,0.7,A,20,0
3,0.1,nonSeqFull,0,0.3,B,0,14
3,0.1,nonSeqFull,0,0.7,A,19,0
3,0.1,nonSeqPartial,0,0.3,A,5,0
3,0.1,nonSeqPartial,0,0.7,B,1,5
3,0.1,seqNoFeedback,0,0.3,A,3,2
3,0.1,seqNoFeedback,1,0.3,A,5,1
3,0.1,seqNoFeedback,0,0.7,B,14,0
3,0.1,seqNoFeedback,1,0.7,B,17,1
3,0.1,seqFeedback,0,0.3,B,1,19
3,0.1,seqFeedback,1,0.3,B,6,19
3,0.1,seqFeedback,0,0.7,B,4,5
3,0.1,seqFeedback,1,0.7,B,3,2
3,0.1,nonSeqFull,0,0.3,B,0,11
3,0.1,nonSeqFull,0,0.7,A,20,4
3,0.1,nonSeqPartial,0,0.3,B,0,20
3,0.1,nonSeqPartial,0,0.7,B,11,0
3,0.1,seqNoFeedback,0,0.3,B,3,4
3,0.1,seqNoFeedback,1,0.3,B,1,15
3,0.1,seqNoFeedback,0,0.7,A,2,3
3,0.1,seqNoFeedback,1,0.7,A,6,4
3,0.1,seqFeedback,0,0.3,A,1,1
3,0.1,seqFeedback,1,0.3,A,3,0
3,0.1,seqFeedback,0,0.7,B,0,3
3,0.1,seqFeedback,1,0.7,B,9,6
3,0.1,nonSeqFull,0,0.3,B,0,13
3,0.1,nonSeqFull,0,0.7,B,0,5
3,0.1,nonSeqPartial,0,0.3,A,0,13
3,0.1,nonSeqPartial,0,0.7,A,1,3
3,0.1,seqNoFeedback,0,0.3,B,5,7
3,0.1,seqNoFeedback,1,0.3,B,1,12
3,0.1,seqNoFeedback,0,0.7,A,9,0
3,0.1,seqNoFeedback,1,0.7,A,18,0
3,0.1,seqFeedback,0,0.3,A,4,0
3,0.1,seqFeedback,1,0.3,A,7,2
3,0.1,seqFeedback,0,0.7,A,0,3
3,0.1,seqFeedback,1,0.7,A,24,0
3,0.1,nonSeqFull,0,0.3,A,3,2
3,0.1,nonSeqFull,0,0.7,A,20,0
3,0.1,nonSeqPartial,0,0.3,A,0,17
3,0.1,nonSeqPartial,0,0.7,A,0,3
3,0.1,seqNoFeedback,0,0.3,A,2,0
3,0.1,seqNoFeedback,1,0.3,A,3,1
3,0.1,seqNoFeedback,0,0.7,A,0,4
3,0.1,seqNoFeedback,1,0.7,A,12,0
3,0.1,seqFeedback,0,0.3,B,4,0
3,0.1,seqFeedback,1,0.3,B,0,15
3,0.1,seqFeedback,0,0.7,B,1,3
3,0.1,seqFeedback,1,0.7,B,0,3
3,0.1,nonSeqFull,0,0.3,B,0,10
3,0.1,nonSeqFull,0,0.7,A,22,0
3,0.1,nonSeqPartial,0,0.3,B,0,15
3,0.1,nonSeqPartial,0,0.7,A,24,1
