1,0
1,0.001
1,0.005
1,0.01
1,0.05
2,0
2,0.001
2,0.005
2,0.01
2,0.05
4,0
4,0.001
4,0.005
4,0.01
4,0.05
8,0
8,0.001
8,0.005
8,0.01
8,0.05
16,0
16,0.001
16,0.005
16,0.01
16,0.05
