subject,run,block_idx,ex_idx,first_movement,start,onset,problem,order,example,rating
8,4,2,2,"[0, 1]","[0, 0]",208.4,32,"['B', 'A', 'D', 'C']","[4, 3]",2.0
8,4,3,0,"[0, 4]","[0, 5]",253.35000000000002,12,"['B', 'A', 'C', 'D']","[4, 1]",1.0
8,4,3,1,"[0, 4]","[0, 5]",269.25,12,"['B', 'A', 'C', 'D']","[3, 2]",2.0
8,4,3,2,"[0, 4]","[0, 5]",283.6,12,"['B', 'A', 'C', 'D']","[3, 3]",3.0
8,5,0,0,"[4, 5]","[5, 5]",30.0,35,"['D', 'C', 'B', 'A']","[0, 0]",1.0
8,5,0,1,"[4, 5]","[5, 5]",45.6,35,"['D', 'C', 'B', 'A']","[2, 0]",2.0
8,5,0,2,"[4, 5]","[5, 5]",60.650000000000006,35,"['D', 'C', 'B', 'A']","[2, 5]",4.0
8,5,1,0,"[0, 4]","[0, 5]",103.3,10,"['B', 'D', 'A', 'C']","[4, 0]",1.0
8,5,1,1,"[0, 4]","[0, 5]",118.99999999999999,10,"['B', 'D', 'A', 'C']","[4, 2]",2.0
8,5,1,2,"[0, 4]","[0, 5]",134.29999999999998,10,"['B', 'D', 'A', 'C']","[1, 2]",3.0
8,5,2,0,"[5, 1]","[5, 0]",183.2,6,"['D', 'C', 'A', 'B']","[1, 2]",2.0
8,5,2,1,"[5, 1]","[5, 0]",198.29999999999998,6,"['D', 'C', 'A', 'B']","[4, 2]",2.0
8,5,2,2,"[5, 1]","[5, 0]",211.55,6,"['D', 'C', 'A', 'B']","[4, 4]",3.0
8,5,3,0,"[1, 0]","[0, 0]",255.95000000000002,5,"['C', 'A', 'D', 'B']","[2, 0]",1.0
8,5,3,1,"[1, 0]","[0, 0]",269.15000000000003,5,"['C', 'A', 'D', 'B']","[0, 2]",2.0
8,5,3,2,"[1, 0]","[0, 0]",284.1000000000001,5,"['C', 'A', 'D', 'B']","[5, 2]",3.0
8,6,0,0,"[1, 0]","[0, 0]",30.0,29,"['D', 'A', 'B', 'C']","[3, 1]",1.0
8,6,0,1,"[1, 0]","[0, 0]",45.199999999999996,29,"['D', 'A', 'B', 'C']","[4, 1]",2.0
8,6,0,2,"[1, 0]","[0, 0]",59.65,29,"['D', 'A', 'B', 'C']","[1, 4]",2.0
8,6,1,0,"[5, 4]","[5, 5]",102.7,14,"['A', 'B', 'D', 'C']","[2, 1]",2.0
8,6,1,1,"[5, 4]","[5, 5]",117.25,14,"['A', 'B', 'D', 'C']","[4, 1]",2.0
8,6,1,2,"[5, 4]","[5, 5]",132.7,14,"['A', 'B', 'D', 'C']","[4, 3]",4.0
8,6,2,0,"[0, 4]","[0, 5]",176.59999999999997,0,"['B', 'A', 'C', 'D']","[2, 0]",1.0
8,6,2,1,"[0, 4]","[0, 5]",192.24999999999997,0,"['B', 'A', 'C', 'D']","[3, 0]",2.0
8,6,2,2,"[0, 4]","[0, 5]",207.59999999999997,0,"['B', 'A', 'C', 'D']","[1, 1]",3.0
8,6,3,0,"[5, 1]","[5, 0]",253.29999999999998,34,"['A', 'D', 'C', 'B']","[4, 1]",2.0
8,6,3,1,"[5, 1]","[5, 0]",269.65,34,"['A', 'D', 'C', 'B']","[1, 1]",4.0
8,6,3,2,"[5, 1]","[5, 0]",282.75,34,"['A', 'D', 'C', 'B']","[4, 4]",4.0
8,7,0,0,"[4, 0]","[5, 0]",30.0,38,"['D', 'C', 'B', 'A']","[0, 1]",1.0
8,7,0,1,"[4, 0]","[5, 0]",46.15,38,"['D', 'C', 'B', 'A']","[0, 4]",2.0
8,7,0,2,"[4, 0]","[5, 0]",60.2,38,"['D', 'C', 'B', 'A']","[1, 4]",3.0
8,7,1,0,"[5, 4]","[5, 5]",103.95,17,"['B', 'D', 'C', 'A']","[3, 0]",0.0
8,7,1,1,"[5, 4]","[5, 5]",120.0,17,"['B', 'D', 'C', 'A']","[4, 1]",0.0
8,7,1,2,"[5, 4]","[5, 5]",133.7,17,"['B', 'D', 'C', 'A']","[5, 2]",0.0
8,7,2,0,"[0, 4]","[0, 5]",177.14999999999998,25,"['D', 'A', 'C', 'B']","[2, 1]",1.0
8,7,2,1,"[0, 4]","[0, 5]",189.95,25,"['D', 'A', 'C', 'B']","[2, 2]",1.0
8,7,2,2,"[0, 4]","[0, 5]",203.70000000000002,25,"['D', 'A', 'C', 'B']","[1, 2]",1.0
8,7,3,0,"[1, 0]","[0, 0]",252.10000000000002,23,"['D', 'B', 'A', 'C']","[0, 2]",1.0
8,7,3,1,"[1, 0]","[0, 0]",269.05,23,"['D', 'B', 'A', 'C']","[0, 3]",2.0
8,7,3,2,"[1, 0]","[0, 0]",283.25,23,"['D', 'B', 'A', 'C']","[5, 3]",3.0
8,8,0,0,"[5, 0]","[5, 0]",30.0,37,"['C', 'B', 'A', 'D']","[0, 3]",1.0
8,8,0,1,"[5, 0]","[5, 0]",44.050000000000004,37,"['C', 'B', 'A', 'D']","[1, 2]",2.0
8,8,0,2,"[5, 0]","[5, 0]",59.7,37,"['C', 'B', 'A', 'D']","[2, 1]",3.0
8,8,1,0,"[5, 4]","[5, 5]",104.60000000000001,11,"['B', 'A', 'C', 'D']","[4, 0]",1.0
8,8,1,1,"[5, 4]","[5, 5]",117.95,11,"['B', 'A', 'C', 'D']","[3, 1]",2.0
8,8,1,2,"[5, 4]","[5, 5]",133.6,11,"['B', 'A', 'C', 'D']","[2, 2]",3.0
8,8,2,0,"[0, 4]","[0, 5]",181.0,39,"['C', 'B', 'D', 'A']","[0, 0]",2.0
8,8,2,1,"[0, 4]","[0, 5]",195.60000000000002,39,"['C', 'B', 'D', 'A']","[1, 1]",1.0
8,8,2,2,"[0, 4]","[0, 5]",211.20000000000002,39,"['C', 'B', 'D', 'A']","[2, 2]",1.0
8,8,3,0,"[1, 0]","[0, 0]",257.20000000000005,3,"['C', 'A', 'D', 'B']","[1, 0]",1.0
8,8,3,1,"[1, 0]","[0, 0]",272.6,3,"['C', 'A', 'D', 'B']","[1, 5]",1.0
8,8,3,2,"[1, 0]","[0, 0]",285.20000000000005,3,"['C', 'A', 'D', 'B']","[3, 2]",2.0
8,9,0,0,"[1, 0]","[0, 0]",30.0,20,"['A', 'B', 'D', 'C']","[3, 3]",1.0
8,9,0,1,"[1, 0]","[0, 0]",46.1,20,"['A', 'B', 'D', 'C']","[3, 1]",1.0
8,9,0,2,"[1, 0]","[0, 0]",61.3,20,"['A', 'B', 'D', 'C']","[1, 3]",1.0
8,9,1,0,"[0, 4]","[0, 5]",103.19999999999999,33,"['A', 'C', 'B', 'D']","[1, 1]",1.0
8,9,1,1,"[0, 4]","[0, 5]",117.44999999999997,33,"['A', 'C', 'B', 'D']","[2, 1]",2.0
8,9,1,2,"[0, 4]","[0, 5]",131.59999999999997,33,"['A', 'C', 'B', 'D']","[4, 1]",2.0
8,9,2,0,"[5, 1]","[5, 0]",179.09999999999997,31,"['B', 'D', 'A', 'C']","[5, 1]",1.0
8,9,2,1,"[5, 1]","[5, 0]",194.1,31,"['B', 'D', 'A', 'C']","[4, 3]",2.0
8,9,2,2,"[5, 1]","[5, 0]",209.9,31,"['B', 'D', 'A', 'C']","[1, 3]",2.0
8,9,3,0,"[5, 4]","[5, 5]",254.15,2,"['C', 'A', 'B', 'D']","[2, 2]",3.0
8,9,3,1,"[5, 4]","[5, 5]",267.4,2,"['C', 'A', 'B', 'D']","[3, 2]",2.0
8,9,3,2,"[5, 4]","[5, 5]",283.04999999999995,2,"['C', 'A', 'B', 'D']","[3, 3]",2.0
8,10,0,0,"[5, 0]","[5, 0]",30.0,26,"['D', 'C', 'B', 'A']","[5, 0]",
8,10,0,1,"[5, 0]","[5, 0]",46.25,26,"['D', 'C', 'B', 'A']","[4, 0]",1.0
8,10,0,2,"[5, 0]","[5, 0]",62.7,26,"['D', 'C', 'B', 'A']","[4, 1]",2.0
8,10,1,0,"[1, 0]","[0, 0]",107.95,24,"['B', 'C', 'D', 'A']","[2, 0]",2.0
8,10,1,1,"[1, 0]","[0, 0]",123.80000000000001,24,"['B', 'C', 'D', 'A']","[3, 0]",2.0
8,10,1,2,"[1, 0]","[0, 0]",139.65000000000003,24,"['B', 'C', 'D', 'A']","[1, 2]",3.0
8,10,2,0,"[0, 4]","[0, 5]",180.75000000000003,28,"['D', 'B', 'A', 'C']","[3, 1]",1.0
8,10,2,1,"[0, 4]","[0, 5]",194.4,28,"['D', 'B', 'A', 'C']","[3, 3]",2.0
8,10,2,2,"[0, 4]","[0, 5]",209.8,28,"['D', 'B', 'A', 'C']","[1, 3]",3.0
8,10,3,0,"[5, 5]","[5, 5]",256.0,27,"['D', 'C', 'B', 'A']","[4, 1]",0.0
8,10,3,1,"[5, 5]","[5, 5]",269.6,27,"['D', 'C', 'B', 'A']","[2, 1]",0.0
8,10,3,2,"[5, 5]","[5, 5]",284.45000000000005,27,"['D', 'C', 'B', 'A']","[2, 4]",0.0
9,1,0,0,"[0, 5]","[0, 5]",30.0,25,"['D', 'A', 'C', 'B']","[1, 3]",2.0
9,1,0,1,"[0, 5]","[0, 5]",44.25,25,"['D', 'A', 'C', 'B']","[4, 3]",2.0
9,1,0,2,"[0, 5]","[0, 5]",59.85000000000001,25,"['D', 'A', 'C', 'B']","[2, 4]",3.0
9,1,1,0,"[5, 1]","[5, 0]",100.85000000000001,13,"['D', 'A', 'C', 'B']",,0.0
9,1,1,1,"[5, 1]","[5, 0]",116.60000000000001,13,"['D', 'A', 'C', 'B']","[3, 2]",2.0
9,1,1,2,"[5, 1]","[5, 0]",131.20000000000005,13,"['D', 'A', 'C', 'B']","[2, 2]",2.0
9,1,2,0,"[5, 4]","[5, 5]",176.20000000000005,18,"['B', 'A', 'D', 'C']","[5, 2]",2.0
9,1,2,1,"[5, 4]","[5, 5]",190.70000000000005,18,"['B', 'A', 'D', 'C']","[0, 3]",2.0
9,1,2,2,"[5, 4]","[5, 5]",204.45000000000005,18,"['B', 'A', 'D', 'C']","[0, 0]",2.0
9,1,3,0,"[1, 0]","[0, 0]",252.20000000000005,4,"['C', 'A', 'D', 'B']","[5, 2]",1.0
9,1,3,1,"[1, 0]","[0, 0]",266.9000000000001,4,"['C', 'A', 'D', 'B']","[5, 3]",2.0
9,1,3,2,"[1, 0]","[0, 0]",283.3000000000001,4,"['C', 'A', 'D', 'B']",,3.0
9,2,0,0,"[0, 4]","[0, 5]",30.0,17,"['C', 'A', 'D', 'B']","[0, 3]",0.0
9,2,0,1,"[0, 4]","[0, 5]",44.0,17,"['C', 'A', 'D', 'B']","[1, 4]",1.0
9,2,0,2,"[0, 4]","[0, 5]",60.050000000000004,17,"['C', 'A', 'D', 'B']","[4, 1]",2.0
9,2,1,0,"[1, 0]","[0, 0]",103.65,7,"['B', 'D', 'A', 'C']","[1, 3]",1.0
9,2,1,1,"[1, 0]","[0, 0]",116.15,7,"['B', 'D', 'A', 'C']","[3, 3]",2.0
9,2,1,2,"[1, 0]","[0, 0]",130.4,7,"['B', 'D', 'A', 'C']","[3, 0]",3.0
9,2,2,0,"[4, 0]","[5, 0]",173.20000000000002,8,"['D', 'B', 'A', 'C']","[1, 1]",2.0
9,2,2,1,"[4, 0]","[5, 0]",188.55000000000004,8,"['D', 'B', 'A', 'C']","[4, 2]",1.0
9,2,2,2,"[4, 0]","[5, 0]",203.75000000000003,8,"['D', 'B', 'A', 'C']","[2, 1]",2.0
9,2,3,0,"[5, 4]","[5, 5]",251.3,11,"['A', 'B', 'D', 'C']","[4, 0]",1.0
9,2,3,1,"[5, 4]","[5, 5]",267.70000000000005,11,"['A', 'B', 'D', 'C']","[3, 1]",2.0
9,2,3,2,"[5, 4]","[5, 5]",282.45000000000005,11,"['A', 'B', 'D', 'C']","[2, 2]",4.0
9,3,0,0,"[0, 0]","[0, 0]",30.0,0,"['A', 'D', 'C', 'B']","[2, 0]",1.0
9,3,0,1,"[0, 0]","[0, 0]",45.099999999999994,0,"['A', 'D', 'C', 'B']","[1, 1]",2.0
9,3,0,2,"[0, 0]","[0, 0]",59.349999999999994,0,"['A', 'D', 'C', 'B']","[0, 2]",4.0
9,3,1,0,"[5, 5]","[5, 5]",104.5,9,"['D', 'C', 'B', 'A']","[3, 5]",2.0
9,3,1,1,"[5, 5]","[5, 5]",120.85,9,"['D', 'C', 'B', 'A']","[3, 4]",2.0
9,3,1,2,"[5, 5]","[5, 5]",135.75,9,"['D', 'C', 'B', 'A']","[4, 2]",2.0
9,3,2,0,"[0, 4]","[0, 5]",180.9,29,"['B', 'A', 'C', 'D']","[4, 1]",1.0
9,3,2,1,"[0, 4]","[0, 5]",194.45,29,"['B', 'A', 'C', 'D']","[2, 4]",2.0
9,3,2,2,"[0, 4]","[0, 5]",208.25,29,"['B', 'A', 'C', 'D']","[1, 4]",3.0
9,3,3,0,"[5, 1]","[5, 0]",252.5,3,"['D', 'B', 'A', 'C']","[3, 2]",1.0
9,3,3,1,"[5, 1]","[5, 0]",268.59999999999997,3,"['D', 'B', 'A', 'C']","[2, 1]",3.0
9,3,3,2,"[5, 1]","[5, 0]",282.90000000000003,3,"['D', 'B', 'A', 'C']","[1, 0]",3.0
9,4,0,0,"[5, 5]","[5, 5]",30.0,16,"['C', 'B', 'D', 'A']","[2, 5]",0.0
9,4,0,1,"[5, 5]","[5, 5]",44.05,16,"['C', 'B', 'D', 'A']","[0, 3]",2.0
9,4,0,2,"[5, 5]","[5, 5]",58.35,16,"['C', 'B', 'D', 'A']","[1, 2]",2.0
9,4,1,0,"[4, 0]","[5, 0]",101.30000000000001,26,"['A', 'C', 'B', 'D']","[4, 0]",1.0
9,4,1,1,"[4, 0]","[5, 0]",117.05000000000001,26,"['A', 'C', 'B', 'D']","[4, 1]",1.0
9,4,1,2,"[4, 0]","[5, 0]",130.85,26,"['A', 'C', 'B', 'D']","[4, 4]",3.0
9,4,2,0,"[1, 5]","[0, 5]",177.04999999999998,34,"['D', 'C', 'A', 'B']","[1, 4]",1.0
9,4,2,1,"[1, 5]","[0, 5]",192.05,34,"['D', 'C', 'A', 'B']","[1, 1]",2.0
9,4,2,2,"[1, 5]","[0, 5]",205.70000000000002,34,"['D', 'C', 'A', 'B']","[4, 1]",2.0
9,4,3,0,"[0, 1]","[0, 0]",251.20000000000002,23,"['C', 'A', 'D', 'B']","[1, 3]",1.0
9,4,3,1,"[0, 1]","[0, 0]",267.45000000000005,23,"['C', 'A', 'D', 'B']","[1, 2]",1.0
9,4,3,2,"[0, 1]","[0, 0]",282.50000000000006,23,"['C', 'A', 'D', 'B']","[4, 3]",2.0
9,5,0,0,"[0, 1]","[0, 0]",30.0,32,"['D', 'C', 'B', 'A']","[1, 3]",1.0
9,5,0,1,"[0, 1]","[0, 0]",44.8,32,"['D', 'C', 'B', 'A']","[2, 3]",2.0
9,5,0,2,"[0, 1]","[0, 0]",59.74999999999999,32,"['D', 'C', 'B', 'A']","[3, 3]",3.0
9,5,1,0,"[4, 0]","[5, 0]",106.10000000000001,38,"['B', 'C', 'D', 'A']","[0, 1]",1.0
9,5,1,1,"[4, 0]","[5, 0]",120.4,38,"['B', 'C', 'D', 'A']","[0, 4]",2.0
9,5,1,2,"[4, 0]","[5, 0]",134.55,38,"['B', 'C', 'D', 'A']","[1, 4]",2.0
9,5,2,0,"[4, 5]","[5, 5]",179.54999999999998,30,"['A', 'D', 'C', 'B']","[1, 4]",1.0
9,5,2,1,"[4, 5]","[5, 5]",195.24999999999997,30,"['A', 'D', 'C', 'B']","[1, 3]",1.0
9,5,2,2,"[4, 5]","[5, 5]",210.04999999999995,30,"['A', 'D', 'C', 'B']","[1, 2]",2.0
9,5,3,0,"[0, 4]","[0, 5]",253.89999999999995,10,"['C', 'D', 'B', 'A']","[1, 3]",2.0
9,5,3,1,"[0, 4]","[0, 5]",268.95,10,"['C', 'D', 'B', 'A']","[4, 3]",2.0
9,5,3,2,"[0, 4]","[0, 5]",283.79999999999995,10,"['C', 'D', 'B', 'A']","[5, 5]",3.0
9,6,0,0,"[5, 0]","[5, 0]",30.0,39,"['C', 'B', 'A', 'D']","[0, 0]",1.0
9,6,0,1,"[5, 0]","[5, 0]",46.15,39,"['C', 'B', 'A', 'D']","[5, 5]",2.0
9,6,0,2,"[5, 0]","[5, 0]",60.35,39,"['C', 'B', 'A', 'D']",,3.0
9,6,1,0,"[0, 4]","[0, 5]",102.84999999999998,14,"['B', 'C', 'A', 'D']","[3, 2]",1.0
9,6,1,1,"[0, 4]","[0, 5]",116.39999999999998,14,"['B', 'C', 'A', 'D']","[3, 3]",3.0
9,6,1,2,"[0, 4]","[0, 5]",131.64999999999998,14,"['B', 'C', 'A', 'D']","[3, 1]",3.0
9,6,2,0,"[0, 1]","[0, 0]",177.45,35,"['B', 'D', 'C', 'A']","[0, 5]",2.0
9,6,2,1,"[0, 1]","[0, 0]",192.5,35,"['B', 'D', 'C', 'A']","[0, 0]",3.0
9,6,2,2,"[0, 1]","[0, 0]",208.2,35,"['B', 'D', 'C', 'A']","[2, 0]",3.0
9,6,3,0,"[5, 4]","[5, 5]",253.35,36,"['B', 'D', 'C', 'A']","[4, 4]",1.0
9,6,3,1,"[5, 4]","[5, 5]",266.6,36,"['B', 'D', 'C', 'A']","[4, 1]",1.0
9,6,3,2,"[5, 4]","[5, 5]",282.90000000000003,36,"['B', 'D', 'C', 'A']","[5, 0]",4.0
9,7,0,0,"[0, 5]","[0, 5]",30.0,2,"['D', 'A', 'B', 'C']","[3, 2]",1.0
9,7,0,1,"[0, 5]","[0, 5]",45.150000000000006,2,"['D', 'A', 'B', 'C']","[2, 2]",1.0
9,7,0,2,"[0, 5]","[0, 5]",61.650000000000006,2,"['D', 'A', 'B', 'C']","[2, 3]",2.0
9,7,1,0,"[5, 4]","[5, 5]",105.3,27,"['D', 'B', 'C', 'A']","[4, 1]",1.0
9,7,1,1,"[5, 4]","[5, 5]",121.45,27,"['D', 'B', 'C', 'A']","[2, 1]",1.0
9,7,1,2,"[5, 4]","[5, 5]",135.0,27,"['D', 'B', 'C', 'A']","[2, 4]",2.0
9,7,2,0,"[5, 1]","[5, 0]",181.3,12,"['C', 'B', 'D', 'A']","[4, 4]",1.0
9,7,2,1,"[5, 1]","[5, 0]",196.6,12,"['C', 'B', 'D', 'A']","[3, 3]",2.0
9,7,2,2,"[5, 1]","[5, 0]",210.55,12,"['C', 'B', 'D', 'A']","[5, 1]",3.0
9,7,3,0,"[1, 0]","[0, 0]",253.75000000000003,28,"['C', 'A', 'B', 'D']","[4, 1]",1.0
9,7,3,1,"[1, 0]","[0, 0]",268.44999999999993,28,"['C', 'A', 'B', 'D']","[3, 2]",1.0
9,7,3,2,"[1, 0]","[0, 0]",282.99999999999994,28,"['C', 'A', 'B', 'D']","[2, 3]",3.0
9,8,0,0,"[4, 5]","[5, 5]",30.0,19,"['D', 'A', 'B', 'C']","[2, 1]",2.0
9,8,0,1,"[4, 5]","[5, 5]",45.900000000000006,19,"['D', 'A', 'B', 'C']","[3, 3]",1.0
9,8,0,2,"[4, 5]","[5, 5]",61.05000000000001,19,"['D', 'A', 'B', 'C']","[4, 1]",1.0
9,8,1,0,"[1, 0]","[0, 0]",105.10000000000001,37,"['A', 'C', 'D', 'B']","[5, 2]",2.0
9,8,1,1,"[1, 0]","[0, 0]",119.75000000000001,37,"['A', 'C', 'D', 'B']","[4, 3]",2.0
9,8,1,2,"[1, 0]","[0, 0]",133.3,37,"['A', 'C', 'D', 'B']","[3, 4]",3.0
9,8,2,0,"[5, 1]","[5, 0]",180.05,1,"['B', 'D', 'C', 'A']","[5, 1]",0.0
9,8,2,1,"[5, 1]","[5, 0]",196.10000000000002,1,"['B', 'D', 'C', 'A']","[0, 1]",2.0
9,8,2,2,"[5, 1]","[5, 0]",211.30000000000004,1,"['B', 'D', 'C', 'A']","[0, 4]",3.0
9,8,3,0,"[0, 4]","[0, 5]",254.55,20,"['C', 'A', 'B', 'D']","[3, 1]",1.0
9,8,3,1,"[0, 4]","[0, 5]",268.3,20,"['C', 'A', 'B', 'D']","[3, 3]",1.0
9,8,3,2,"[0, 4]","[0, 5]",283.85,20,"['C', 'A', 'B', 'D']","[1, 3]",3.0
9,9,0,0,"[5, 1]","[5, 0]",30.0,21,"['A', 'C', 'D', 'B']","[2, 2]",1.0
9,9,0,1,"[5, 1]","[5, 0]",44.0,21,"['A', 'C', 'D', 'B']","[3, 2]",2.0
9,9,0,2,"[5, 1]","[5, 0]",60.15,21,"['A', 'C', 'D', 'B']",,3.0
9,9,1,0,"[5, 4]","[5, 5]",105.1,6,"['B', 'C', 'D', 'A']","[1, 4]",1.0
9,9,1,1,"[5, 4]","[5, 5]",119.55,6,"['B', 'C', 'D', 'A']","[4, 4]",2.0
9,9,1,2,"[5, 4]","[5, 5]",134.6,6,"['B', 'C', 'D', 'A']","[1, 2]",3.0
9,9,2,0,"[0, 0]","[0, 0]",180.15,24,"['C', 'D', 'B', 'A']","[2, 0]",4.0
9,9,2,1,"[0, 0]","[0, 0]",196.85,24,"['C', 'D', 'B', 'A']","[2, 5]",2.0
9,9,2,2,"[0, 0]","[0, 0]",210.74999999999997,24,"['C', 'D', 'B', 'A']","[1, 3]",3.0
9,9,3,0,"[0, 4]","[0, 5]",253.75,33,"['B', 'A', 'C', 'D']","[1, 1]",1.0
9,9,3,1,"[0, 4]","[0, 5]",268.7,33,"['B', 'A', 'C', 'D']","[1, 4]",2.0
9,9,3,2,"[0, 4]","[0, 5]",283.29999999999995,33,"['B', 'A', 'C', 'D']","[4, 5]",3.0
9,10,0,0,"[5, 1]","[5, 0]",30.0,5,"['D', 'B', 'C', 'A']","[5, 3]",1.0
9,10,0,1,"[5, 1]","[5, 0]",44.800000000000004,5,"['D', 'B', 'C', 'A']","[1, 3]",1.0
9,10,0,2,"[5, 1]","[5, 0]",60.00000000000001,5,"['D', 'B', 'C', 'A']","[2, 4]",2.0
9,10,1,0,"[5, 4]","[5, 5]",107.95,31,"['C', 'A', 'B', 'D']","[5, 4]",1.0
9,10,1,1,"[5, 4]","[5, 5]",121.05,31,"['C', 'A', 'B', 'D']","[4, 3]",1.0
9,10,1,2,"[5, 4]","[5, 5]",135.55,31,"['C', 'A', 'B', 'D']","[4, 2]",2.0
9,10,2,0,"[1, 0]","[0, 0]",180.90000000000003,22,"['A', 'D', 'B', 'C']","[5, 1]",1.0
9,10,2,1,"[1, 0]","[0, 0]",194.75000000000003,22,"['A', 'D', 'B', 'C']","[4, 3]",1.0
9,10,2,2,"[1, 0]","[0, 0]",208.60000000000005,22,"['A', 'D', 'B', 'C']","[1, 3]",3.0
9,10,3,0,"[0, 4]","[0, 5]",253.15000000000003,15,"['D', 'B', 'A', 'C']","[1, 3]",2.0
9,10,3,1,"[0, 4]","[0, 5]",268.05000000000007,15,"['D', 'B', 'A', 'C']","[2, 4]",1.0
9,10,3,2,"[0, 4]","[0, 5]",282.4500000000001,15,"['D', 'B', 'A', 'C']","[3, 4]",2.0
10,1,0,0,"[0, 0]","[0, 0]",30.0,28,"['D', 'A', 'B', 'C']","[4, 1]",1.0
10,1,0,1,"[0, 0]","[0, 0]",44.349999999999994,28,"['D', 'A', 'B', 'C']","[4, 2]",1.0
10,1,0,2,"[0, 0]","[0, 0]",59.65,28,"['D', 'A', 'B', 'C']",,1.0
10,1,1,0,"[5, 5]","[5, 5]",103.45,3,"['D', 'C', 'A', 'B']",,
10,1,1,1,"[5, 5]","[5, 5]",117.15,3,"['D', 'C', 'A', 'B']",,0.0
10,1,1,2,"[5, 5]","[5, 5]",132.65,3,"['D', 'C', 'A', 'B']","[5, 5]",0.0
10,1,2,0,"[5, 0]","[5, 0]",174.45000000000002,0,"['B', 'C', 'D', 'A']","[0, 2]",1.0
10,1,2,1,"[5, 0]","[5, 0]",189.85000000000002,0,"['B', 'C', 'D', 'A']","[2, 5]",1.0
10,1,2,2,"[5, 0]","[5, 0]",204.60000000000002,0,"['B', 'C', 'D', 'A']","[5, 3]",3.0
10,1,3,0,"[1, 5]","[0, 5]",251.8,9,"['C', 'D', 'B', 'A']","[5, 1]",1.0
10,1,3,1,"[1, 5]","[0, 5]",268.15000000000003,9,"['C', 'D', 'B', 'A']",,1.0
10,1,3,2,"[1, 5]","[0, 5]",284.20000000000005,9,"['C', 'D', 'B', 'A']","[1, 1]",1.0
10,2,0,0,"[5, 5]","[5, 5]",30.0,17,"['B', 'D', 'A', 'C']","[1, 4]",1.0
10,2,0,1,"[5, 5]","[5, 5]",45.599999999999994,17,"['B', 'D', 'A', 'C']",,1.0
10,2,0,2,"[5, 5]","[5, 5]",61.39999999999999,17,"['B', 'D', 'A', 'C']","[5, 2]",1.0
10,2,1,0,"[0, 4]","[0, 5]",105.44999999999999,20,"['D', 'C', 'A', 'B']","[1, 3]",1.0
10,2,1,1,"[0, 4]","[0, 5]",119.35,20,"['D', 'C', 'A', 'B']","[3, 3]",1.0
10,2,1,2,"[0, 4]","[0, 5]",134.5,20,"['D', 'C', 'A', 'B']","[3, 1]",2.0
10,2,2,0,"[1, 0]","[0, 0]",181.15,26,"['C', 'D', 'A', 'B']","[2, 1]",1.0
10,2,2,1,"[1, 0]","[0, 0]",196.5,26,"['C', 'D', 'A', 'B']","[2, 4]",1.0
10,2,2,2,"[1, 0]","[0, 0]",209.85,26,"['C', 'D', 'A', 'B']","[5, 5]",1.0
10,2,3,0,"[4, 0]","[5, 0]",254.1,21,"['A', 'D', 'C', 'B']","[1, 2]",1.0
10,2,3,1,"[4, 0]","[5, 0]",267.1,21,"['A', 'D', 'C', 'B']","[4, 2]",1.0
10,2,3,2,"[4, 0]","[5, 0]",282.50000000000006,21,"['A', 'D', 'C', 'B']","[4, 3]",2.0
10,3,0,0,"[5, 4]","[5, 5]",30.0,16,"['A', 'D', 'B', 'C']","[5, 2]",1.0
10,3,0,1,"[5, 4]","[5, 5]",43.75,16,"['A', 'D', 'B', 'C']","[4, 3]",1.0
10,3,0,2,"[5, 4]","[5, 5]",58.64999999999999,16,"['A', 'D', 'B', 'C']","[4, 1]",2.0
10,3,1,0,"[0, 0]","[0, 0]",106.04999999999998,12,"['C', 'D', 'B', 'A']","[4, 1]",1.0
10,3,1,1,"[0, 0]","[0, 0]",119.29999999999998,12,"['C', 'D', 'B', 'A']","[5, 1]",1.0
10,3,1,2,"[0, 0]","[0, 0]",135.09999999999997,12,"['C', 'D', 'B', 'A']","[3, 2]",3.0
10,3,2,0,"[1, 5]","[0, 5]",180.74999999999997,25,"['B', 'C', 'D', 'A']","[2, 4]",1.0
10,3,2,1,"[1, 5]","[0, 5]",194.54999999999998,25,"['B', 'C', 'D', 'A']","[3, 4]",1.0
10,3,2,2,"[1, 5]","[0, 5]",208.29999999999998,25,"['B', 'C', 'D', 'A']","[1, 3]",2.0
10,3,3,0,"[5, 0]","[5, 0]",251.85,34,"['B', 'C', 'A', 'D']","[5, 0]",2.0
10,3,3,1,"[5, 0]","[5, 0]",265.8,34,"['B', 'C', 'A', 'D']","[5, 5]",1.0
10,3,3,2,"[5, 0]","[5, 0]",281.75000000000006,34,"['B', 'C', 'A', 'D']","[0, 5]",2.0
10,4,0,0,"[0, 5]","[0, 5]",30.0,19,"['B', 'D', 'A', 'C']","[1, 4]",0.0
10,4,0,1,"[0, 5]","[0, 5]",45.25000000000001,19,"['B', 'D', 'A', 'C']","[2, 5]",1.0
10,4,0,2,"[0, 5]","[0, 5]",59.25000000000001,19,"['B', 'D', 'A', 'C']","[0, 0]",1.0
10,4,1,0,"[4, 5]","[5, 5]",103.3,24,"['A', 'B', 'C', 'D']","[2, 5]",1.0
10,4,1,1,"[4, 5]","[5, 5]",118.4,24,"['A', 'B', 'C', 'D']","[1, 3]",1.0
10,4,1,2,"[4, 5]","[5, 5]",131.4,24,"['A', 'B', 'C', 'D']","[1, 2]",1.0
