,subject_id,student_idx,block_type,trial_num,true_theta,student_a,student_b,student_class,heads,tails,student_guess,error,bonus
97,A1FVXS8IM5QYO8,16,seqNoFeedback,1,0.8,2,8,C,6,2,0.5714285714285714,0.22857142857142865,0.0
98,A1FVXS8IM5QYO8,17,nonSeqFull,0,0.2,8,2,D,2,8,0.5,0.3,0.0
99,A1FVXS8IM5QYO8,18,nonSeqFull,0,0.5,4,1,B,8,3,0.75,0.25,0.0
100,A1FVXS8IM5QYO8,19,nonSeqPartial,0,0.8,4,1,B,8,2,0.8,0.0,0.3
101,A1FVXS8IM5QYO8,20,seqFeedback,0,0.8,1,4,A,8,2,0.6,,
102,A1FVXS8IM5QYO8,20,seqFeedback,1,0.8,1,4,A,12,2,0.7241379310344828,0.07586206896551728,0.0
103,A1FVXS8IM5QYO8,21,seqFeedback,0,0.5,2,8,C,9,3,0.5,,
104,A1FVXS8IM5QYO8,21,seqFeedback,1,0.5,2,8,C,10,5,0.5675675675675675,0.06756756756756754,0.0
105,A1FVXS8IM5QYO8,22,nonSeqFull,0,0.5,2,8,C,10,5,0.48,0.020000000000000018,0.2
106,A1FVXS8IM5QYO8,23,seqNoFeedback,0,0.2,4,1,B,6,6,,,
107,A1FVXS8IM5QYO8,23,seqNoFeedback,1,0.2,4,1,B,4,7,0.5,0.3,0.0
108,A1I72NHC21347A,0,nonSeqFull,0,0.5,8,2,D,0,1,0.7272727272727273,0.2272727272727273,0.0
109,A1I72NHC21347A,1,nonSeqPartial,0,0.2,2,8,C,0,3,0.15384615384615385,0.046153846153846156,0.44
110,A1I72NHC21347A,2,nonSeqPartial,0,0.5,4,1,B,4,4,0.6153846153846154,0.11538461538461542,0.0
111,A1I72NHC21347A,3,seqFeedback,0,0.5,4,1,B,3,3,0.6363636363636364,,
112,A1I72NHC21347A,3,seqFeedback,1,0.5,4,1,B,2,3,0.5625,0.0625,0.0
113,A1I72NHC21347A,4,seqFeedback,0,0.2,4,1,B,0,3,0.5,,
114,A1I72NHC21347A,4,seqFeedback,1,0.2,4,1,B,0,5,0.3076923076923077,0.1076923076923077,0.0
115,A1I72NHC21347A,5,nonSeqFull,0,0.8,1,4,A,4,0,0.5555555555555556,0.24444444444444446,0.0
116,A1I72NHC21347A,6,seqNoFeedback,0,0.5,2,8,C,2,2,,,
117,A1I72NHC21347A,6,seqNoFeedback,1,0.5,2,8,C,1,1,0.3125,0.1875,0.0
118,A1I72NHC21347A,7,seqNoFeedback,0,0.8,1,4,A,2,0,,,
119,A1I72NHC21347A,7,seqNoFeedback,1,0.8,1,4,A,2,0,0.5555555555555556,0.24444444444444446,0.0
120,A1I72NHC21347A,8,seqFeedback,0,0.2,8,2,D,0,1,0.7272727272727273,,
121,A1I72NHC21347A,8,seqFeedback,1,0.2,8,2,D,0,1,0.6666666666666666,0.4666666666666666,0.0
122,A1I72NHC21347A,9,nonSeqPartial,0,0.2,4,1,B,0,1,0.6666666666666666,0.4666666666666666,0.0
123,A1I72NHC21347A,10,seqFeedback,0,0.8,4,1,B,2,0,0.8571428571428571,,
124,A1I72NHC21347A,10,seqFeedback,1,0.8,4,1,B,2,0,0.8888888888888888,0.0888888888888888,0.0
125,A1I72NHC21347A,11,seqNoFeedback,0,0.2,1,4,A,0,2,,,
126,A1I72NHC21347A,11,seqNoFeedback,1,0.2,1,4,A,0,4,0.09090909090909091,0.1090909090909091,0.0
127,A1I72NHC21347A,12,seqNoFeedback,0,0.2,2,8,C,0,5,,,
128,A1I72NHC21347A,12,seqNoFeedback,1,0.2,2,8,C,0,5,0.1,0.1,0.0
129,A1I72NHC21347A,13,nonSeqPartial,0,0.5,8,2,D,3,3,0.6875,0.1875,0.0
130,A1I72NHC21347A,14,nonSeqPartial,0,0.8,4,1,B,4,0,0.8888888888888888,0.0888888888888888,0.0
131,A1I72NHC21347A,15,seqFeedback,0,0.5,8,2,D,2,2,0.7142857142857143,,
132,A1I72NHC21347A,15,seqFeedback,1,0.5,8,2,D,1,1,0.6875,0.1875,0.0
133,A1I72NHC21347A,16,nonSeqPartial,0,0.8,8,2,D,8,0,0.8888888888888888,0.0888888888888888,0.0
134,A1I72NHC21347A,17,nonSeqFull,0,0.2,4,1,B,0,6,0.36363636363636365,0.16363636363636364,0.0
135,A1I72NHC21347A,18,seqFeedback,0,0.8,2,8,C,7,0,0.5294117647058824,,
136,A1I72NHC21347A,18,seqFeedback,1,0.8,2,8,C,10,0,0.7037037037037037,0.09629629629629632,0.0
137,A1I72NHC21347A,19,nonSeqFull,0,0.2,8,2,D,0,10,0.4,0.2,0.0
138,A1I72NHC21347A,20,nonSeqFull,0,0.8,2,8,C,12,0,0.6363636363636364,0.1636363636363637,0.0
139,A1I72NHC21347A,21,nonSeqFull,0,0.5,1,4,A,5,5,0.4,0.09999999999999998,0.0
140,A1I72NHC21347A,22,seqNoFeedback,0,0.8,2,8,C,11,0,,,
141,A1I72NHC21347A,22,seqNoFeedback,1,0.8,2,8,C,12,0,0.7575757575757576,0.042424242424242475,0.04
142,A1I72NHC21347A,23,seqNoFeedback,0,0.5,4,1,B,5,5,,,
143,A1I72NHC21347A,23,seqNoFeedback,1,0.5,4,1,B,5,5,0.56,0.06000000000000005,0.0
144,A1K8VUKRL53OX,0,nonSeqFull,0,0.2,4,1,B,3,7,0.4666666666666667,0.26666666666666666,0.0
145,A1K8VUKRL53OX,1,seqNoFeedback,0,0.5,1,4,A,1,1,,,
146,A1K8VUKRL53OX,1,seqNoFeedback,1,0.5,1,4,A,2,2,0.36363636363636365,0.13636363636363635,0.0
147,A1K8VUKRL53OX,2,seqFeedback,0,0.8,1,4,A,1,1,0.2857142857142857,,
148,A1K8VUKRL53OX,2,seqFeedback,1,0.8,1,4,A,2,2,0.36363636363636365,0.4363636363636364,0.0
149,A1K8VUKRL53OX,3,seqNoFeedback,0,0.8,8,2,D,1,0,,,
150,A1K8VUKRL53OX,3,seqNoFeedback,1,0.8,8,2,D,0,0,0.8181818181818182,0.018181818181818188,0.48
151,A1K8VUKRL53OX,3,seqNoFeedback,1,0.8,8,2,D,0,0,0.8181818181818182,0.018181818181818188,0.48
152,A1K8VUKRL53OX,3,seqNoFeedback,1,0.8,8,2,D,1,1,0.7692307692307693,0.03076923076923077,0.44
153,A1K8VUKRL53OX,4,nonSeqPartial,0,0.8,1,4,A,1,1,0.2857142857142857,0.5142857142857143,0.0
154,A1K8VUKRL53OX,5,seqFeedback,0,0.2,1,4,A,1,0,0.3333333333333333,,
155,A1K8VUKRL53OX,5,seqFeedback,1,0.2,1,4,A,1,1,0.375,0.175,0.0
156,A1K8VUKRL53OX,6,nonSeqFull,0,0.2,8,2,D,1,1,0.75,0.55,0.0
157,A1K8VUKRL53OX,7,nonSeqFull,0,0.5,2,8,C,1,1,0.25,0.25,0.0
158,A1K8VUKRL53OX,8,nonSeqFull,0,0.5,4,1,B,1,1,0.7142857142857143,0.2142857142857143,0.0
159,A1K8VUKRL53OX,9,seqNoFeedback,0,0.2,8,2,D,1,1,,,
160,A1K8VUKRL53OX,9,seqNoFeedback,1,0.2,8,2,D,1,1,0.7142857142857143,0.5142857142857142,0.0
161,A1K8VUKRL53OX,10,nonSeqPartial,0,0.2,8,2,D,2,2,0.7142857142857143,0.5142857142857142,0.0
162,A1K8VUKRL53OX,11,nonSeqPartial,0,0.8,8,2,D,0,0,0.8,0.0,0.5
163,A1K8VUKRL53OX,11,nonSeqPartial,0,0.8,8,2,D,0,0,0.8,0.0,0.5
164,A1K8VUKRL53OX,11,nonSeqPartial,0,0.8,8,2,D,1,1,0.75,0.050000000000000044,0.0
165,A1K8VUKRL53OX,12,seqFeedback,0,0.5,4,1,B,1,3,0.5555555555555556,,
166,A1K8VUKRL53OX,12,seqFeedback,1,0.5,4,1,B,1,4,0.42857142857142855,0.07142857142857145,0.0
167,A1K8VUKRL53OX,13,nonSeqPartial,0,0.5,1,4,A,2,2,0.3333333333333333,0.16666666666666669,0.0
168,A1K8VUKRL53OX,14,nonSeqFull,0,0.8,2,8,C,3,2,0.3333333333333333,0.46666666666666673,0.0
169,A1K8VUKRL53OX,15,seqNoFeedback,0,0.5,2,8,C,2,2,,,
170,A1K8VUKRL53OX,15,seqNoFeedback,1,0.5,2,8,C,2,2,0.3333333333333333,0.16666666666666669,0.0
171,A1K8VUKRL53OX,16,seqNoFeedback,0,0.2,4,1,B,2,2,,,
172,A1K8VUKRL53OX,16,seqNoFeedback,1,0.2,4,1,B,2,2,0.6153846153846154,0.4153846153846154,0.0
173,A1K8VUKRL53OX,17,nonSeqPartial,0,0.2,4,1,B,2,2,0.6666666666666666,0.4666666666666666,0.0
174,A1K8VUKRL53OX,18,nonSeqFull,0,0.8,1,4,A,1,1,0.2857142857142857,0.5142857142857143,0.0
175,A1K8VUKRL53OX,19,seqFeedback,0,0.5,8,2,D,2,2,0.7142857142857143,,
176,A1K8VUKRL53OX,19,seqFeedback,1,0.5,8,2,D,2,2,0.6666666666666666,0.16666666666666663,0.0
177,A1K8VUKRL53OX,20,seqFeedback,0,0.2,8,2,D,2,2,0.7142857142857143,,
178,A1K8VUKRL53OX,20,seqFeedback,1,0.2,8,2,D,1,2,0.6470588235294118,0.4470588235294118,0.0
179,A1K8VUKRL53OX,21,nonSeqPartial,0,0.5,2,8,C,2,8,0.2,0.3,0.0
180,A1K8VUKRL53OX,22,seqNoFeedback,0,0.8,1,4,A,1,4,,,
181,A1K8VUKRL53OX,22,seqNoFeedback,1,0.8,1,4,A,4,1,0.4,0.4,0.0
182,A1K8VUKRL53OX,23,seqFeedback,0,0.8,8,2,D,2,2,0.7142857142857143,,
183,A1K8VUKRL53OX,23,seqFeedback,1,0.8,8,2,D,2,2,0.6666666666666666,0.13333333333333341,0.0
184,A1OZPLHNIU1519,0,seqNoFeedback,0,0.2,8,2,D,0,0,,,
185,A1OZPLHNIU1519,0,seqNoFeedback,0,0.2,8,2,D,0,0,,,
186,A1OZPLHNIU1519,0,seqNoFeedback,0,0.2,8,2,D,0,0,,,
187,A1OZPLHNIU1519,0,seqNoFeedback,0,0.2,8,2,D,0,0,,,
188,A1OZPLHNIU1519,0,seqNoFeedback,0,0.2,8,2,D,2,8,,,
189,A1OZPLHNIU1519,0,seqNoFeedback,1,0.2,8,2,D,2,8,0.5,0.3,0.0
190,A1OZPLHNIU1519,1,seqFeedback,0,0.5,2,8,C,6,0,0.5,,
191,A1OZPLHNIU1519,1,seqFeedback,1,0.5,2,8,C,1,1,0.5,0.0,0.34
192,A1OZPLHNIU1519,2,nonSeqFull,0,0.8,1,4,A,19,0,0.8333333333333334,0.033333333333333326,0.12
193,A1OZPLHNIU1519,3,seqFeedback,0,0.5,4,1,B,4,0,0.8888888888888888,,
194,A1OZPLHNIU1519,3,seqFeedback,1,0.5,4,1,B,0,7,0.5,0.0,0.28
195,A1OZPLHNIU1519,4,nonSeqFull,0,0.5,2,8,C,6,0,0.5,0.0,0.38
196,A1OZPLHNIU1519,5,nonSeqPartial,0,0.5,4,1,B,3,0,0.875,0.375,0.0
197,A1OZPLHNIU1519,6,nonSeqPartial,0,0.2,1,4,A,1,4,0.2,0.0,0.4
198,A1OZPLHNIU1519,7,seqFeedback,0,0.8,4,1,B,1,0,0.8333333333333334,,
199,A1OZPLHNIU1519,7,seqFeedback,1,0.8,4,1,B,0,1,0.7142857142857143,0.08571428571428574,0.0
200,A1OZPLHNIU1519,8,seqNoFeedback,0,0.5,2,8,C,6,0,,,
201,A1OZPLHNIU1519,8,seqNoFeedback,1,0.5,2,8,C,0,1,0.47058823529411764,0.02941176470588236,0.36
202,A1OZPLHNIU1519,9,seqNoFeedback,0,0.5,4,1,B,3,0,,,
203,A1OZPLHNIU1519,9,seqNoFeedback,1,0.5,4,1,B,1,1,0.8,0.30000000000000004,0.0
204,A1OZPLHNIU1519,10,nonSeqFull,0,0.2,1,4,A,19,0,0.8333333333333334,0.6333333333333333,0.0
205,A1OZPLHNIU1519,11,nonSeqPartial,0,0.2,8,2,D,1,0,0.8181818181818182,0.6181818181818182,0.0
206,A1OZPLHNIU1519,12,seqFeedback,0,0.2,4,1,B,0,1,0.6666666666666666,,
207,A1OZPLHNIU1519,12,seqFeedback,1,0.2,4,1,B,24,0,0.9333333333333333,0.7333333333333334,0.0
208,A1OZPLHNIU1519,13,nonSeqFull,0,0.8,8,2,D,1,0,0.8181818181818182,0.018181818181818188,0.48
209,A1OZPLHNIU1519,14,seqFeedback,0,0.2,8,2,D,1,0,0.8181818181818182,,
210,A1OZPLHNIU1519,14,seqFeedback,1,0.2,8,2,D,0,24,0.2571428571428571,0.057142857142857106,0.0
211,A1OZPLHNIU1519,15,nonSeqFull,0,0.2,8,2,D,0,25,0.22857142857142856,0.028571428571428553,0.0
212,A1OZPLHNIU1519,16,seqNoFeedback,0,0.8,8,2,D,1,0,,,
213,A1OZPLHNIU1519,16,seqNoFeedback,1,0.8,8,2,D,0,1,0.75,0.050000000000000044,0.0
214,A1OZPLHNIU1519,17,seqFeedback,0,0.8,2,8,C,0,1,0.18181818181818182,,
215,A1OZPLHNIU1519,17,seqFeedback,1,0.8,2,8,C,24,0,0.7428571428571429,0.05714285714285716,0.0
216,A1OZPLHNIU1519,18,nonSeqPartial,0,0.8,4,1,B,1,0,0.8333333333333334,0.033333333333333326,0.48
217,A1OZPLHNIU1519,19,seqNoFeedback,0,0.8,4,1,B,1,0,,,
218,A1OZPLHNIU1519,19,seqNoFeedback,1,0.8,4,1,B,4,1,0.8181818181818182,0.018181818181818188,0.38
219,A1OZPLHNIU1519,20,seqNoFeedback,0,0.2,1,4,A,1,0,,,
220,A1OZPLHNIU1519,20,seqNoFeedback,1,0.2,1,4,A,1,4,0.2727272727272727,0.0727272727272727,0.0
221,A1OZPLHNIU1519,21,nonSeqFull,0,0.5,4,1,B,0,3,0.5,0.0,0.44
222,A1OZPLHNIU1519,22,nonSeqPartial,0,0.8,8,2,D,1,0,0.8181818181818182,0.018181818181818188,0.48
223,A1OZPLHNIU1519,23,nonSeqPartial,0,0.5,2,8,C,6,0,0.5,0.0,0.38
224,A25ZZOSL7MVU22,0,nonSeqPartial,0,0.2,4,1,B,1,4,0.5,0.3,0.0
225,A25ZZOSL7MVU22,1,nonSeqPartial,0,0.2,8,2,D,1,4,0.6,0.39999999999999997,0.0
226,A25ZZOSL7MVU22,2,nonSeqPartial,0,0.5,1,4,A,5,5,0.4,0.09999999999999998,0.0
227,A25ZZOSL7MVU22,3,nonSeqFull,0,0.2,2,8,C,0,0,0.2,0.0,0.5
228,A25ZZOSL7MVU22,3,nonSeqFull,0,0.2,2,8,C,1,4,0.2,0.0,0.4
229,A25ZZOSL7MVU22,4,seqNoFeedback,0,0.5,4,1,B,3,0,,,
230,A25ZZOSL7MVU22,4,seqNoFeedback,1,0.5,4,1,B,4,1,0.8461538461538461,0.34615384615384615,0.0
231,A25ZZOSL7MVU22,5,nonSeqPartial,0,0.8,1,4,A,4,1,0.5,0.30000000000000004,0.0
232,A25ZZOSL7MVU22,6,seqFeedback,0,0.5,1,4,A,12,12,0.4482758620689655,,
233,A25ZZOSL7MVU22,6,seqFeedback,1,0.5,1,4,A,10,9,0.4791666666666667,0.020833333333333315,0.0
234,A25ZZOSL7MVU22,7,seqNoFeedback,0,0.2,2,8,C,1,4,,,
235,A25ZZOSL7MVU22,7,seqNoFeedback,1,0.2,2,8,C,2,8,0.2,0.0,0.2
236,A25ZZOSL7MVU22,8,nonSeqFull,0,0.5,8,2,D,0,6,0.5,0.0,0.38
237,A25ZZOSL7MVU22,9,nonSeqPartial,0,0.8,8,2,D,4,1,0.8,0.0,0.4
238,A25ZZOSL7MVU22,10,nonSeqFull,0,0.5,4,1,B,0,3,0.5,0.0,0.44
239,A25ZZOSL7MVU22,11,seqFeedback,0,0.8,8,2,D,6,0,0.875,,
240,A25ZZOSL7MVU22,11,seqFeedback,1,0.8,8,2,D,2,2,0.8,0.0,0.3
241,A25ZZOSL7MVU22,12,seqFeedback,0,0.5,2,8,C,6,0,0.5,,
242,A25ZZOSL7MVU22,12,seqFeedback,1,0.5,2,8,C,0,0,0.5,0.0,0.38
243,A25ZZOSL7MVU22,12,seqFeedback,1,0.5,2,8,C,1,1,0.5,0.0,0.34
244,A25ZZOSL7MVU22,13,nonSeqFull,0,0.8,4,1,B,4,1,0.8,0.0,0.4
245,A25ZZOSL7MVU22,14,seqNoFeedback,0,0.8,2,8,C,8,2,,,
246,A25ZZOSL7MVU22,14,seqNoFeedback,1,0.8,2,8,C,22,0,0.7619047619047619,0.03809523809523818,0.0
247,A25ZZOSL7MVU22,15,seqFeedback,0,0.8,1,4,A,4,1,0.5,,
248,A25ZZOSL7MVU22,15,seqFeedback,1,0.8,1,4,A,20,0,0.8333333333333334,0.033333333333333326,0.0
