subject_id,alpha,costWeight,lesson_num,sequential,feedback,teacher_knowledge,theta,student_prior,n_majority,n_turtles
50,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,17,32
50,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,7,15
50,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,30,46
50,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,29,44
50,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,47,66
50,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,41,54
50,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,4,6
50,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,12,16
50,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,28,44
50,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,45,62
50,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,2,6
50,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,28,39
50,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,26,40
50,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,27,37
50,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,28,33
51,1,0.01,lesson1,sequential,feedback,partial,0.7,too_low,24,32
51,1,0.01,lesson2,sequential,feedback,partial,0.7,too_low,21,26
51,1,0.01,lesson1,sequential,feedback,partial,0.7,too_high,24,32
51,1,0.01,lesson2,sequential,feedback,partial,0.7,too_high,14,31
51,1,0.01,lesson1,sequential,feedback,partial,0.7,too_high,36,47
51,1,0.01,lesson2,sequential,feedback,partial,0.7,too_high,8,23
51,1,0.01,lesson1,sequential,feedback,partial,0.7,too_low,16,23
51,1,0.01,lesson2,sequential,feedback,partial,0.7,too_low,21,23
51,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,15,19
51,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,4,8
51,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,0,1
51,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,20,33
51,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,49,65
51,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,6,7
51,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,8,11
51,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,12,13
51,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,20,28
51,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,25,40
51,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,12,15
51,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,33,46
51,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,33,34
51,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,0,18
51,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,30,38
51,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,7,11
52,1,0.01,lesson1,sequential,feedback,partial,0.7,too_low,28,43
52,1,0.01,lesson2,sequential,feedback,partial,0.7,too_low,28,31
52,1,0.01,lesson1,sequential,feedback,partial,0.7,too_high,27,35
52,1,0.01,lesson2,sequential,feedback,partial,0.7,too_high,39,57
52,1,0.01,lesson1,sequential,feedback,partial,0.7,too_high,43,47
52,1,0.01,lesson2,sequential,feedback,partial,0.7,too_high,16,41
52,1,0.01,lesson1,sequential,feedback,partial,0.7,too_low,50,65
52,1,0.01,lesson2,sequential,feedback,partial,0.7,too_low,0,2
52,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,21,25
52,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,16,32
52,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,1,9
52,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,21,22
52,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,41,52
52,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,36,62
52,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,9,9
52,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,46,67
52,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,38,51
52,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,32,41
52,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,40,61
52,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,14,17
52,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,53,69
52,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,9,9
52,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,8,8
52,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,19,24
53,1,0.01,lesson1,sequential,feedback,partial,0.7,too_low,33,52
53,1,0.01,lesson2,sequential,feedback,partial,0.7,too_low,29,30
53,1,0.01,lesson1,sequential,feedback,partial,0.7,too_high,12,23
53,1,0.01,lesson2,sequential,feedback,partial,0.7,too_high,10,19
53,1,0.01,lesson1,sequential,feedback,partial,0.7,too_high,14,24
53,1,0.01,lesson2,sequential,feedback,partial,0.7,too_high,1,1
53,1,0.01,lesson1,sequential,feedback,partial,0.7,too_low,31,39
53,1,0.01,lesson2,sequential,feedback,partial,0.7,too_low,8,13
53,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,43,51
53,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,10,16
53,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,28,43
53,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,43,59
53,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,27,39
53,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,23,25
53,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,38,55
53,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,12,15
53,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,42,52
53,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,17,29
53,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,34,40
53,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,40,67
53,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,14,23
53,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,35,40
53,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,48,59
53,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,11,14
54,1,0.01,lesson1,sequential,feedback,partial,0.7,too_low,29,35
54,1,0.01,lesson2,sequential,feedback,partial,0.7,too_low,12,15
54,1,0.01,lesson1,sequential,feedback,partial,0.7,too_high,29,44
54,1,0.01,lesson2,sequential,feedback,partial,0.7,too_high,16,18
54,1,0.01,lesson1,sequential,feedback,partial,0.7,too_high,29,41
54,1,0.01,lesson2,sequential,feedback,partial,0.7,too_high,12,32
54,1,0.01,lesson1,sequential,feedback,partial,0.7,too_low,37,46
54,1,0.01,lesson2,sequential,feedback,partial,0.7,too_low,2,2
54,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,20,30
54,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,24,34
54,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,3,5
54,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,45,55
54,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,30,45
54,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,33,41
54,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,39,50
54,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,30,42
54,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,35,49
54,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,1,1
54,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,42,63
54,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,1,2
54,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,1,3
54,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,14,19
54,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,24,42
54,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,29,39
55,1,0.01,lesson1,sequential,feedback,partial,0.7,too_low,10,12
55,1,0.01,lesson2,sequential,feedback,partial,0.7,too_low,36,49
55,1,0.01,lesson1,sequential,feedback,partial,0.7,too_high,49,67
55,1,0.01,lesson2,sequential,feedback,partial,0.7,too_high,8,24
55,1,0.01,lesson1,sequential,feedback,partial,0.7,too_high,23,31
55,1,0.01,lesson2,sequential,feedback,partial,0.7,too_high,6,11
55,1,0.01,lesson1,sequential,feedback,partial,0.7,too_low,38,53
55,1,0.01,lesson2,sequential,feedback,partial,0.7,too_low,38,61
55,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,21,28
55,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,32,46
55,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,6,18
55,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,42,50
55,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,42,51
55,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,50,65
55,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,14,19
55,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,48,66
55,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,50,69
55,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,27,36
55,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,18,27
55,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,45,51
55,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,54,69
55,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,7,23
55,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,17,23
55,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,25,34
56,1,0.01,lesson1,sequential,feedback,partial,0.7,too_low,16,24
56,1,0.01,lesson2,sequential,feedback,partial,0.7,too_low,20,26
56,1,0.01,lesson1,sequential,feedback,partial,0.7,too_high,12,15
56,1,0.01,lesson2,sequential,feedback,partial,0.7,too_high,8,9
56,1,0.01,lesson1,sequential,feedback,partial,0.7,too_high,15,29
56,1,0.01,lesson2,sequential,feedback,partial,0.7,too_high,32,38
56,1,0.01,lesson1,sequential,feedback,partial,0.7,too_low,43,60
56,1,0.01,lesson2,sequential,feedback,partial,0.7,too_low,50,67
56,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,52,64
56,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,25,34
56,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,19,33
56,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,23,24
56,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,51,63
56,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,50,64
56,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,34,43
56,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,37,59
56,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,47,62
56,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,17,36
56,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,12,20
56,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,38,54
56,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,25,38
56,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,42,46
56,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,40,64
56,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,29,31
57,1,0.01,lesson1,sequential,feedback,partial,0.7,too_low,51,63
57,1,0.01,lesson2,sequential,feedback,partial,0.7,too_low,21,36
57,1,0.01,lesson1,sequential,feedback,partial,0.7,too_high,49,62
57,1,0.01,lesson2,sequential,feedback,partial,0.7,too_high,20,27
57,1,0.01,lesson1,sequential,feedback,partial,0.7,too_high,52,69
57,1,0.01,lesson2,sequential,feedback,partial,0.7,too_high,13,20
57,1,0.01,lesson1,sequential,feedback,partial,0.7,too_low,14,23
57,1,0.01,lesson2,sequential,feedback,partial,0.7,too_low,33,40
57,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,44,51
57,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,18,25
57,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,10,33
57,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,21,23
57,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,15,24
57,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,14,17
57,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,26,38
57,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,44,68
57,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,53,67
57,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,1,8
57,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,15,23
57,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,41,55
57,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,32,45
57,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,20,22
57,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,7,10
57,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,21,33
58,1,0.01,lesson1,sequential,feedback,partial,0.7,too_low,32,42
58,1,0.01,lesson2,sequential,feedback,partial,0.7,too_low,20,20
58,1,0.01,lesson1,sequential,feedback,partial,0.7,too_high,26,31
58,1,0.01,lesson2,sequential,feedback,partial,0.7,too_high,12,26
58,1,0.01,lesson1,sequential,feedback,partial,0.7,too_high,36,47
58,1,0.01,lesson2,sequential,feedback,partial,0.7,too_high,16,38
58,1,0.01,lesson1,sequential,feedback,partial,0.7,too_low,48,66
58,1,0.01,lesson2,sequential,feedback,partial,0.7,too_low,24,44
58,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,58,69
58,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,6,14
58,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,17,35
58,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,59,69
58,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,41,55
58,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,36,51
58,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,51,61
58,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,34,39
58,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,15,23
58,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,16,23
58,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,15,20
58,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,1,2
58,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,33,43
58,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,0,3
58,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,35,48
58,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,9,14
59,1,0.01,lesson1,sequential,feedback,partial,0.7,too_low,51,65
59,1,0.01,lesson2,sequential,feedback,partial,0.7,too_low,5,14
59,1,0.01,lesson1,sequential,feedback,partial,0.7,too_high,32,40
59,1,0.01,lesson2,sequential,feedback,partial,0.7,too_high,0,7
59,1,0.01,lesson1,sequential,feedback,partial,0.7,too_high,17,22
59,1,0.01,lesson2,sequential,feedback,partial,0.7,too_high,1,7
59,1,0.01,lesson1,sequential,feedback,partial,0.7,too_low,6,8
59,1,0.01,lesson2,sequential,feedback,partial,0.7,too_low,47,59
59,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,47,67
59,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,40,62
59,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,37,55
59,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,37,45
59,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,43,68
59,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,32,45
59,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,28,39
59,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,41,50
59,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,45,65
59,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,14,21
59,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,33,46
59,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,28,41
59,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,28,41
59,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,11,11
59,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,49,70
59,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,17,39
60,1,0.01,lesson1,sequential,feedback,partial,0.7,too_low,47,57
60,1,0.01,lesson2,sequential,feedback,partial,0.7,too_low,13,21
60,1,0.01,lesson1,sequential,feedback,partial,0.7,too_high,20,32
60,1,0.01,lesson2,sequential,feedback,partial,0.7,too_high,1,1
60,1,0.01,lesson1,sequential,feedback,partial,0.7,too_high,31,45
60,1,0.01,lesson2,sequential,feedback,partial,0.7,too_high,3,6
60,1,0.01,lesson1,sequential,feedback,partial,0.7,too_low,12,15
60,1,0.01,lesson2,sequential,feedback,partial,0.7,too_low,4,4
60,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,41,54
60,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,1,7
60,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,4,11
60,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,47,48
60,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,19,24
60,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,21,29
60,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,46,56
60,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,13,19
60,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,42,63
60,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,49,56
60,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,38,51
60,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,3,5
60,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,32,45
60,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,22,22
60,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,29,35
60,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,4,6
61,1,0.01,lesson1,sequential,feedback,partial,0.7,too_low,40,49
61,1,0.01,lesson2,sequential,feedback,partial,0.7,too_low,29,50
61,1,0.01,lesson1,sequential,feedback,partial,0.7,too_high,3,8
61,1,0.01,lesson2,sequential,feedback,partial,0.7,too_high,14,20
61,1,0.01,lesson1,sequential,feedback,partial,0.7,too_high,13,15
61,1,0.01,lesson2,sequential,feedback,partial,0.7,too_high,37,58
61,1,0.01,lesson1,sequential,feedback,partial,0.7,too_low,39,50
61,1,0.01,lesson2,sequential,feedback,partial,0.7,too_low,26,43
61,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,19,27
61,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,5,8
61,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,10,16
61,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,62,68
61,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,38,46
61,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,52,67
61,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,26,34
61,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,20,24
61,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,20,24
61,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,40,59
61,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,38,53
61,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,28,43
61,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,18,30
61,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,29,38
61,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,54,70
61,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,37,64
62,1,0.01,lesson1,sequential,feedback,partial,0.7,too_low,42,55
62,1,0.01,lesson2,sequential,feedback,partial,0.7,too_low,34,51
62,1,0.01,lesson1,sequential,feedback,partial,0.7,too_high,40,53
62,1,0.01,lesson2,sequential,feedback,partial,0.7,too_high,0,1
62,1,0.01,lesson1,sequential,feedback,partial,0.7,too_high,38,52
62,1,0.01,lesson2,sequential,feedback,partial,0.7,too_high,2,6
62,1,0.01,lesson1,sequential,feedback,partial,0.7,too_low,35,50
62,1,0.01,lesson2,sequential,feedback,partial,0.7,too_low,14,17
62,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,50,58
62,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,25,43
62,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,12,22
62,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,14,14
62,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,59,70
62,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,31,49
62,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,42,61
62,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,49,69
62,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,16,21
62,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,24,31
62,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,43,63
62,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,3,7
62,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,27,36
62,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,13,22
62,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,12,13
62,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,8,17
63,1,0.01,lesson1,sequential,feedback,partial,0.7,too_low,45,55
63,1,0.01,lesson2,sequential,feedback,partial,0.7,too_low,36,48
63,1,0.01,lesson1,sequential,feedback,partial,0.7,too_high,29,40
63,1,0.01,lesson2,sequential,feedback,partial,0.7,too_high,10,18
63,1,0.01,lesson1,sequential,feedback,partial,0.7,too_high,31,47
63,1,0.01,lesson2,sequential,feedback,partial,0.7,too_high,8,9
63,1,0.01,lesson1,sequential,feedback,partial,0.7,too_low,47,63
63,1,0.01,lesson2,sequential,feedback,partial,0.7,too_low,37,67
63,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,41,60
63,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,5,10
63,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,37,47
63,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,47,60
63,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,39,54
63,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,50,63
63,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,36,44
63,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,21,30
63,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,43,58
63,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,6,9
63,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,30,44
63,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,5,6
63,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,5,10
63,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,46,57
63,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,21,26
63,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,8,9
64,1,0.01,lesson1,sequential,feedback,partial,0.7,too_low,29,36
64,1,0.01,lesson2,sequential,feedback,partial,0.7,too_low,4,4
64,1,0.01,lesson1,sequential,feedback,partial,0.7,too_high,28,40
64,1,0.01,lesson2,sequential,feedback,partial,0.7,too_high,0,1
64,1,0.01,lesson1,sequential,feedback,partial,0.7,too_high,38,56
64,1,0.01,lesson2,sequential,feedback,partial,0.7,too_high,4,4
64,1,0.01,lesson1,sequential,feedback,partial,0.7,too_low,32,46
64,1,0.01,lesson2,sequential,feedback,partial,0.7,too_low,38,43
64,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,18,20
64,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,30,39
64,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,1,9
64,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,43,51
64,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,25,36
64,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,7,16
64,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,26,32
64,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,30,44
64,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,32,45
64,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,6,7
64,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,46,64
64,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,46,56
64,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,14,16
64,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,20,32
64,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,44,64
64,1,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,19,25
65,1,0.01,lesson1,sequential,feedback,partial,0.7,too_low,17,23
65,1,0.01,lesson2,sequential,feedback,partial,0.7,too_low,37,42
65,1,0.01,lesson1,sequential,feedback,partial,0.7,too_high,14,15
65,1,0.01,lesson2,sequential,feedback,partial,0.7,too_high,38,61
65,1,0.01,lesson1,sequential,feedback,partial,0.7,too_high,35,50
65,1,0.01,lesson2,sequential,feedback,partial,0.7,too_high,9,13
65,1,0.01,lesson1,sequential,feedback,partial,0.7,too_low,13,19
65,1,0.01,lesson2,sequential,feedback,partial,0.7,too_low,25,26
65,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,33,43
65,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,16,25
65,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,3,6
65,1,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,47,62
65,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,33,38
65,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,41,55
65,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,22,26
65,1,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,47,63
65,1,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,36,53
