subject_id,alpha,costWeight,lesson_num,sequential,feedback,teacher_knowledge,theta,student_prior,n_majority,n_turtles
4,16,0.01,lesson2,sequential,feedback,partial,0.7,too_low,10,12
4,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,22,22
4,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,30,45
4,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,22,36
4,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,26,30
4,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,49,68
4,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,42,57
4,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,41,56
4,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,42,59
4,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,49,68
4,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,23,33
4,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,45,62
4,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,21,29
4,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,49,69
4,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,2,2
4,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,43,59
4,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,17,25
5,16,0.01,lesson1,sequential,feedback,partial,0.7,too_low,37,52
5,16,0.01,lesson2,sequential,feedback,partial,0.7,too_low,18,18
5,16,0.01,lesson1,sequential,feedback,partial,0.7,too_high,48,66
5,16,0.01,lesson2,sequential,feedback,partial,0.7,too_high,18,29
5,16,0.01,lesson1,sequential,feedback,partial,0.7,too_high,44,60
5,16,0.01,lesson2,sequential,feedback,partial,0.7,too_high,5,12
5,16,0.01,lesson1,sequential,feedback,partial,0.7,too_low,49,66
5,16,0.01,lesson2,sequential,feedback,partial,0.7,too_low,4,4
5,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,39,46
5,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,22,36
5,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,15,23
5,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,50,64
5,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,50,66
5,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,41,57
5,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,42,58
5,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,48,65
5,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,35,47
5,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,51,70
5,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,41,58
5,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,5,6
5,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,43,58
5,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,7,12
5,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,41,57
5,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,11,16
6,16,0.01,lesson1,sequential,feedback,partial,0.7,too_low,44,59
6,16,0.01,lesson2,sequential,feedback,partial,0.7,too_low,13,18
6,16,0.01,lesson1,sequential,feedback,partial,0.7,too_high,48,66
6,16,0.01,lesson2,sequential,feedback,partial,0.7,too_high,0,5
6,16,0.01,lesson1,sequential,feedback,partial,0.7,too_high,41,58
6,16,0.01,lesson2,sequential,feedback,partial,0.7,too_high,12,18
6,16,0.01,lesson1,sequential,feedback,partial,0.7,too_low,46,63
6,16,0.01,lesson2,sequential,feedback,partial,0.7,too_low,11,12
6,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,28,34
6,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,16,26
6,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,35,52
6,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,35,41
6,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,34,46
6,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,47,67
6,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,47,66
6,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,37,50
6,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,48,67
6,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,29,39
6,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,47,64
6,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,34,50
6,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,46,64
6,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,2,2
6,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,47,62
6,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,13,20
7,16,0.01,lesson1,sequential,feedback,partial,0.7,too_low,51,70
7,16,0.01,lesson2,sequential,feedback,partial,0.7,too_low,26,33
7,16,0.01,lesson1,sequential,feedback,partial,0.7,too_high,48,66
7,16,0.01,lesson2,sequential,feedback,partial,0.7,too_high,6,12
7,16,0.01,lesson1,sequential,feedback,partial,0.7,too_high,45,61
7,16,0.01,lesson2,sequential,feedback,partial,0.7,too_high,8,14
7,16,0.01,lesson1,sequential,feedback,partial,0.7,too_low,45,62
7,16,0.01,lesson2,sequential,feedback,partial,0.7,too_low,21,25
7,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,19,20
7,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,18,29
7,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,26,43
7,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,49,62
7,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,50,70
7,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,47,61
7,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,42,57
7,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,43,62
7,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,36,49
7,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,1,1
7,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,44,60
7,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,5,8
7,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,51,70
7,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,13,18
7,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,27,38
7,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,24,33
8,16,0.01,lesson1,sequential,feedback,partial,0.7,too_low,29,39
8,16,0.01,lesson2,sequential,feedback,partial,0.7,too_low,8,8
8,16,0.01,lesson1,sequential,feedback,partial,0.7,too_high,47,66
8,16,0.01,lesson2,sequential,feedback,partial,0.7,too_high,2,5
8,16,0.01,lesson1,sequential,feedback,partial,0.7,too_high,47,66
8,16,0.01,lesson2,sequential,feedback,partial,0.7,too_high,15,26
8,16,0.01,lesson1,sequential,feedback,partial,0.7,too_low,41,57
8,16,0.01,lesson2,sequential,feedback,partial,0.7,too_low,24,32
8,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,37,45
8,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,18,30
8,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,17,27
8,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,46,58
8,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,41,56
8,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,45,62
8,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,49,67
8,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,46,64
8,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,47,63
8,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,9,13
8,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,42,58
8,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,44,61
8,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,49,68
8,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,13,18
8,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,49,68
8,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,16,23
9,16,0.01,lesson1,sequential,feedback,partial,0.7,too_low,36,49
9,16,0.01,lesson2,sequential,feedback,partial,0.7,too_low,16,17
9,16,0.01,lesson1,sequential,feedback,partial,0.7,too_high,45,64
9,16,0.01,lesson2,sequential,feedback,partial,0.7,too_high,3,9
9,16,0.01,lesson1,sequential,feedback,partial,0.7,too_high,48,67
9,16,0.01,lesson2,sequential,feedback,partial,0.7,too_high,1,4
9,16,0.01,lesson1,sequential,feedback,partial,0.7,too_low,50,68
9,16,0.01,lesson2,sequential,feedback,partial,0.7,too_low,14,17
9,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,28,32
9,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,13,23
9,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,24,38
9,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,17,17
9,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,41,57
9,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,41,58
9,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,50,70
9,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,46,66
9,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,46,63
9,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,1,2
9,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,49,67
9,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,7,10
9,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,44,62
9,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,3,4
9,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,50,68
9,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,2,3
10,16,0.01,lesson1,sequential,feedback,partial,0.7,too_low,49,68
10,16,0.01,lesson2,sequential,feedback,partial,0.7,too_low,13,13
10,16,0.01,lesson1,sequential,feedback,partial,0.7,too_high,51,70
10,16,0.01,lesson2,sequential,feedback,partial,0.7,too_high,5,11
10,16,0.01,lesson1,sequential,feedback,partial,0.7,too_high,49,68
10,16,0.01,lesson2,sequential,feedback,partial,0.7,too_high,0,2
10,16,0.01,lesson1,sequential,feedback,partial,0.7,too_low,49,67
10,16,0.01,lesson2,sequential,feedback,partial,0.7,too_low,4,4
10,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,29,33
10,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,26,41
10,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,6,11
10,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,38,47
10,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,49,68
10,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,49,68
10,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,45,59
10,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,50,68
10,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,50,70
10,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,21,26
10,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,34,46
10,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,15,24
10,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,52,69
10,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,4,8
10,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,34,46
10,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,11,16
11,16,0.01,lesson1,sequential,feedback,partial,0.7,too_low,49,69
11,16,0.01,lesson2,sequential,feedback,partial,0.7,too_low,22,25
11,16,0.01,lesson1,sequential,feedback,partial,0.7,too_high,44,60
11,16,0.01,lesson2,sequential,feedback,partial,0.7,too_high,1,6
11,16,0.01,lesson1,sequential,feedback,partial,0.7,too_high,30,41
11,16,0.01,lesson2,sequential,feedback,partial,0.7,too_high,0,4
11,16,0.01,lesson1,sequential,feedback,partial,0.7,too_low,38,54
11,16,0.01,lesson2,sequential,feedback,partial,0.7,too_low,18,19
11,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,42,51
11,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,13,21
11,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,29,45
11,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,43,52
11,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,47,66
11,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,51,70
11,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,33,46
11,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,45,62
11,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,36,52
11,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,9,10
11,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,48,66
11,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,18,26
11,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,40,57
11,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,10,12
11,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,49,69
11,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,5,6
12,16,0.01,lesson1,sequential,feedback,partial,0.7,too_low,38,54
12,16,0.01,lesson2,sequential,feedback,partial,0.7,too_low,29,35
12,16,0.01,lesson1,sequential,feedback,partial,0.7,too_high,39,56
12,16,0.01,lesson2,sequential,feedback,partial,0.7,too_high,8,12
12,16,0.01,lesson1,sequential,feedback,partial,0.7,too_high,39,53
12,16,0.01,lesson2,sequential,feedback,partial,0.7,too_high,3,10
12,16,0.01,lesson1,sequential,feedback,partial,0.7,too_low,48,66
12,16,0.01,lesson2,sequential,feedback,partial,0.7,too_low,8,8
12,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,23,25
12,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,33,51
12,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,33,50
12,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,31,36
12,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,44,61
12,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,47,66
12,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,44,58
12,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,49,68
12,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,45,66
12,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,20,24
12,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,48,66
12,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,1,1
12,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,47,64
12,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,5,9
12,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,48,66
12,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,1,1
13,16,0.01,lesson1,sequential,feedback,partial,0.7,too_low,35,48
13,16,0.01,lesson2,sequential,feedback,partial,0.7,too_low,33,41
13,16,0.01,lesson1,sequential,feedback,partial,0.7,too_high,32,43
13,16,0.01,lesson2,sequential,feedback,partial,0.7,too_high,3,8
13,16,0.01,lesson1,sequential,feedback,partial,0.7,too_high,28,40
13,16,0.01,lesson2,sequential,feedback,partial,0.7,too_high,33,47
13,16,0.01,lesson1,sequential,feedback,partial,0.7,too_low,45,63
13,16,0.01,lesson2,sequential,feedback,partial,0.7,too_low,42,56
13,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,32,37
13,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,33,51
13,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,28,45
13,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,22,24
13,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,45,62
13,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,52,70
13,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,46,63
13,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,47,66
13,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,43,61
13,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,17,24
13,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,48,67
13,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,9,12
13,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,38,51
13,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,41,58
13,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,43,59
13,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,1,2
14,16,0.01,lesson1,sequential,feedback,partial,0.7,too_low,44,62
14,16,0.01,lesson2,sequential,feedback,partial,0.7,too_low,21,24
14,16,0.01,lesson1,sequential,feedback,partial,0.7,too_high,50,68
14,16,0.01,lesson2,sequential,feedback,partial,0.7,too_high,13,24
14,16,0.01,lesson1,sequential,feedback,partial,0.7,too_high,45,62
14,16,0.01,lesson2,sequential,feedback,partial,0.7,too_high,0,3
14,16,0.01,lesson1,sequential,feedback,partial,0.7,too_low,48,66
14,16,0.01,lesson2,sequential,feedback,partial,0.7,too_low,16,18
14,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,49,62
14,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,27,43
14,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_high,11,18
14,16,0.01,lesson1,non_sequential,no_feedback,full,0.7,too_low,30,36
14,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,39,53
14,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,40,55
14,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_high,46,63
14,16,0.01,lesson1,non_sequential,no_feedback,partial,0.7,too_low,46,64
14,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,36,52
14,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,17,19
14,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,40,54
14,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,8,12
14,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_high,39,55
14,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_high,12,16
14,16,0.01,lesson1,sequential,no_feedback,partial,0.7,too_low,51,69
14,16,0.01,lesson2,sequential,no_feedback,partial,0.7,too_low,0,1
15,16,0.01,lesson1,sequential,feedback,partial,0.7,too_low,51,69
15,16,0.01,lesson2,sequential,feedback,partial,0.7,too_low,15,16
15,16,0.01,lesson1,sequential,feedback,partial,0.7,too_high,51,69
15,16,0.01,lesson2,sequential,feedback,partial,0.7,too_high,5,13
15,16,0.01,lesson1,sequential,feedback,partial,0.7,too_high,47,67
15,16,0.01,lesson2,sequential,feedback,partial,0.7,too_high,2,7
15,16,0.01,lesson1,sequential,feedback,partial,0.7,too_low,47,66
