,subject_id,student_idx,block_type,trial_num,true_theta,student_a,student_b,student_class,heads,tails,student_guess,error,bonus,total_bonus,understood
70,A10JXOU89D5RXR,23,seqNoFeedback,0,0.2,2,8,C,1,4,,,,2.9,yes
71,A10JXOU89D5RXR,23,seqNoFeedback,1,0.2,2,8,C,1,4,0.2,0.0,0.4,2.9,yes
72,A11LNK1U3DT08V,0,seqNoFeedback,0,0.2,4,1,B,1,4,,,,1.8,yes
73,A11LNK1U3DT08V,0,seqNoFeedback,1,0.2,4,1,B,1,4,0.4,0.2,0.0,1.8,yes
74,A11LNK1U3DT08V,1,nonSeqFull,0,0.2,2,8,C,2,8,0.2,0.0,0.4,1.8,yes
75,A11LNK1U3DT08V,2,nonSeqFull,0,0.8,8,2,D,8,2,0.8,0.0,0.4,1.8,yes
76,A11LNK1U3DT08V,3,nonSeqPartial,0,0.5,4,1,B,4,1,0.8,0.30000000000000004,0.0,1.8,yes
77,A11LNK1U3DT08V,4,seqNoFeedback,0,0.2,8,2,D,2,8,,,,1.8,yes
78,A11LNK1U3DT08V,4,seqNoFeedback,1,0.2,8,2,D,2,8,0.4,0.2,0.0,1.8,yes
79,A11LNK1U3DT08V,5,seqFeedback,0,0.8,4,1,B,1,4,0.5,,,1.8,yes
80,A11LNK1U3DT08V,5,seqFeedback,1,0.8,4,1,B,4,1,0.6,0.20000000000000007,0.0,1.8,yes
81,A11LNK1U3DT08V,6,seqNoFeedback,0,0.5,4,1,B,5,5,,,,1.8,yes
82,A11LNK1U3DT08V,6,seqNoFeedback,1,0.5,4,1,B,4,1,0.65,0.15000000000000002,0.0,1.8,yes
83,A11LNK1U3DT08V,7,seqFeedback,0,0.5,1,4,A,5,5,0.4,,,1.8,yes
84,A11LNK1U3DT08V,7,seqFeedback,1,0.5,1,4,A,10,10,0.45714285714285713,0.04285714285714287,0.2,1.8,yes
85,A11LNK1U3DT08V,8,nonSeqFull,0,0.5,8,2,D,15,15,0.575,0.07499999999999996,0.0,1.8,yes
86,A11LNK1U3DT08V,9,seqFeedback,0,0.8,2,8,C,8,2,0.5,,,1.8,yes
87,A11LNK1U3DT08V,9,seqFeedback,1,0.8,2,8,C,16,4,0.65,0.15000000000000002,0.0,1.8,yes
88,A11LNK1U3DT08V,10,nonSeqFull,0,0.2,4,1,B,1,4,0.5,0.3,0.0,1.8,yes
89,A11LNK1U3DT08V,11,seqFeedback,0,0.5,2,8,C,5,5,0.35,,,1.8,yes
90,A11LNK1U3DT08V,11,seqFeedback,1,0.5,2,8,C,15,15,0.44,0.06,0.0,1.8,yes
91,A11LNK1U3DT08V,12,nonSeqPartial,0,0.8,4,1,B,4,1,0.8,0.0,0.45,1.8,yes
92,A11LNK1U3DT08V,13,nonSeqPartial,0,0.2,4,1,B,1,4,0.5,0.3,0.0,1.8,yes
93,A11LNK1U3DT08V,14,seqNoFeedback,0,0.8,2,8,C,8,2,,,,1.8,yes
94,A11LNK1U3DT08V,14,seqNoFeedback,1,0.8,2,8,C,8,2,0.6,0.20000000000000007,0.0,1.8,yes
95,A11LNK1U3DT08V,15,nonSeqPartial,0,0.8,2,8,C,8,2,0.5,0.30000000000000004,0.0,1.8,yes
96,A11LNK1U3DT08V,16,nonSeqFull,0,0.8,1,4,A,4,1,0.5,0.30000000000000004,0.0,1.8,yes
97,A11LNK1U3DT08V,17,seqNoFeedback,0,0.8,1,4,A,4,1,,,,1.8,yes
98,A11LNK1U3DT08V,17,seqNoFeedback,1,0.8,1,4,A,4,1,0.6,0.20000000000000007,0.0,1.8,yes
99,A11LNK1U3DT08V,18,seqNoFeedback,0,0.5,2,8,C,5,5,,,,1.8,yes
100,A11LNK1U3DT08V,18,seqNoFeedback,1,0.5,2,8,C,5,5,0.4,0.09999999999999998,0.0,1.8,yes
101,A11LNK1U3DT08V,19,seqFeedback,0,0.2,2,8,C,2,8,0.2,,,1.8,yes
102,A11LNK1U3DT08V,19,seqFeedback,1,0.2,2,8,C,1,4,0.2,0.0,0.35,1.8,yes
103,A11LNK1U3DT08V,20,nonSeqFull,0,0.5,4,1,B,5,5,0.6,0.09999999999999998,0.0,1.8,yes
104,A11LNK1U3DT08V,21,nonSeqPartial,0,0.2,8,2,D,2,8,0.5,0.3,0.0,1.8,yes
105,A11LNK1U3DT08V,22,nonSeqPartial,0,0.5,2,8,C,5,5,0.35,0.15000000000000002,0.0,1.8,yes
106,A11LNK1U3DT08V,23,seqFeedback,0,0.2,4,1,B,1,4,0.5,,,1.8,yes
107,A11LNK1U3DT08V,23,seqFeedback,1,0.2,4,1,B,2,8,0.35,0.14999999999999997,0.0,1.8,yes
108,A11YS0T8MV3Q7C,0,nonSeqFull,0,0.8,1,4,A,1,4,0.2,0.6000000000000001,0.0,2.8,yes
109,A11YS0T8MV3Q7C,1,nonSeqFull,0,0.8,2,8,C,6,2,0.4444444444444444,0.3555555555555556,0.0,2.8,yes
110,A11YS0T8MV3Q7C,2,seqFeedback,0,0.8,4,1,B,6,1,0.8333333333333334,,,2.8,yes
111,A11YS0T8MV3Q7C,2,seqFeedback,1,0.8,4,1,B,6,1,0.8421052631578947,0.042105263157894646,0.36,2.8,yes
112,A11YS0T8MV3Q7C,3,nonSeqFull,0,0.2,2,8,C,2,6,0.2222222222222222,0.0222222222222222,0.42,2.8,yes
113,A11YS0T8MV3Q7C,4,nonSeqFull,0,0.5,4,1,B,4,3,0.6666666666666666,0.16666666666666663,0.0,2.8,yes
114,A11YS0T8MV3Q7C,5,seqNoFeedback,0,0.5,4,1,B,3,4,,,,2.8,yes
115,A11YS0T8MV3Q7C,5,seqNoFeedback,1,0.5,4,1,B,4,4,0.55,0.050000000000000044,0.0,2.8,yes
116,A11YS0T8MV3Q7C,6,nonSeqPartial,0,0.8,2,8,C,6,1,0.47058823529411764,0.3294117647058824,0.0,2.8,yes
117,A11YS0T8MV3Q7C,7,nonSeqPartial,0,0.2,8,2,D,2,6,0.5555555555555556,0.35555555555555557,0.0,2.8,yes
118,A11YS0T8MV3Q7C,8,nonSeqPartial,0,0.8,4,1,B,5,1,0.8181818181818182,0.018181818181818188,0.44,2.8,yes
119,A11YS0T8MV3Q7C,9,seqNoFeedback,0,0.5,8,2,D,4,4,,,,2.8,yes
120,A11YS0T8MV3Q7C,9,seqNoFeedback,1,0.5,8,2,D,3,5,0.5769230769230769,0.07692307692307687,0.0,2.8,yes
121,A11YS0T8MV3Q7C,10,nonSeqPartial,0,0.2,4,1,B,1,4,0.5,0.3,0.0,2.8,yes
122,A11YS0T8MV3Q7C,11,nonSeqPartial,0,0.5,4,1,B,3,5,0.5384615384615384,0.038461538461538436,0.42,2.8,yes
123,A11YS0T8MV3Q7C,12,seqNoFeedback,0,0.8,1,4,A,6,2,,,,2.8,yes
124,A11YS0T8MV3Q7C,12,seqNoFeedback,1,0.8,1,4,A,6,2,0.6190476190476191,0.18095238095238098,0.0,2.8,yes
125,A11YS0T8MV3Q7C,13,seqFeedback,0,0.5,8,2,D,3,5,0.6111111111111112,,,2.8,yes
126,A11YS0T8MV3Q7C,13,seqFeedback,1,0.5,8,2,D,3,5,0.5384615384615384,0.038461538461538436,0.34,2.8,yes
127,A11YS0T8MV3Q7C,14,nonSeqFull,0,0.5,8,2,D,6,2,0.7777777777777778,0.2777777777777778,0.0,2.8,yes
128,A11YS0T8MV3Q7C,15,seqFeedback,0,0.8,2,8,C,5,3,0.3888888888888889,,,2.8,yes
129,A11YS0T8MV3Q7C,15,seqFeedback,1,0.8,2,8,C,3,5,0.38461538461538464,0.4153846153846154,0.0,2.8,yes
130,A11YS0T8MV3Q7C,16,seqNoFeedback,0,0.2,8,2,D,2,5,,,,2.8,yes
131,A11YS0T8MV3Q7C,16,seqNoFeedback,1,0.2,8,2,D,1,7,0.44,0.24,0.0,2.8,yes
132,A11YS0T8MV3Q7C,17,nonSeqPartial,0,0.5,8,2,D,3,6,0.5789473684210527,0.07894736842105265,0.0,2.8,yes
133,A11YS0T8MV3Q7C,18,seqNoFeedback,0,0.2,4,1,B,4,1,,,,2.8,yes
134,A11YS0T8MV3Q7C,18,seqNoFeedback,1,0.2,4,1,B,6,2,0.7777777777777778,0.5777777777777777,0.0,2.8,yes
135,A11YS0T8MV3Q7C,19,seqNoFeedback,0,0.8,2,8,C,7,3,,,,2.8,yes
136,A11YS0T8MV3Q7C,19,seqNoFeedback,1,0.8,2,8,C,7,3,0.5333333333333333,0.2666666666666667,0.0,2.8,yes
137,A11YS0T8MV3Q7C,20,seqFeedback,0,0.2,1,4,A,1,4,0.2,,,2.8,yes
138,A11YS0T8MV3Q7C,20,seqFeedback,1,0.2,1,4,A,1,4,0.2,0.0,0.4,2.8,yes
139,A11YS0T8MV3Q7C,21,nonSeqFull,0,0.2,1,4,A,2,6,0.23076923076923078,0.03076923076923077,0.42,2.8,yes
140,A11YS0T8MV3Q7C,22,seqFeedback,0,0.2,8,2,D,2,8,0.5,,,2.8,yes
141,A11YS0T8MV3Q7C,22,seqFeedback,1,0.2,8,2,D,3,7,0.43333333333333335,0.23333333333333334,0.0,2.8,yes
142,A11YS0T8MV3Q7C,23,seqFeedback,0,0.5,4,1,B,2,2,0.6666666666666666,,,2.8,yes
143,A11YS0T8MV3Q7C,23,seqFeedback,1,0.5,4,1,B,4,1,0.7142857142857143,0.2142857142857143,0.0,2.8,yes
144,A12HWPFXQPITHD,0,nonSeqPartial,0,0.5,8,2,D,5,5,0.65,0.15000000000000002,0.0,2.92,yes
145,A12HWPFXQPITHD,1,seqFeedback,0,0.5,2,8,C,8,8,0.38461538461538464,,,2.92,yes
146,A12HWPFXQPITHD,1,seqFeedback,1,0.5,2,8,C,6,6,0.42105263157894735,0.07894736842105265,0.0,2.92,yes
147,A12HWPFXQPITHD,2,nonSeqFull,0,0.2,1,4,A,4,1,0.5,0.3,0.0,2.92,yes
148,A12HWPFXQPITHD,3,seqNoFeedback,0,0.2,2,8,C,0,0,,,,2.92,yes
149,A12HWPFXQPITHD,3,seqNoFeedback,0,0.2,2,8,C,0,0,,,,2.92,yes
150,A12HWPFXQPITHD,3,seqNoFeedback,0,0.2,2,8,C,0,0,,,,2.92,yes
151,A12HWPFXQPITHD,3,seqNoFeedback,0,0.2,2,8,C,0,0,,,,2.92,yes
152,A12HWPFXQPITHD,3,seqNoFeedback,0,0.2,2,8,C,0,0,,,,2.92,yes
153,A12HWPFXQPITHD,3,seqNoFeedback,0,0.2,2,8,C,0,0,,,,2.92,yes
154,A12HWPFXQPITHD,3,seqNoFeedback,0,0.2,2,8,C,0,0,,,,2.92,yes
155,A12HWPFXQPITHD,3,seqNoFeedback,0,0.2,2,8,C,0,0,,,,2.92,yes
156,A12HWPFXQPITHD,3,seqNoFeedback,0,0.2,2,8,C,0,1,,,,2.92,yes
157,A12HWPFXQPITHD,3,seqNoFeedback,1,0.2,2,8,C,1,0,0.2727272727272727,0.0727272727272727,0.0,2.92,yes
158,A12HWPFXQPITHD,4,seqFeedback,0,0.8,4,1,B,1,0,0.8333333333333334,,,2.92,yes
159,A12HWPFXQPITHD,4,seqFeedback,1,0.8,4,1,B,0,1,0.7142857142857143,0.08571428571428574,0.0,2.92,yes
160,A12HWPFXQPITHD,5,seqFeedback,0,0.2,2,8,C,1,0,0.2727272727272727,,,2.92,yes
161,A12HWPFXQPITHD,5,seqFeedback,1,0.2,2,8,C,2,8,0.23809523809523808,0.03809523809523807,0.39,2.92,yes
162,A12HWPFXQPITHD,6,nonSeqFull,0,0.8,8,2,D,8,2,0.8,0.0,0.4,2.92,yes
163,A12HWPFXQPITHD,7,seqNoFeedback,0,0.2,4,1,B,5,20,,,,2.92,yes
164,A12HWPFXQPITHD,7,seqNoFeedback,1,0.2,4,1,B,20,5,0.5272727272727272,0.3272727272727272,0.0,2.92,yes
165,A12HWPFXQPITHD,8,nonSeqPartial,0,0.8,4,1,B,1,4,0.5,0.30000000000000004,0.0,2.92,yes
166,A12HWPFXQPITHD,9,seqFeedback,0,0.5,4,1,B,1,1,0.7142857142857143,,,2.92,yes
167,A12HWPFXQPITHD,9,seqFeedback,1,0.5,4,1,B,5,5,0.5882352941176471,0.08823529411764708,0.0,2.92,yes
168,A12HWPFXQPITHD,10,nonSeqPartial,0,0.5,4,1,B,10,10,0.56,0.06000000000000005,0.0,2.92,yes
169,A12HWPFXQPITHD,11,nonSeqFull,0,0.8,4,1,B,8,2,0.8,0.0,0.4,2.92,yes
170,A12HWPFXQPITHD,12,seqNoFeedback,0,0.5,1,4,A,15,15,,,,2.92,yes
171,A12HWPFXQPITHD,12,seqNoFeedback,1,0.5,1,4,A,15,15,0.47692307692307695,0.02307692307692305,0.0,2.92,yes
172,A12HWPFXQPITHD,13,nonSeqPartial,0,0.8,2,8,C,16,4,0.6,0.20000000000000007,0.0,2.92,yes
173,A12HWPFXQPITHD,14,nonSeqFull,0,0.5,8,2,D,15,15,0.575,0.07499999999999996,0.0,2.92,yes
174,A12HWPFXQPITHD,15,nonSeqPartial,0,0.2,8,2,D,0,1,0.7272727272727273,0.5272727272727273,0.0,2.92,yes
175,A12HWPFXQPITHD,16,seqNoFeedback,0,0.8,8,2,D,2,8,,,,2.92,yes
176,A12HWPFXQPITHD,16,seqNoFeedback,1,0.8,8,2,D,1,5,0.4230769230769231,0.37692307692307697,0.0,2.92,yes
177,A12HWPFXQPITHD,17,nonSeqPartial,0,0.2,1,4,A,1,4,0.2,0.0,0.45,2.92,yes
178,A12HWPFXQPITHD,18,nonSeqFull,0,0.2,2,8,C,2,8,0.2,0.0,0.4,2.92,yes
179,A12HWPFXQPITHD,19,seqNoFeedback,0,0.8,1,4,A,1,1,,,,2.92,yes
180,A12HWPFXQPITHD,19,seqNoFeedback,1,0.8,1,4,A,1,1,0.3333333333333333,0.46666666666666673,0.0,2.92,yes
181,A12HWPFXQPITHD,20,seqNoFeedback,0,0.5,2,8,C,10,10,,,,2.92,yes
182,A12HWPFXQPITHD,20,seqNoFeedback,1,0.5,2,8,C,1,1,0.40625,0.09375,0.0,2.92,yes
183,A12HWPFXQPITHD,21,nonSeqFull,0,0.5,1,4,A,4,1,0.5,0.0,0.45,2.92,yes
184,A12HWPFXQPITHD,22,seqFeedback,0,0.2,1,4,A,1,1,0.2857142857142857,,,2.92,yes
185,A12HWPFXQPITHD,22,seqFeedback,1,0.2,1,4,A,1,4,0.25,0.04999999999999999,0.43,2.92,yes
186,A12HWPFXQPITHD,23,seqFeedback,0,0.8,8,2,D,1,4,0.6,,,2.92,yes
187,A12HWPFXQPITHD,23,seqFeedback,1,0.8,8,2,D,8,2,0.68,0.12,0.0,2.92,yes
188,A13WTEQ06V3B6D,0,seqFeedback,0,0.5,8,2,D,5,5,0.65,,,3.8,yes
189,A13WTEQ06V3B6D,0,seqFeedback,1,0.5,8,2,D,5,5,0.6,0.09999999999999998,0.0,3.8,yes
190,A13WTEQ06V3B6D,1,nonSeqPartial,0,0.5,1,4,A,10,10,0.44,0.06,0.0,3.8,yes
191,A13WTEQ06V3B6D,2,nonSeqFull,0,0.2,1,4,A,2,8,0.2,0.0,0.4,3.8,yes
192,A13WTEQ06V3B6D,3,seqFeedback,0,0.2,2,8,C,1,4,0.2,,,3.8,yes
193,A13WTEQ06V3B6D,3,seqFeedback,1,0.2,2,8,C,1,4,0.2,0.0,0.4,3.8,yes
194,A13WTEQ06V3B6D,4,seqNoFeedback,0,0.2,2,8,C,1,4,,,,3.8,yes
195,A13WTEQ06V3B6D,4,seqNoFeedback,1,0.2,2,8,C,1,4,0.2,0.0,0.4,3.8,yes
196,A13WTEQ06V3B6D,5,seqFeedback,0,0.8,1,4,A,5,1,0.5454545454545454,,,3.8,yes
197,A13WTEQ06V3B6D,5,seqFeedback,1,0.8,1,4,A,9,1,0.7142857142857143,0.08571428571428574,0.0,3.8,yes
198,A13WTEQ06V3B6D,6,nonSeqFull,0,0.8,4,1,B,8,1,0.8571428571428571,0.05714285714285705,0.0,3.8,yes
199,A13WTEQ06V3B6D,7,nonSeqPartial,0,0.2,2,8,C,1,4,0.2,0.0,0.45,3.8,yes
200,A13WTEQ06V3B6D,8,seqFeedback,0,0.5,4,1,B,2,2,0.6666666666666666,,,3.8,yes
201,A13WTEQ06V3B6D,8,seqFeedback,1,0.5,4,1,B,4,4,0.5882352941176471,0.08823529411764708,0.0,3.8,yes
202,A13WTEQ06V3B6D,9,nonSeqPartial,0,0.5,2,8,C,4,4,0.3333333333333333,0.16666666666666669,0.0,3.8,yes
203,A13WTEQ06V3B6D,10,nonSeqPartial,0,0.8,4,1,B,8,2,0.8,0.0,0.4,3.8,yes
204,A13WTEQ06V3B6D,11,nonSeqFull,0,0.5,4,1,B,5,5,0.6,0.09999999999999998,0.0,3.8,yes
205,A13WTEQ06V3B6D,12,seqNoFeedback,0,0.2,4,1,B,1,4,,,,3.8,yes
206,A13WTEQ06V3B6D,12,seqNoFeedback,1,0.2,4,1,B,1,4,0.4,0.2,0.0,3.8,yes
207,A13WTEQ06V3B6D,13,seqFeedback,0,0.8,2,8,C,4,1,0.4,,,3.8,yes
208,A13WTEQ06V3B6D,13,seqFeedback,1,0.8,2,8,C,8,2,0.56,0.24,0.0,3.8,yes
209,A13WTEQ06V3B6D,14,nonSeqPartial,0,0.8,2,8,C,8,2,0.5,0.30000000000000004,0.0,3.8,yes
210,A13WTEQ06V3B6D,15,nonSeqFull,0,0.5,2,8,C,5,5,0.35,0.15000000000000002,0.0,3.8,yes
211,A13WTEQ06V3B6D,16,seqNoFeedback,0,0.5,2,8,C,15,15,,,,3.8,yes
212,A13WTEQ06V3B6D,16,seqNoFeedback,1,0.5,2,8,C,15,15,0.45714285714285713,0.04285714285714287,0.0,3.8,yes
213,A13WTEQ06V3B6D,17,nonSeqFull,0,0.2,2,8,C,2,8,0.2,0.0,0.4,3.8,yes
214,A13WTEQ06V3B6D,18,nonSeqFull,0,0.8,8,2,D,8,2,0.8,0.0,0.4,3.8,yes
215,A13WTEQ06V3B6D,19,seqNoFeedback,0,0.8,1,4,A,8,2,,,,3.8,yes
216,A13WTEQ06V3B6D,19,seqNoFeedback,1,0.8,1,4,A,8,2,0.68,0.12,0.0,3.8,yes
217,A13WTEQ06V3B6D,20,seqNoFeedback,0,0.5,4,1,B,10,10,,,,3.8,yes
218,A13WTEQ06V3B6D,20,seqNoFeedback,1,0.5,4,1,B,10,10,0.5333333333333333,0.033333333333333326,0.1,3.8,yes
219,A13WTEQ06V3B6D,21,seqNoFeedback,0,0.8,2,8,C,8,2,,,,3.8,yes
220,A13WTEQ06V3B6D,21,seqNoFeedback,1,0.8,2,8,C,8,2,0.6,0.20000000000000007,0.0,3.8,yes
221,A13WTEQ06V3B6D,22,seqFeedback,0,0.2,1,4,A,1,4,0.2,,,3.8,yes
222,A13WTEQ06V3B6D,22,seqFeedback,1,0.2,1,4,A,1,4,0.2,0.0,0.4,3.8,yes
223,A13WTEQ06V3B6D,23,nonSeqPartial,0,0.2,1,4,A,1,4,0.2,0.0,0.45,3.8,yes
224,A146MSML39KY98,0,seqNoFeedback,0,0.2,8,2,D,2,8,,,,4.0,yes
