speaker_alpha,listener_alpha,guess_cost,block_type,theta,student_a,student_b,first_examples_a,first_examples_b,teacher_knowledge,feedback_choice,first_guess
16,16,0.2,,0.01,1,9,2,3,0.39384537629977523,0.717836024897369,2.9417117088716555e-21
16,16,0.2,,0.01,1,9,3,2,0.5745144219927182,0.020202925220312844,3.8908164577442792e-47
16,16,0.2,,0.01,1,9,4,1,0.6649043098990518,0.03905550625613452,4.0828592464579316e-73
16,16,0.2,,0.3,9,1,0,5,0.5762754877231439,0.030125811798380496,0.4077969604507323
16,16,0.2,,0.3,9,1,1,4,0.6649043098990518,0.039055506256134534,4.827540918606428e-9
16,16,0.2,,0.3,9,1,2,3,0.5745144219927181,0.020202925220312792,0.13822836701092306
16,16,0.2,,0.3,9,1,3,2,0.3938453762997748,0.7178360248973703,0.40923193555033777
16,16,0.2,,0.3,9,1,4,1,0.015532720566025603,0.039679371310625766,0.976700919137273
16,16,0.2,,0.3,1,9,0,5,0.3902349951606318,0.08589625354279881,0.19561476726671645
16,16,0.2,,0.3,1,9,1,4,0.015532720566025575,0.03967937131062579,4.243854189907189e-8
16,16,0.2,,0.3,1,9,2,3,0.39384537629977523,0.717836024897369,0.5907680644496627
16,16,0.2,,0.3,1,9,3,2,0.5745144219927182,0.020202925220312844,0.8617716329890771
16,16,0.2,,0.3,1,9,4,1,0.6649043098990518,0.03905550625613452,0.9973564648345996
16,16,0.2,,0.7,9,1,0,5,0.5762754877231439,0.030125811798380496,0.04881931068142287
16,16,0.2,,0.7,9,1,1,4,0.6649043098990518,0.039055506256134534,0.9973564648345996
16,16,0.2,,0.7,9,1,2,3,0.5745144219927181,0.020202925220312792,0.861771632989077
16,16,0.2,,0.7,9,1,3,2,0.3938453762997748,0.7178360248973703,0.5907680644496622
16,16,0.2,,0.7,9,1,4,1,0.015532720566025603,0.039679371310625766,4.2438541899071584e-8
16,16,0.2,,0.7,1,9,0,5,0.3902349951606318,0.08589625354279881,0.023417972724742275
16,16,0.2,,0.7,1,9,1,4,0.015532720566025575,0.03967937131062579,0.9767009191372731
16,16,0.2,,0.7,1,9,2,3,0.39384537629977523,0.717836024897369,0.40923193555033727
16,16,0.2,,0.7,1,9,3,2,0.5745144219927182,0.020202925220312844,0.13822836701092286
16,16,0.2,,0.7,1,9,4,1,0.6649043098990518,0.03905550625613452,4.8275409186063934e-9
16,16,0.2,,0.99,9,1,0,5,0.5762754877231439,0.030125811798380496,1.8120538311481007e-100
16,16,0.2,,0.99,9,1,1,4,0.6649043098990518,0.039055506256134534,4.0828592464580485e-73
16,16,0.2,,0.99,9,1,2,3,0.5745144219927181,0.020202925220312792,3.890816457744445e-47
16,16,0.2,,0.99,9,1,3,2,0.3938453762997748,0.7178360248973703,2.9417117088716765e-21
16,16,0.2,,0.99,9,1,4,1,0.015532720566025603,0.039679371310625766,0.02329903842418504
16,16,0.2,,0.99,1,9,0,5,0.3902349951606318,0.08589625354279881,8.692180737762454e-101
16,16,0.2,,0.99,1,9,1,4,0.015532720566025575,0.03967937131062579,3.9983020307437954e-73
16,16,0.2,,0.99,1,9,2,3,0.39384537629977523,0.717836024897369,1.847643028526174e-47
16,16,0.2,,0.99,1,9,3,2,0.5745144219927182,0.020202925220312844,6.883039727495095e-22
16,16,0.2,,0.99,1,9,4,1,0.6649043098990518,0.03905550625613452,0.0026435303378593775
16,16,0.3,,0.01,9,1,0,5,0.5762754877231439,0.006232139034037829,0.5433837288678448
16,16,0.3,,0.01,9,1,1,4,0.6649043098990518,0.008138861773996458,0.0026435303378593727
16,16,0.3,,0.01,9,1,2,3,0.5745144219927181,0.004145746373309454,6.883039727495046e-22
16,16,0.3,,0.01,9,1,3,2,0.3938453762997748,0.33933766220815653,1.8476430285260952e-47
16,16,0.3,,0.01,9,1,4,1,0.015532720566025603,0.008273122158350266,3.9983020307437954e-73
16,16,0.3,,0.01,1,9,0,5,0.3902349951606318,0.01861853112593302,0.7809672600085413
16,16,0.3,,0.01,1,9,1,4,0.015532720566025575,0.008273122158350273,0.023299038424184987
16,16,0.3,,0.01,1,9,2,3,0.39384537629977523,0.3393376622081553,2.9417117088716555e-21
16,16,0.3,,0.01,1,9,3,2,0.5745144219927182,0.004145746373309477,3.8908164577442792e-47
16,16,0.3,,0.01,1,9,4,1,0.6649043098990518,0.008138861773996451,4.0828592464579316e-73
16,16,0.3,,0.3,9,1,0,5,0.5762754877231439,0.006232139034037829,0.4077969604507323
16,16,0.3,,0.3,9,1,1,4,0.6649043098990518,0.008138861773996458,4.827540918606428e-9
16,16,0.3,,0.3,9,1,2,3,0.5745144219927181,0.004145746373309454,0.13822836701092306
16,16,0.3,,0.3,9,1,3,2,0.3938453762997748,0.33933766220815653,0.40923193555033777
16,16,0.3,,0.3,9,1,4,1,0.015532720566025603,0.008273122158350266,0.976700919137273
16,16,0.3,,0.3,1,9,0,5,0.3902349951606318,0.01861853112593302,0.19561476726671645
16,16,0.3,,0.3,1,9,1,4,0.015532720566025575,0.008273122158350273,4.243854189907189e-8
16,16,0.3,,0.3,1,9,2,3,0.39384537629977523,0.3393376622081553,0.5907680644496627
16,16,0.3,,0.3,1,9,3,2,0.5745144219927182,0.004145746373309477,0.8617716329890771
16,16,0.3,,0.3,1,9,4,1,0.6649043098990518,0.008138861773996451,0.9973564648345996
16,16,0.3,,0.7,9,1,0,5,0.5762754877231439,0.006232139034037829,0.04881931068142287
16,16,0.3,,0.7,9,1,1,4,0.6649043098990518,0.008138861773996458,0.9973564648345996
16,16,0.3,,0.7,9,1,2,3,0.5745144219927181,0.004145746373309454,0.861771632989077
16,16,0.3,,0.7,9,1,3,2,0.3938453762997748,0.33933766220815653,0.5907680644496622
16,16,0.3,,0.7,9,1,4,1,0.015532720566025603,0.008273122158350266,4.2438541899071584e-8
16,16,0.3,,0.7,1,9,0,5,0.3902349951606318,0.01861853112593302,0.023417972724742275
16,16,0.3,,0.7,1,9,1,4,0.015532720566025575,0.008273122158350273,0.9767009191372731
16,16,0.3,,0.7,1,9,2,3,0.39384537629977523,0.3393376622081553,0.40923193555033727
16,16,0.3,,0.7,1,9,3,2,0.5745144219927182,0.004145746373309477,0.13822836701092286
16,16,0.3,,0.7,1,9,4,1,0.6649043098990518,0.008138861773996451,4.8275409186063934e-9
16,16,0.3,,0.99,9,1,0,5,0.5762754877231439,0.006232139034037829,1.8120538311481007e-100
16,16,0.3,,0.99,9,1,1,4,0.6649043098990518,0.008138861773996458,4.0828592464580485e-73
16,16,0.3,,0.99,9,1,2,3,0.5745144219927181,0.004145746373309454,3.890816457744445e-47
16,16,0.3,,0.99,9,1,3,2,0.3938453762997748,0.33933766220815653,2.9417117088716765e-21
16,16,0.3,,0.99,9,1,4,1,0.015532720566025603,0.008273122158350266,0.02329903842418504
16,16,0.3,,0.99,1,9,0,5,0.3902349951606318,0.01861853112593302,8.692180737762454e-101
16,16,0.3,,0.99,1,9,1,4,0.015532720566025575,0.008273122158350273,3.9983020307437954e-73
16,16,0.3,,0.99,1,9,2,3,0.39384537629977523,0.3393376622081553,1.847643028526174e-47
16,16,0.3,,0.99,1,9,3,2,0.5745144219927182,0.004145746373309477,6.883039727495095e-22
16,16,0.3,,0.99,1,9,4,1,0.6649043098990518,0.008138861773996451,0.0026435303378593775
16,16,0.4,,0.01,9,1,0,5,0.5762754877231439,0.0012645368401309146,0.5433837288678448
16,16,0.4,,0.01,9,1,1,4,0.6649043098990518,0.0016539513481702121,0.0026435303378593727
16,16,0.4,,0.01,9,1,2,3,0.5745144219927181,0.0008397904008296026,6.883039727495046e-22
16,16,0.4,,0.01,9,1,3,2,0.3938453762997748,0.09395719808930439,1.8476430285260952e-47
16,16,0.4,,0.01,9,1,4,1,0.015532720566025603,0.001681416627202954,3.9983020307437954e-73
16,16,0.4,,0.01,1,9,0,5,0.3902349951606318,0.003815716296214242,0.7809672600085413
16,16,0.4,,0.01,1,9,1,4,0.015532720566025575,0.001681416627202957,0.023299038424184987
16,16,0.4,,0.01,1,9,2,3,0.39384537629977523,0.09395719808930389,2.9417117088716555e-21
16,16,0.4,,0.01,1,9,3,2,0.5745144219927182,0.0008397904008296041,3.8908164577442792e-47
16,16,0.4,,0.01,1,9,4,1,0.6649043098990518,0.0016539513481702108,4.0828592464579316e-73
16,16,0.4,,0.3,9,1,0,5,0.5762754877231439,0.0012645368401309146,0.4077969604507323
16,16,0.4,,0.3,9,1,1,4,0.6649043098990518,0.0016539513481702121,4.827540918606428e-9
16,16,0.4,,0.3,9,1,2,3,0.5745144219927181,0.0008397904008296026,0.13822836701092306
16,16,0.4,,0.3,9,1,3,2,0.3938453762997748,0.09395719808930439,0.40923193555033777
16,16,0.4,,0.3,9,1,4,1,0.015532720566025603,0.001681416627202954,0.976700919137273
16,16,0.4,,0.3,1,9,0,5,0.3902349951606318,0.003815716296214242,0.19561476726671645
16,16,0.4,,0.3,1,9,1,4,0.015532720566025575,0.001681416627202957,4.243854189907189e-8
16,16,0.4,,0.3,1,9,2,3,0.39384537629977523,0.09395719808930389,0.5907680644496627
16,16,0.4,,0.3,1,9,3,2,0.5745144219927182,0.0008397904008296041,0.8617716329890771
16,16,0.4,,0.3,1,9,4,1,0.6649043098990518,0.0016539513481702108,0.9973564648345996
16,16,0.4,,0.7,9,1,0,5,0.5762754877231439,0.0012645368401309146,0.04881931068142287
16,16,0.4,,0.7,9,1,1,4,0.6649043098990518,0.0016539513481702121,0.9973564648345996
16,16,0.4,,0.7,9,1,2,3,0.5745144219927181,0.0008397904008296026,0.861771632989077
16,16,0.4,,0.7,9,1,3,2,0.3938453762997748,0.09395719808930439,0.5907680644496622
16,16,0.4,,0.7,9,1,4,1,0.015532720566025603,0.001681416627202954,4.2438541899071584e-8
16,16,0.4,,0.7,1,9,0,5,0.3902349951606318,0.003815716296214242,0.023417972724742275
16,16,0.4,,0.7,1,9,1,4,0.015532720566025575,0.001681416627202957,0.9767009191372731
16,16,0.4,,0.7,1,9,2,3,0.39384537629977523,0.09395719808930389,0.40923193555033727
16,16,0.4,,0.7,1,9,3,2,0.5745144219927182,0.0008397904008296041,0.13822836701092286
16,16,0.4,,0.7,1,9,4,1,0.6649043098990518,0.0016539513481702108,4.8275409186063934e-9
16,16,0.4,,0.99,9,1,0,5,0.5762754877231439,0.0012645368401309146,1.8120538311481007e-100
16,16,0.4,,0.99,9,1,1,4,0.6649043098990518,0.0016539513481702121,4.0828592464580485e-73
16,16,0.4,,0.99,9,1,2,3,0.5745144219927181,0.0008397904008296026,3.890816457744445e-47
16,16,0.4,,0.99,9,1,3,2,0.3938453762997748,0.09395719808930439,2.9417117088716765e-21
16,16,0.4,,0.99,9,1,4,1,0.015532720566025603,0.001681416627202954,0.02329903842418504
16,16,0.4,,0.99,1,9,0,5,0.3902349951606318,0.003815716296214242,8.692180737762454e-101
16,16,0.4,,0.99,1,9,1,4,0.015532720566025575,0.001681416627202957,3.9983020307437954e-73
16,16,0.4,,0.99,1,9,2,3,0.39384537629977523,0.09395719808930389,1.847643028526174e-47
16,16,0.4,,0.99,1,9,3,2,0.5745144219927182,0.0008397904008296041,6.883039727495095e-22
16,16,0.4,,0.99,1,9,4,1,0.6649043098990518,0.0016539513481702108,0.0026435303378593775
16,16,0.5,,0.01,9,1,0,5,0.5762754877231439,0.0002555635075779407,0.5433837288678448
16,16,0.5,,0.01,9,1,1,4,0.6649043098990518,0.00033436839254148384,0.0026435303378593727
16,16,0.5,,0.01,9,1,2,3,0.5745144219927181,0.00016966447362907705,6.883039727495046e-22
16,16,0.5,,0.01,9,1,3,2,0.3938453762997748,0.02050743369179388,1.8476430285260952e-47
16,16,0.5,,0.01,9,1,4,1,0.015532720566025603,0.0003399283272678247,3.9983020307437954e-73
16,16,0.5,,0.01,1,9,0,5,0.3902349951606318,0.0007727330660428049,0.7809672600085413
16,16,0.5,,0.01,1,9,1,4,0.015532720566025575,0.00033992832726782496,0.023299038424184987
16,16,0.5,,0.01,1,9,2,3,0.39384537629977523,0.020507433691793735,2.9417117088716555e-21
16,16,0.5,,0.01,1,9,3,2,0.5745144219927182,0.00016966447362907794,3.8908164577442792e-47
16,16,0.5,,0.01,1,9,4,1,0.6649043098990518,0.00033436839254148384,4.0828592464579316e-73
16,16,0.5,,0.3,9,1,0,5,0.5762754877231439,0.0002555635075779407,0.4077969604507323
16,16,0.5,,0.3,9,1,1,4,0.6649043098990518,0.00033436839254148384,4.827540918606428e-9
16,16,0.5,,0.3,9,1,2,3,0.5745144219927181,0.00016966447362907705,0.13822836701092306
16,16,0.5,,0.3,9,1,3,2,0.3938453762997748,0.02050743369179388,0.40923193555033777
16,16,0.5,,0.3,9,1,4,1,0.015532720566025603,0.0003399283272678247,0.976700919137273
16,16,0.5,,0.3,1,9,0,5,0.3902349951606318,0.0007727330660428049,0.19561476726671645
16,16,0.5,,0.3,1,9,1,4,0.015532720566025575,0.00033992832726782496,4.243854189907189e-8
16,16,0.5,,0.3,1,9,2,3,0.39384537629977523,0.020507433691793735,0.5907680644496627
16,16,0.5,,0.3,1,9,3,2,0.5745144219927182,0.00016966447362907794,0.8617716329890771
16,16,0.5,,0.3,1,9,4,1,0.6649043098990518,0.00033436839254148384,0.9973564648345996
16,16,0.5,,0.7,9,1,0,5,0.5762754877231439,0.0002555635075779407,0.04881931068142287
16,16,0.5,,0.7,9,1,1,4,0.6649043098990518,0.00033436839254148384,0.9973564648345996
16,16,0.5,,0.7,9,1,2,3,0.5745144219927181,0.00016966447362907705,0.861771632989077
16,16,0.5,,0.7,9,1,3,2,0.3938453762997748,0.02050743369179388,0.5907680644496622
16,16,0.5,,0.7,9,1,4,1,0.015532720566025603,0.0003399283272678247,4.2438541899071584e-8
16,16,0.5,,0.7,1,9,0,5,0.3902349951606318,0.0007727330660428049,0.023417972724742275
16,16,0.5,,0.7,1,9,1,4,0.015532720566025575,0.00033992832726782496,0.9767009191372731
16,16,0.5,,0.7,1,9,2,3,0.39384537629977523,0.020507433691793735,0.40923193555033727
16,16,0.5,,0.7,1,9,3,2,0.5745144219927182,0.00016966447362907794,0.13822836701092286
16,16,0.5,,0.7,1,9,4,1,0.6649043098990518,0.00033436839254148384,4.8275409186063934e-9
16,16,0.5,,0.99,9,1,0,5,0.5762754877231439,0.0002555635075779407,1.8120538311481007e-100
16,16,0.5,,0.99,9,1,1,4,0.6649043098990518,0.00033436839254148384,4.0828592464580485e-73
16,16,0.5,,0.99,9,1,2,3,0.5745144219927181,0.00016966447362907705,3.890816457744445e-47
16,16,0.5,,0.99,9,1,3,2,0.3938453762997748,0.02050743369179388,2.9417117088716765e-21
16,16,0.5,,0.99,9,1,4,1,0.015532720566025603,0.0003399283272678247,0.02329903842418504
16,16,0.5,,0.99,1,9,0,5,0.3902349951606318,0.0007727330660428049,8.692180737762454e-101
16,16,0.5,,0.99,1,9,1,4,0.015532720566025575,0.00033992832726782496,3.9983020307437954e-73
16,16,0.5,,0.99,1,9,2,3,0.39384537629977523,0.020507433691793735,1.847643028526174e-47
16,16,0.5,,0.99,1,9,3,2,0.5745144219927182,0.00016966447362907794,6.883039727495095e-22
16,16,0.5,,0.99,1,9,4,1,0.6649043098990518,0.00033436839254148384,0.0026435303378593775
16,16,0.6,,0.01,9,1,0,5,0.5762754877231439,0.000051607908571631575,0.5433837288678448
16,16,0.6,,0.01,9,1,1,4,0.6649043098990518,0.0000675258341647551,0.0026435303378593727
16,16,0.6,,0.01,9,1,2,3,0.5745144219927181,0.00003425930549905839,6.883039727495046e-22
16,16,0.6,,0.01,9,1,3,2,0.3938453762997748,0.004209272852451417,1.8476430285260952e-47
16,16,0.6,,0.01,9,1,4,1,0.015532720566025603,0.00006864896997011495,3.9983020307437954e-73
16,16,0.6,,0.01,1,9,0,5,0.3902349951606318,0.00015610839068848936,0.7809672600085413
16,16,0.6,,0.01,1,9,1,4,0.015532720566025575,0.00006864896997011508,0.023299038424184987
16,16,0.6,,0.01,1,9,2,3,0.39384537629977523,0.004209272852451394,2.9417117088716555e-21
16,16,0.6,,0.01,1,9,3,2,0.5745144219927182,0.00003425930549905851,3.8908164577442792e-47
16,16,0.6,,0.01,1,9,4,1,0.6649043098990518,0.0000675258341647551,4.0828592464579316e-73
16,16,0.6,,0.3,9,1,0,5,0.5762754877231439,0.000051607908571631575,0.4077969604507323
16,16,0.6,,0.3,9,1,1,4,0.6649043098990518,0.0000675258341647551,4.827540918606428e-9
16,16,0.6,,0.3,9,1,2,3,0.5745144219927181,0.00003425930549905839,0.13822836701092306
16,16,0.6,,0.3,9,1,3,2,0.3938453762997748,0.004209272852451417,0.40923193555033777
16,16,0.6,,0.3,9,1,4,1,0.015532720566025603,0.00006864896997011495,0.976700919137273
16,16,0.6,,0.3,1,9,0,5,0.3902349951606318,0.00015610839068848936,0.19561476726671645
16,16,0.6,,0.3,1,9,1,4,0.015532720566025575,0.00006864896997011508,4.243854189907189e-8
16,16,0.6,,0.3,1,9,2,3,0.39384537629977523,0.004209272852451394,0.5907680644496627
16,16,0.6,,0.3,1,9,3,2,0.5745144219927182,0.00003425930549905851,0.8617716329890771
16,16,0.6,,0.3,1,9,4,1,0.6649043098990518,0.0000675258341647551,0.9973564648345996
16,16,0.6,,0.7,9,1,0,5,0.5762754877231439,0.000051607908571631575,0.04881931068142287
16,16,0.6,,0.7,9,1,1,4,0.6649043098990518,0.0000675258341647551,0.9973564648345996
16,16,0.6,,0.7,9,1,2,3,0.5745144219927181,0.00003425930549905839,0.861771632989077
16,16,0.6,,0.7,9,1,3,2,0.3938453762997748,0.004209272852451417,0.5907680644496622
16,16,0.6,,0.7,9,1,4,1,0.015532720566025603,0.00006864896997011495,4.2438541899071584e-8
16,16,0.6,,0.7,1,9,0,5,0.3902349951606318,0.00015610839068848936,0.023417972724742275
16,16,0.6,,0.7,1,9,1,4,0.015532720566025575,0.00006864896997011508,0.9767009191372731
16,16,0.6,,0.7,1,9,2,3,0.39384537629977523,0.004209272852451394,0.40923193555033727
16,16,0.6,,0.7,1,9,3,2,0.5745144219927182,0.00003425930549905851,0.13822836701092286
16,16,0.6,,0.7,1,9,4,1,0.6649043098990518,0.0000675258341647551,4.8275409186063934e-9
16,16,0.6,,0.99,9,1,0,5,0.5762754877231439,0.000051607908571631575,1.8120538311481007e-100
16,16,0.6,,0.99,9,1,1,4,0.6649043098990518,0.0000675258341647551,4.0828592464580485e-73
16,16,0.6,,0.99,9,1,2,3,0.5745144219927181,0.00003425930549905839,3.890816457744445e-47
16,16,0.6,,0.99,9,1,3,2,0.3938453762997748,0.004209272852451417,2.9417117088716765e-21
16,16,0.6,,0.99,9,1,4,1,0.015532720566025603,0.00006864896997011495,0.02329903842418504
16,16,0.6,,0.99,1,9,0,5,0.3902349951606318,0.00015610839068848936,8.692180737762454e-101
16,16,0.6,,0.99,1,9,1,4,0.015532720566025575,0.00006864896997011508,3.9983020307437954e-73
16,16,0.6,,0.99,1,9,2,3,0.39384537629977523,0.004209272852451394,1.847643028526174e-47
16,16,0.6,,0.99,1,9,3,2,0.5745144219927182,0.00003425930549905851,6.883039727495095e-22
16,16,0.6,,0.99,1,9,4,1,0.6649043098990518,0.0000675258341647551,0.0026435303378593775
16,16,0,,0.01,9,1,0,5,0.5762754877231439,0.4324691729915263,0.5433837288678448
16,16,0,,0.01,9,1,1,4,0.6649043098990518,0.4992668063188449,0.0026435303378593727
16,16,0,,0.01,9,1,2,3,0.5745144219927181,0.3359225678324284,6.883039727495046e-22
16,16,0,,0.01,9,1,3,2,0.3938453762997748,0.9842300400890043,1.8476430285260952e-47
16,16,0,,0.01,9,1,4,1,0.015532720566025603,0.5033910033547816,3.9983020307437954e-73
16,16,0,,0.01,1,9,0,5,0.3902349951606318,0.6974525041393638,0.7809672600085413
16,16,0,,0.01,1,9,1,4,0.015532720566025575,0.5033910033547816,0.023299038424184987
16,16,0,,0.01,1,9,2,3,0.39384537629977523,0.9842300400890043,2.9417117088716555e-21
16,16,0,,0.01,1,9,3,2,0.5745144219927182,0.3359225678324293,3.8908164577442792e-47
16,16,0,,0.01,1,9,4,1,0.6649043098990518,0.4992668063188449,4.0828592464579316e-73
16,16,0,,0.3,9,1,0,5,0.5762754877231439,0.4324691729915263,0.4077969604507323
16,16,0,,0.3,9,1,1,4,0.6649043098990518,0.4992668063188449,4.827540918606428e-9
16,16,0,,0.3,9,1,2,3,0.5745144219927181,0.3359225678324284,0.13822836701092306
16,16,0,,0.3,9,1,3,2,0.3938453762997748,0.9842300400890043,0.40923193555033777
16,16,0,,0.3,9,1,4,1,0.015532720566025603,0.5033910033547816,0.976700919137273
16,16,0,,0.3,1,9,0,5,0.3902349951606318,0.6974525041393638,0.19561476726671645
16,16,0,,0.3,1,9,1,4,0.015532720566025575,0.5033910033547816,4.243854189907189e-8
16,16,0,,0.3,1,9,2,3,0.39384537629977523,0.9842300400890043,0.5907680644496627
16,16,0,,0.3,1,9,3,2,0.5745144219927182,0.3359225678324293,0.8617716329890771
16,16,0,,0.3,1,9,4,1,0.6649043098990518,0.4992668063188449,0.9973564648345996
16,16,0,,0.7,9,1,0,5,0.5762754877231439,0.4324691729915263,0.04881931068142287
16,16,0,,0.7,9,1,1,4,0.6649043098990518,0.4992668063188449,0.9973564648345996
16,16,0,,0.7,9,1,2,3,0.5745144219927181,0.3359225678324284,0.861771632989077
16,16,0,,0.7,9,1,3,2,0.3938453762997748,0.9842300400890043,0.5907680644496622
16,16,0,,0.7,9,1,4,1,0.015532720566025603,0.5033910033547816,4.2438541899071584e-8
16,16,0,,0.7,1,9,0,5,0.3902349951606318,0.6974525041393638,0.023417972724742275
16,16,0,,0.7,1,9,1,4,0.015532720566025575,0.5033910033547816,0.9767009191372731
16,16,0,,0.7,1,9,2,3,0.39384537629977523,0.9842300400890043,0.40923193555033727
16,16,0,,0.7,1,9,3,2,0.5745144219927182,0.3359225678324293,0.13822836701092286
16,16,0,,0.7,1,9,4,1,0.6649043098990518,0.4992668063188449,4.8275409186063934e-9
16,16,0,,0.99,9,1,0,5,0.5762754877231439,0.4324691729915263,1.8120538311481007e-100
16,16,0,,0.99,9,1,1,4,0.6649043098990518,0.4992668063188449,4.0828592464580485e-73
16,16,0,,0.99,9,1,2,3,0.5745144219927181,0.3359225678324284,3.890816457744445e-47
16,16,0,,0.99,9,1,3,2,0.3938453762997748,0.9842300400890043,2.9417117088716765e-21
16,16,0,,0.99,9,1,4,1,0.015532720566025603,0.5033910033547816,0.02329903842418504
16,16,0,,0.99,1,9,0,5,0.3902349951606318,0.6974525041393638,8.692180737762454e-101
16,16,0,,0.99,1,9,1,4,0.015532720566025575,0.5033910033547816,3.9983020307437954e-73
16,16,0,,0.99,1,9,2,3,0.39384537629977523,0.9842300400890043,1.847643028526174e-47
16,16,0,,0.99,1,9,3,2,0.5745144219927182,0.3359225678324293,6.883039727495095e-22
16,16,0,,0.99,1,9,4,1,0.6649043098990518,0.4992668063188449,0.0026435303378593775
16,1,0.1,,0.01,9,1,0,5,0.5762754877231439,0.481128563566291,0.5433837288678448
