subject_id,alpha,costWeight,block_type,trial_num,theta,student_class,heads,tails
6,8,0.001,seqFeedback,0,0.7,A,51,13
6,8,0.001,seqFeedback,1,0.7,A,3,4
6,8,0.001,seqFeedback,0,0.7,B,47,12
6,8,0.001,seqFeedback,1,0.7,B,4,13
6,8,0.001,nonSeqFull,0,0.3,A,23,46
6,8,0.001,nonSeqFull,0,0.3,B,12,50
6,8,0.001,nonSeqFull,0,0.7,A,23,1
6,8,0.001,nonSeqFull,0,0.7,B,49,21
6,8,0.001,nonSeqPartial,0,0.3,A,15,34
6,8,0.001,nonSeqPartial,0,0.3,B,12,53
6,8,0.001,nonSeqPartial,0,0.7,A,42,8
6,8,0.001,nonSeqPartial,0,0.7,B,44,24
6,8,0.001,seqNoFeedback,0,0.3,A,22,43
6,8,0.001,seqNoFeedback,1,0.3,A,6,53
6,8,0.001,seqNoFeedback,0,0.3,B,21,37
6,8,0.001,seqNoFeedback,1,0.3,B,0,9
6,8,0.001,seqNoFeedback,0,0.7,A,30,16
6,8,0.001,seqNoFeedback,1,0.7,A,41,18
6,8,0.001,seqNoFeedback,0,0.7,B,45,10
6,8,0.001,seqNoFeedback,1,0.7,B,3,3
7,8,0.001,seqFeedback,0,0.3,A,22,35
7,8,0.001,seqFeedback,1,0.3,A,1,14
7,8,0.001,seqFeedback,0,0.3,B,8,42
7,8,0.001,seqFeedback,1,0.3,B,9,27
7,8,0.001,seqFeedback,0,0.7,A,44,23
7,8,0.001,seqFeedback,1,0.7,A,32,5
7,8,0.001,seqFeedback,0,0.7,B,44,23
7,8,0.001,seqFeedback,1,0.7,B,31,12
7,8,0.001,nonSeqFull,0,0.3,A,23,46
7,8,0.001,nonSeqFull,0,0.3,B,10,44
7,8,0.001,nonSeqFull,0,0.7,A,37,11
7,8,0.001,nonSeqFull,0,0.7,B,25,15
7,8,0.001,nonSeqPartial,0,0.3,A,5,37
7,8,0.001,nonSeqPartial,0,0.3,B,0,20
7,8,0.001,nonSeqPartial,0,0.7,A,34,15
7,8,0.001,nonSeqPartial,0,0.7,B,49,14
7,8,0.001,seqNoFeedback,0,0.3,A,11,47
7,8,0.001,seqNoFeedback,1,0.3,A,16,40
7,8,0.001,seqNoFeedback,0,0.3,B,13,52
7,8,0.001,seqNoFeedback,1,0.3,B,27,28
7,8,0.001,seqNoFeedback,0,0.7,A,36,20
7,8,0.001,seqNoFeedback,1,0.7,A,60,8
7,8,0.001,seqNoFeedback,0,0.7,B,46,21
7,8,0.001,seqNoFeedback,1,0.7,B,35,6
8,8,0.001,seqFeedback,0,0.3,A,13,54
8,8,0.001,seqFeedback,1,0.3,A,28,32
8,8,0.001,seqFeedback,0,0.3,B,14,56
8,8,0.001,seqFeedback,1,0.3,B,1,2
8,8,0.001,seqFeedback,0,0.7,A,52,14
8,8,0.001,seqFeedback,1,0.7,A,9,4
8,8,0.001,seqFeedback,0,0.7,B,49,16
8,8,0.001,seqFeedback,1,0.7,B,28,22
8,8,0.001,nonSeqFull,0,0.3,A,19,31
8,8,0.001,nonSeqFull,0,0.3,B,13,47
8,8,0.001,nonSeqFull,0,0.7,A,22,3
8,8,0.001,nonSeqFull,0,0.7,B,41,22
8,8,0.001,nonSeqPartial,0,0.3,A,24,42
8,8,0.001,nonSeqPartial,0,0.3,B,14,53
8,8,0.001,nonSeqPartial,0,0.7,A,46,24
8,8,0.001,nonSeqPartial,0,0.7,B,45,25
8,8,0.001,seqNoFeedback,0,0.3,A,15,54
8,8,0.001,seqNoFeedback,1,0.3,A,7,17
8,8,0.001,seqNoFeedback,0,0.3,B,18,34
8,8,0.001,seqNoFeedback,1,0.3,B,13,29
8,8,0.001,seqNoFeedback,0,0.7,A,11,8
8,8,0.001,seqNoFeedback,1,0.7,A,35,15
8,8,0.001,seqNoFeedback,0,0.7,B,26,15
8,8,0.001,seqNoFeedback,1,0.7,B,45,8
9,8,0.001,seqFeedback,0,0.3,A,16,30
9,8,0.001,seqFeedback,1,0.3,A,16,40
9,8,0.001,seqFeedback,0,0.3,B,16,52
9,8,0.001,seqFeedback,1,0.3,B,11,24
9,8,0.001,seqFeedback,0,0.7,A,40,11
9,8,0.001,seqFeedback,1,0.7,A,25,9
9,8,0.001,seqFeedback,0,0.7,B,28,17
9,8,0.001,seqFeedback,1,0.7,B,17,6
9,8,0.001,nonSeqFull,0,0.3,A,20,44
9,8,0.001,nonSeqFull,0,0.3,B,14,56
9,8,0.001,nonSeqFull,0,0.7,A,25,3
9,8,0.001,nonSeqFull,0,0.7,B,37,19
9,8,0.001,nonSeqPartial,0,0.3,A,17,32
9,8,0.001,nonSeqPartial,0,0.3,B,13,25
9,8,0.001,nonSeqPartial,0,0.7,A,51,14
9,8,0.001,nonSeqPartial,0,0.7,B,41,9
9,8,0.001,seqNoFeedback,0,0.3,A,13,55
9,8,0.001,seqNoFeedback,1,0.3,A,11,15
9,8,0.001,seqNoFeedback,0,0.3,B,9,36
9,8,0.001,seqNoFeedback,1,0.3,B,1,9
9,8,0.001,seqNoFeedback,0,0.7,A,31,15
9,8,0.001,seqNoFeedback,1,0.7,A,50,12
9,8,0.001,seqNoFeedback,0,0.7,B,49,11
9,8,0.001,seqNoFeedback,1,0.7,B,42,26
10,8,0.001,seqFeedback,0,0.3,A,19,41
10,8,0.001,seqFeedback,1,0.3,A,1,1
10,8,0.001,seqFeedback,0,0.3,B,17,31
10,8,0.001,seqFeedback,1,0.3,B,15,53
10,8,0.001,seqFeedback,0,0.7,A,49,14
10,8,0.001,seqFeedback,1,0.7,A,6,2
10,8,0.001,seqFeedback,0,0.7,B,29,13
10,8,0.001,seqFeedback,1,0.7,B,46,21
10,8,0.001,nonSeqFull,0,0.3,A,16,32
10,8,0.001,nonSeqFull,0,0.3,B,8,43
10,8,0.001,nonSeqFull,0,0.7,A,45,9
10,8,0.001,nonSeqFull,0,0.7,B,31,19
10,8,0.001,nonSeqPartial,0,0.3,A,24,46
10,8,0.001,nonSeqPartial,0,0.3,B,18,39
10,8,0.001,nonSeqPartial,0,0.7,A,42,24
10,8,0.001,nonSeqPartial,0,0.7,B,31,5
10,8,0.001,seqNoFeedback,0,0.3,A,11,48
10,8,0.001,seqNoFeedback,1,0.3,A,8,22
10,8,0.001,seqNoFeedback,0,0.3,B,4,27
10,8,0.001,seqNoFeedback,1,0.3,B,24,37
10,8,0.001,seqNoFeedback,0,0.7,A,45,11
10,8,0.001,seqNoFeedback,1,0.7,A,21,6
10,8,0.001,seqNoFeedback,0,0.7,B,32,19
10,8,0.001,seqNoFeedback,1,0.7,B,27,7
11,8,0.001,seqFeedback,0,0.3,A,19,36
11,8,0.001,seqFeedback,1,0.3,A,21,47
11,8,0.001,seqFeedback,0,0.3,B,22,43
11,8,0.001,seqFeedback,1,0.3,B,7,44
11,8,0.001,seqFeedback,0,0.7,A,23,14
11,8,0.001,seqFeedback,1,0.7,A,45,9
11,8,0.001,seqFeedback,0,0.7,B,33,18
11,8,0.001,seqFeedback,1,0.7,B,38,17
11,8,0.001,nonSeqFull,0,0.3,A,18,40
11,8,0.001,nonSeqFull,0,0.3,B,8,35
11,8,0.001,nonSeqFull,0,0.7,A,47,12
11,8,0.001,nonSeqFull,0,0.7,B,32,17
11,8,0.001,nonSeqPartial,0,0.3,A,22,39
11,8,0.001,nonSeqPartial,0,0.3,B,10,44
11,8,0.001,nonSeqPartial,0,0.7,A,28,15
11,8,0.001,nonSeqPartial,0,0.7,B,47,13
11,8,0.001,seqNoFeedback,0,0.3,A,5,34
11,8,0.001,seqNoFeedback,1,0.3,A,17,30
11,8,0.001,seqNoFeedback,0,0.3,B,8,33
11,8,0.001,seqNoFeedback,1,0.3,B,23,38
11,8,0.001,seqNoFeedback,0,0.7,A,28,15
11,8,0.001,seqNoFeedback,1,0.7,A,19,9
11,8,0.001,seqNoFeedback,0,0.7,B,45,24
11,8,0.001,seqNoFeedback,1,0.7,B,5,1
12,8,0.001,seqFeedback,0,0.3,A,14,54
12,8,0.001,seqFeedback,1,0.3,A,29,32
12,8,0.001,seqFeedback,0,0.3,B,14,54
12,8,0.001,seqFeedback,1,0.3,B,14,23
12,8,0.001,seqFeedback,0,0.7,A,51,13
12,8,0.001,seqFeedback,1,0.7,A,21,10
12,8,0.001,seqFeedback,0,0.7,B,43,20
12,8,0.001,seqFeedback,1,0.7,B,18,7
12,8,0.001,nonSeqFull,0,0.3,A,12,23
12,8,0.001,nonSeqFull,0,0.3,B,15,55
12,8,0.001,nonSeqFull,0,0.7,A,35,7
12,8,0.001,nonSeqFull,0,0.7,B,35,15
12,8,0.001,nonSeqPartial,0,0.3,A,11,19
12,8,0.001,nonSeqPartial,0,0.3,B,9,40
12,8,0.001,nonSeqPartial,0,0.7,A,44,22
12,8,0.001,nonSeqPartial,0,0.7,B,38,19
12,8,0.001,seqNoFeedback,0,0.3,A,14,48
12,8,0.001,seqNoFeedback,1,0.3,A,27,32
12,8,0.001,seqNoFeedback,0,0.3,B,22,46
12,8,0.001,seqNoFeedback,1,0.3,B,9,14
12,8,0.001,seqNoFeedback,0,0.7,A,40,22
12,8,0.001,seqNoFeedback,1,0.7,A,23,9
12,8,0.001,seqNoFeedback,0,0.7,B,47,20
12,8,0.001,seqNoFeedback,1,0.7,B,44,12
13,8,0.001,seqFeedback,0,0.3,A,9,37
13,8,0.001,seqFeedback,1,0.3,A,18,16
13,8,0.001,seqFeedback,0,0.3,B,9,48
13,8,0.001,seqFeedback,1,0.3,B,20,38
13,8,0.001,seqFeedback,0,0.7,A,48,10
13,8,0.001,seqFeedback,1,0.7,A,24,14
13,8,0.001,seqFeedback,0,0.7,B,46,12
13,8,0.001,seqFeedback,1,0.7,B,15,17
13,8,0.001,nonSeqFull,0,0.3,A,21,40
13,8,0.001,nonSeqFull,0,0.3,B,11,49
13,8,0.001,nonSeqFull,0,0.7,A,43,13
13,8,0.001,nonSeqFull,0,0.7,B,41,24
13,8,0.001,nonSeqPartial,0,0.3,A,17,32
13,8,0.001,nonSeqPartial,0,0.3,B,19,39
13,8,0.001,nonSeqPartial,0,0.7,A,36,18
13,8,0.001,nonSeqPartial,0,0.7,B,48,22
13,8,0.001,seqNoFeedback,0,0.3,A,22,47
13,8,0.001,seqNoFeedback,1,0.3,A,11,10
13,8,0.001,seqNoFeedback,0,0.3,B,12,48
13,8,0.001,seqNoFeedback,1,0.3,B,13,37
13,8,0.001,seqNoFeedback,0,0.7,A,49,16
13,8,0.001,seqNoFeedback,1,0.7,A,7,1
13,8,0.001,seqNoFeedback,0,0.7,B,41,9
13,8,0.001,seqNoFeedback,1,0.7,B,16,17
14,8,0.001,seqFeedback,0,0.3,A,13,45
14,8,0.001,seqFeedback,1,0.3,A,11,7
14,8,0.001,seqFeedback,0,0.3,B,12,43
14,8,0.001,seqFeedback,1,0.3,B,13,40
14,8,0.001,seqFeedback,0,0.7,A,55,12
14,8,0.001,seqFeedback,1,0.7,A,5,2
14,8,0.001,seqFeedback,0,0.7,B,23,14
14,8,0.001,seqFeedback,1,0.7,B,47,18
14,8,0.001,nonSeqFull,0,0.3,A,19,37
14,8,0.001,nonSeqFull,0,0.3,B,12,41
14,8,0.001,nonSeqFull,0,0.7,A,44,9
14,8,0.001,nonSeqFull,0,0.7,B,46,24
14,8,0.001,nonSeqPartial,0,0.3,A,11,45
14,8,0.001,nonSeqPartial,0,0.3,B,18,33
14,8,0.001,nonSeqPartial,0,0.7,A,49,12
14,8,0.001,nonSeqPartial,0,0.7,B,37,6
14,8,0.001,seqNoFeedback,0,0.3,A,7,37
14,8,0.001,seqNoFeedback,1,0.3,A,9,19
14,8,0.001,seqNoFeedback,0,0.3,B,8,38
14,8,0.001,seqNoFeedback,1,0.3,B,21,40
14,8,0.001,seqNoFeedback,0,0.7,A,28,3
14,8,0.001,seqNoFeedback,1,0.7,A,32,27
14,8,0.001,seqNoFeedback,0,0.7,B,45,11
14,8,0.001,seqNoFeedback,1,0.7,B,19,5
15,8,0.001,seqFeedback,0,0.3,A,13,46
15,8,0.001,seqFeedback,1,0.3,A,28,40
15,8,0.001,seqFeedback,0,0.3,B,14,53
15,8,0.001,seqFeedback,1,0.3,B,0,2
15,8,0.001,seqFeedback,0,0.7,A,35,17
15,8,0.001,seqFeedback,1,0.7,A,33,4
15,8,0.001,seqFeedback,0,0.7,B,38,21
15,8,0.001,seqFeedback,1,0.7,B,8,7
15,8,0.001,nonSeqFull,0,0.3,A,11,15
15,8,0.001,nonSeqFull,0,0.3,B,15,51
15,8,0.001,nonSeqFull,0,0.7,A,55,13
15,8,0.001,nonSeqFull,0,0.7,B,34,17
15,8,0.001,nonSeqPartial,0,0.3,A,16,49
15,8,0.001,nonSeqPartial,0,0.3,B,14,51
15,8,0.001,nonSeqPartial,0,0.7,A,44,14
15,8,0.001,nonSeqPartial,0,0.7,B,49,20
15,8,0.001,seqNoFeedback,0,0.3,A,20,46
15,8,0.001,seqNoFeedback,1,0.3,A,3,27
15,8,0.001,seqNoFeedback,0,0.3,B,2,25
15,8,0.001,seqNoFeedback,1,0.3,B,21,42
15,8,0.001,seqNoFeedback,0,0.7,A,47,9
15,8,0.001,seqNoFeedback,1,0.7,A,1,4
15,8,0.001,seqNoFeedback,0,0.7,B,53,17
15,8,0.001,seqNoFeedback,1,0.7,B,0,10
16,8,0.001,seqFeedback,0,0.3,A,2,19
16,8,0.001,seqFeedback,1,0.3,A,26,40
16,8,0.001,seqFeedback,0,0.3,B,15,50
16,8,0.001,seqFeedback,1,0.3,B,14,49
16,8,0.001,seqFeedback,0,0.7,A,54,16
16,8,0.001,seqFeedback,1,0.7,A,9,1
16,8,0.001,seqFeedback,0,0.7,B,40,19
16,8,0.001,seqFeedback,1,0.7,B,0,2
16,8,0.001,nonSeqFull,0,0.3,A,4,4
16,8,0.001,nonSeqFull,0,0.3,B,11,44
16,8,0.001,nonSeqFull,0,0.7,A,49,13
16,8,0.001,nonSeqFull,0,0.7,B,45,20
16,8,0.001,nonSeqPartial,0,0.3,A,7,43
16,8,0.001,nonSeqPartial,0,0.3,B,21,46
16,8,0.001,nonSeqPartial,0,0.7,A,51,14
16,8,0.001,nonSeqPartial,0,0.7,B,43,21
16,8,0.001,seqNoFeedback,0,0.3,A,20,38
16,8,0.001,seqNoFeedback,1,0.3,A,18,51
16,8,0.001,seqNoFeedback,0,0.3,B,20,40
16,8,0.001,seqNoFeedback,1,0.3,B,17,40
16,8,0.001,seqNoFeedback,0,0.7,A,55,13
16,8,0.001,seqNoFeedback,1,0.7,A,9,18
16,8,0.001,seqNoFeedback,0,0.7,B,18,13
16,8,0.001,seqNoFeedback,1,0.7,B,40,16
17,8,0.001,seqFeedback,0,0.3,A,22,47
17,8,0.001,seqFeedback,1,0.3,A,12,32
17,8,0.001,seqFeedback,0,0.3,B,22,41
17,8,0.001,seqFeedback,1,0.3,B,4,39
17,8,0.001,seqFeedback,0,0.7,A,47,22
17,8,0.001,seqFeedback,1,0.7,A,30,5
17,8,0.001,seqFeedback,0,0.7,B,50,11
17,8,0.001,seqFeedback,1,0.7,B,33,30
17,8,0.001,nonSeqFull,0,0.3,A,21,41
17,8,0.001,nonSeqFull,0,0.3,B,14,56
17,8,0.001,nonSeqFull,0,0.7,A,51,16
17,8,0.001,nonSeqFull,0,0.7,B,45,24
17,8,0.001,nonSeqPartial,0,0.3,A,9,37
17,8,0.001,nonSeqPartial,0,0.3,B,10,44
17,8,0.001,nonSeqPartial,0,0.7,A,41,17
17,8,0.001,nonSeqPartial,0,0.7,B,41,11
17,8,0.001,seqNoFeedback,0,0.3,A,23,47
17,8,0.001,seqNoFeedback,1,0.3,A,14,51
17,8,0.001,seqNoFeedback,0,0.3,B,17,53
17,8,0.001,seqNoFeedback,1,0.3,B,3,15
17,8,0.001,seqNoFeedback,0,0.7,A,31,20
17,8,0.001,seqNoFeedback,1,0.7,A,36,2
17,8,0.001,seqNoFeedback,0,0.7,B,37,9
17,8,0.001,seqNoFeedback,1,0.7,B,9,3
18,8,0.001,seqFeedback,0,0.3,A,22,41
18,8,0.001,seqFeedback,1,0.3,A,12,33
18,8,0.001,seqFeedback,0,0.3,B,20,45
18,8,0.001,seqFeedback,1,0.3,B,4,31
18,8,0.001,seqFeedback,0,0.7,A,49,14
18,8,0.001,seqFeedback,1,0.7,A,21,10
18,8,0.001,seqFeedback,0,0.7,B,45,24
18,8,0.001,seqFeedback,1,0.7,B,23,4
18,8,0.001,nonSeqFull,0,0.3,A,20,36
18,8,0.001,nonSeqFull,0,0.3,B,11,48
18,8,0.001,nonSeqFull,0,0.7,A,25,6
18,8,0.001,nonSeqFull,0,0.7,B,31,16
18,8,0.001,nonSeqPartial,0,0.3,A,6,31
18,8,0.001,nonSeqPartial,0,0.3,B,11,52
18,8,0.001,nonSeqPartial,0,0.7,A,52,12
18,8,0.001,nonSeqPartial,0,0.7,B,52,14
18,8,0.001,seqNoFeedback,0,0.3,A,19,34
18,8,0.001,seqNoFeedback,1,0.3,A,19,44
18,8,0.001,seqNoFeedback,0,0.3,B,7,33
18,8,0.001,seqNoFeedback,1,0.3,B,0,1
18,8,0.001,seqNoFeedback,0,0.7,A,51,9
18,8,0.001,seqNoFeedback,1,0.7,A,14,6
18,8,0.001,seqNoFeedback,0,0.7,B,16,10
18,8,0.001,seqNoFeedback,1,0.7,B,55,12
19,8,0.001,seqFeedback,0,0.3,A,14,56
19,8,0.001,seqFeedback,1,0.3,A,19,20
19,8,0.001,seqFeedback,0,0.3,B,14,23
19,8,0.001,seqFeedback,1,0.3,B,8,53
19,8,0.001,seqFeedback,0,0.7,A,53,15
19,8,0.001,seqFeedback,1,0.7,A,49,18
19,8,0.001,seqFeedback,0,0.7,B,37,18
19,8,0.001,seqFeedback,1,0.7,B,28,14
19,8,0.001,nonSeqFull,0,0.3,A,19,38
19,8,0.001,nonSeqFull,0,0.3,B,15,53
19,8,0.001,nonSeqFull,0,0.7,A,33,4
19,8,0.001,nonSeqFull,0,0.7,B,44,22
19,8,0.001,nonSeqPartial,0,0.3,A,11,39
19,8,0.001,nonSeqPartial,0,0.3,B,21,48
19,8,0.001,nonSeqPartial,0,0.7,A,39,19
19,8,0.001,nonSeqPartial,0,0.7,B,51,14
19,8,0.001,seqNoFeedback,0,0.3,A,6,34
19,8,0.001,seqNoFeedback,1,0.3,A,23,26
19,8,0.001,seqNoFeedback,0,0.3,B,15,52
19,8,0.001,seqNoFeedback,1,0.3,B,4,15
19,8,0.001,seqNoFeedback,0,0.7,A,45,23
19,8,0.001,seqNoFeedback,1,0.7,A,19,6
19,8,0.001,seqNoFeedback,0,0.7,B,25,13
19,8,0.001,seqNoFeedback,1,0.7,B,15,6
20,8,0.001,seqFeedback,0,0.3,A,13,50
20,8,0.001,seqFeedback,1,0.3,A,21,26
20,8,0.001,seqFeedback,0,0.3,B,25,43
20,8,0.001,seqFeedback,1,0.3,B,8,52
20,8,0.001,seqFeedback,0,0.7,A,43,11
20,8,0.001,seqFeedback,1,0.7,A,33,13
20,8,0.001,seqFeedback,0,0.7,B,42,21
20,8,0.001,seqFeedback,1,0.7,B,9,7
20,8,0.001,nonSeqFull,0,0.3,A,18,38
20,8,0.001,nonSeqFull,0,0.3,B,1,27
20,8,0.001,nonSeqFull,0,0.7,A,52,14
20,8,0.001,nonSeqFull,0,0.7,B,29,17
20,8,0.001,nonSeqPartial,0,0.3,A,13,52
