A13FUEPWBCLBUY,1.86
A181HHZC94KPZR,0.0
A1FVXS8IM5QYO8,0.8
A1I72NHC21347A,0.48
A1K8VUKRL53OX,2.4
A1OZPLHNIU1519,4.52
A25ZZOSL7MVU22,4.62
A272X64FOZFYLB,3.0
A2I4PRZ9IZMKON,4.54
A2IE6N4H90SM8,1.9
A2QX3YJXAAHHVV,4.14
A2R75YFKVALBXE,1.2
A2S64AUN7JI7ZS,2.7
A2UR8ZKKO51K5N,0.0
A36470UBRH28GO,0.46
A3BU8UL4W258UU,1.96
A3FKXJVH0K2E3E,0.18
A3L0DCUXI7X3A9,2.54
A3LFVI65XV1T46,1.58
A3M8O363B3IAKE,1.9
A3R5OJR60C6004,1.1
A48WNR6C4CI3J,0.54
A5P12YJP805RG,1.8
A6Y7SZU9L301W,2.2
A8C3WNWRBWUXO,3.3
AN4P0SU1YSPF2,0.3
ASVRLMDNQBUD9,1.04
AX27MR7AMU52H,0.92
