alpha,costWeight,block_type,trial_num,true_theta,student_class,heads,tails
1,0.01,nonSeqFull,0,0.2,A,3,19
1,0.01,nonSeqFull,0,0.2,D,0,23
1,0.01,nonSeqFull,0,0.5,A,7,5
1,0.01,nonSeqFull,0,0.5,C,12,9
1,0.01,nonSeqFull,0,0.8,B,0,2
1,0.01,nonSeqFull,0,0.8,C,28,0
1,0.01,nonSeqPartial,0,0.2,A,7,22
1,0.01,nonSeqPartial,0,0.2,C,3,11
1,0.01,nonSeqPartial,0,0.5,B,9,19
1,0.01,nonSeqPartial,0,0.5,C,7,0
1,0.01,nonSeqPartial,0,0.8,A,16,0
1,0.01,nonSeqPartial,0,0.8,C,22,3
1,0.01,seqNoFeedback,0,0.2,A,2,7
1,0.01,seqNoFeedback,1,0.2,A,0,1
1,0.01,seqNoFeedback,0,0.2,C,5,11
1,0.01,seqNoFeedback,1,0.2,C,1,24
1,0.01,seqNoFeedback,0,0.5,A,1,2
1,0.01,seqNoFeedback,1,0.5,A,7,11
1,0.01,seqNoFeedback,0,0.5,D,1,7
1,0.01,seqNoFeedback,1,0.5,D,0,9
1,0.01,seqNoFeedback,0,0.8,A,0,1
1,0.01,seqNoFeedback,1,0.8,A,19,4
1,0.01,seqNoFeedback,0,0.8,C,28,2
1,0.01,seqNoFeedback,1,0.8,C,0,1
1,0.01,seqFeedback,0,0.2,A,5,22
1,0.01,seqFeedback,1,0.2,A,1,4
1,0.01,seqFeedback,0,0.2,D,1,25
1,0.01,seqFeedback,1,0.2,D,5,12
1,0.01,seqFeedback,0,0.5,A,1,0
1,0.01,seqFeedback,1,0.5,A,16,9
1,0.01,seqFeedback,0,0.5,D,16,12
1,0.01,seqFeedback,1,0.5,D,4,4
1,0.01,seqFeedback,0,0.8,A,12,4
1,0.01,seqFeedback,1,0.8,A,6,1
1,0.01,seqFeedback,0,0.8,C,21,1
1,0.01,seqFeedback,1,0.8,C,26,0
1,0.01,nonSeqFull,0,0.2,B,0,22
1,0.01,nonSeqFull,0,0.2,C,1,0
1,0.01,nonSeqFull,0,0.5,A,12,10
1,0.01,nonSeqFull,0,0.5,D,8,21
1,0.01,nonSeqFull,0,0.8,A,8,1
1,0.01,nonSeqFull,0,0.8,C,21,4
1,0.01,nonSeqPartial,0,0.2,A,0,1
1,0.01,nonSeqPartial,0,0.2,D,3,12
1,0.01,nonSeqPartial,0,0.5,B,9,5
1,0.01,nonSeqPartial,0,0.5,D,7,10
1,0.01,nonSeqPartial,0,0.8,B,5,0
1,0.01,nonSeqPartial,0,0.8,C,1,0
1,0.01,seqNoFeedback,0,0.2,A,3,25
1,0.01,seqNoFeedback,1,0.2,A,2,22
1,0.01,seqNoFeedback,0,0.2,C,1,29
1,0.01,seqNoFeedback,1,0.2,C,1,19
1,0.01,seqNoFeedback,0,0.5,A,7,16
1,0.01,seqNoFeedback,1,0.5,A,7,15
1,0.01,seqNoFeedback,0,0.5,D,13,15
1,0.01,seqNoFeedback,1,0.5,D,12,2
1,0.01,seqNoFeedback,0,0.8,A,29,0
1,0.01,seqNoFeedback,1,0.8,A,23,6
1,0.01,seqNoFeedback,0,0.8,C,21,7
1,0.01,seqNoFeedback,1,0.8,C,8,1
1,0.01,seqFeedback,0,0.2,A,3,2
1,0.01,seqFeedback,1,0.2,A,8,21
1,0.01,seqFeedback,0,0.2,C,1,26
1,0.01,seqFeedback,1,0.2,C,1,3
1,0.01,seqFeedback,0,0.5,B,5,8
1,0.01,seqFeedback,1,0.5,B,21,7
1,0.01,seqFeedback,0,0.5,D,11,1
1,0.01,seqFeedback,1,0.5,D,6,10
1,0.01,seqFeedback,0,0.8,B,19,1
1,0.01,seqFeedback,1,0.8,B,2,1
1,0.01,seqFeedback,0,0.8,D,24,0
1,0.01,seqFeedback,1,0.8,D,10,2
1,0.01,nonSeqFull,0,0.2,A,0,4
1,0.01,nonSeqFull,0,0.2,C,3,4
1,0.01,nonSeqFull,0,0.5,A,2,1
1,0.01,nonSeqFull,0,0.5,C,14,7
1,0.01,nonSeqFull,0,0.8,A,18,2
1,0.01,nonSeqFull,0,0.8,D,16,4
1,0.01,nonSeqPartial,0,0.2,B,1,1
1,0.01,nonSeqPartial,0,0.2,C,9,16
1,0.01,nonSeqPartial,0,0.5,B,11,12
1,0.01,nonSeqPartial,0,0.5,D,3,8
1,0.01,nonSeqPartial,0,0.8,B,21,4
1,0.01,nonSeqPartial,0,0.8,D,7,6
1,0.01,seqNoFeedback,0,0.2,A,5,16
1,0.01,seqNoFeedback,1,0.2,A,0,3
1,0.01,seqNoFeedback,0,0.2,D,3,15
1,0.01,seqNoFeedback,1,0.2,D,3,23
