A10249252O9I20MRSOBVF,0.98
A1AZTE5W2MF1TU,0.0
A1FMVUYV72MUO3,0.48
A1HKY2VIN9UFZN,0.0
A1I7H6RDJS4EKN,1.34
A1PAY3X73PQ16S,1.0
A1TARNH07A75CG,0.22
A1WPGNK8Y65BV3,0.5
A1Y25W1Y7KDE5,1.58
A23OS0HQ12VVOR,1.55
A2CK0OXMPOR9LE,2.2
A2P53AN2M8IWFP,0.0
A2V6E7SGEU0EFD,0.44
A2VRDE2FHCBMF8,2.0
A30HUZHJBOX1LK,2.52
A368366DSK3KW6,3.21
A3785TR8D5I81Q,0.0
A38OPVI04AH4JG,1.0
A3BLJ6QSDTZC9U,1.3
A3CD3C99T8S6ON,1.99
A3DG8M8G0L4DNZ,0.5
A3F90N8YVKJ4I7,1.47
A3OZ8KF0HWSVWK,1.6
A3U21PUMQ6NGT2,0.68
A9MJVJAMLCDMV,1.5
AERUGBNS48Z4N,1.9
AIEKCWYZTS41V,1.61
AIHHRINW9IN1I,2.0
AL4G180SOE4E6,1.0
AXTZU0PO55S3S,1.22
