alpha,costWeight,block_type,trial_num,true_theta,student_class,heads,tails
3,0.1,nonSeqFull,0,0.2,A,2,4
3,0.1,nonSeqFull,0,0.2,C,1,1
3,0.1,nonSeqFull,0,0.5,A,3,1
3,0.1,nonSeqFull,0,0.5,C,6,3
3,0.1,nonSeqFull,0,0.8,A,5,1
3,0.1,nonSeqFull,0,0.8,C,24,1
3,0.1,nonSeqPartial,0,0.2,A,2,17
3,0.1,nonSeqPartial,0,0.2,D,1,3
3,0.1,nonSeqPartial,0,0.5,A,5,7
3,0.1,nonSeqPartial,0,0.5,D,3,1
3,0.1,nonSeqPartial,0,0.8,B,7,0
3,0.1,nonSeqPartial,0,0.8,D,19,0
3,0.1,seqNoFeedback,0,0.2,A,1,2
3,0.1,seqNoFeedback,1,0.2,A,0,9
3,0.1,seqNoFeedback,0,0.2,C,1,5
3,0.1,seqNoFeedback,1,0.2,C,0,15
3,0.1,seqNoFeedback,0,0.5,A,0,2
3,0.1,seqNoFeedback,1,0.5,A,1,0
3,0.1,seqNoFeedback,0,0.5,C,8,2
3,0.1,seqNoFeedback,1,0.5,C,0,2
3,0.1,seqNoFeedback,0,0.8,B,10,0
3,0.1,seqNoFeedback,1,0.8,B,11,0
3,0.1,seqNoFeedback,0,0.8,D,15,0
3,0.1,seqNoFeedback,1,0.8,D,18,0
3,0.1,seqFeedback,0,0.2,B,2,1
3,0.1,seqFeedback,1,0.2,B,1,6
3,0.1,seqFeedback,0,0.2,D,0,26
3,0.1,seqFeedback,1,0.2,D,0,12
3,0.1,seqFeedback,0,0.5,B,1,2
3,0.1,seqFeedback,1,0.5,B,1,6
3,0.1,seqFeedback,0,0.5,D,10,1
3,0.1,seqFeedback,1,0.5,D,0,2
3,0.1,seqFeedback,0,0.8,B,6,5
3,0.1,seqFeedback,1,0.8,B,2,0
3,0.1,seqFeedback,0,0.8,C,7,0
3,0.1,seqFeedback,1,0.8,C,19,0
3,0.1,nonSeqFull,0,0.2,A,1,0
3,0.1,nonSeqFull,0,0.2,C,1,1
3,0.1,nonSeqFull,0,0.5,A,2,1
3,0.1,nonSeqFull,0,0.5,C,6,3
3,0.1,nonSeqFull,0,0.8,B,3,0
3,0.1,nonSeqFull,0,0.8,C,24,0
3,0.1,nonSeqPartial,0,0.2,A,1,15
3,0.1,nonSeqPartial,0,0.2,C,1,2
3,0.1,nonSeqPartial,0,0.5,B,0,2
3,0.1,nonSeqPartial,0,0.5,D,0,5
3,0.1,nonSeqPartial,0,0.8,A,3,1
3,0.1,nonSeqPartial,0,0.8,C,21,1
3,0.1,seqNoFeedback,0,0.2,B,0,1
3,0.1,seqNoFeedback,1,0.2,B,2,7
3,0.1,seqNoFeedback,0,0.2,D,3,7
3,0.1,seqNoFeedback,1,0.2,D,1,28
3,0.1,seqNoFeedback,0,0.5,B,2,0
3,0.1,seqNoFeedback,1,0.5,B,0,1
3,0.1,seqNoFeedback,0,0.5,C,0,6
3,0.1,seqNoFeedback,1,0.5,C,2,0
3,0.1,seqNoFeedback,0,0.8,A,2,2
3,0.1,seqNoFeedback,1,0.8,A,2,1
3,0.1,seqNoFeedback,0,0.8,D,3,1
3,0.1,seqNoFeedback,1,0.8,D,24,0
3,0.1,seqFeedback,0,0.2,B,0,9
3,0.1,seqFeedback,1,0.2,B,1,5
3,0.1,seqFeedback,0,0.2,C,1,3
3,0.1,seqFeedback,1,0.2,C,0,2
3,0.1,seqFeedback,0,0.5,B,4,6
3,0.1,seqFeedback,1,0.5,B,3,4
3,0.1,seqFeedback,0,0.5,D,4,0
3,0.1,seqFeedback,1,0.5,D,0,4
3,0.1,seqFeedback,0,0.8,B,7,0
3,0.1,seqFeedback,1,0.8,B,5,3
3,0.1,seqFeedback,0,0.8,D,1,0
3,0.1,seqFeedback,1,0.8,D,1,1
3,0.1,nonSeqFull,0,0.2,A,2,7
3,0.1,nonSeqFull,0,0.2,D,0,11
3,0.1,nonSeqFull,0,0.5,A,6,0
3,0.1,nonSeqFull,0,0.5,D,4,9
3,0.1,nonSeqFull,0,0.8,B,3,0
3,0.1,nonSeqFull,0,0.8,C,18,2
3,0.1,nonSeqPartial,0,0.2,A,0,10
3,0.1,nonSeqPartial,0,0.2,D,0,19
3,0.1,nonSeqPartial,0,0.5,B,7,11
3,0.1,nonSeqPartial,0,0.5,C,7,0
3,0.1,nonSeqPartial,0,0.8,B,3,1
3,0.1,nonSeqPartial,0,0.8,D,1,0
3,0.1,seqNoFeedback,0,0.2,A,0,2
3,0.1,seqNoFeedback,1,0.2,A,2,19
3,0.1,seqNoFeedback,0,0.2,D,2,1
3,0.1,seqNoFeedback,1,0.2,D,0,17
3,0.1,seqNoFeedback,0,0.5,B,2,4
3,0.1,seqNoFeedback,1,0.5,B,5,1
3,0.1,seqNoFeedback,0,0.5,C,8,1
3,0.1,seqNoFeedback,1,0.5,C,6,2
3,0.1,seqNoFeedback,0,0.8,B,11,0
3,0.1,seqNoFeedback,1,0.8,B,5,3
3,0.1,seqNoFeedback,0,0.8,D,6,0
3,0.1,seqNoFeedback,1,0.8,D,3,2
3,0.1,seqFeedback,0,0.2,B,1,0
3,0.1,seqFeedback,1,0.2,B,0,11
3,0.1,seqFeedback,0,0.2,D,0,16
3,0.1,seqFeedback,1,0.2,D,0,12
3,0.1,seqFeedback,0,0.5,B,2,4
3,0.1,seqFeedback,1,0.5,B,1,3
3,0.1,seqFeedback,0,0.5,D,9,5
3,0.1,seqFeedback,1,0.5,D,1,10
