alpha,costWeight,block_type,trial_num,true_theta,student_class,heads,tails
3,0.001,nonSeqFull,0,0.5,D,0,4
3,0.001,nonSeqFull,0,0.8,A,19,1
3,0.001,nonSeqFull,0,0.8,C,24,0
3,0.001,nonSeqPartial,0,0.2,A,3,25
3,0.001,nonSeqPartial,0,0.2,C,0,28
3,0.001,nonSeqPartial,0,0.5,B,4,0
3,0.001,nonSeqPartial,0,0.5,D,6,3
3,0.001,nonSeqPartial,0,0.8,A,7,1
3,0.001,nonSeqPartial,0,0.8,C,25,0
3,0.001,seqNoFeedback,0,0.2,A,2,22
3,0.001,seqNoFeedback,1,0.2,A,4,26
3,0.001,seqNoFeedback,0,0.2,C,7,19
3,0.001,seqNoFeedback,1,0.2,C,1,26
3,0.001,seqNoFeedback,0,0.5,A,7,10
3,0.001,seqNoFeedback,1,0.5,A,8,21
3,0.001,seqNoFeedback,0,0.5,C,12,4
3,0.001,seqNoFeedback,1,0.5,C,6,7
3,0.001,seqNoFeedback,0,0.8,A,29,1
3,0.001,seqNoFeedback,1,0.8,A,23,2
3,0.001,seqNoFeedback,0,0.8,C,14,5
3,0.001,seqNoFeedback,1,0.8,C,28,2
3,0.001,seqFeedback,0,0.2,A,2,20
3,0.001,seqFeedback,1,0.2,A,1,4
3,0.001,seqFeedback,0,0.2,C,2,20
3,0.001,seqFeedback,1,0.2,C,2,14
3,0.001,seqFeedback,0,0.5,B,13,15
3,0.001,seqFeedback,1,0.5,B,0,4
3,0.001,seqFeedback,0,0.5,C,5,10
3,0.001,seqFeedback,1,0.5,C,11,12
3,0.001,seqFeedback,0,0.8,B,18,1
3,0.001,seqFeedback,1,0.8,B,4,2
3,0.001,seqFeedback,0,0.8,D,16,6
3,0.001,seqFeedback,1,0.8,D,10,2
3,0.001,nonSeqFull,0,0.2,B,3,24
3,0.001,nonSeqFull,0,0.2,D,1,27
3,0.001,nonSeqFull,0,0.5,A,11,17
3,0.001,nonSeqFull,0,0.5,D,6,14
3,0.001,nonSeqFull,0,0.8,B,3,1
3,0.001,nonSeqFull,0,0.8,C,21,2
3,0.001,nonSeqPartial,0,0.2,A,6,20
3,0.001,nonSeqPartial,0,0.2,C,4,15
3,0.001,nonSeqPartial,0,0.5,A,7,1
3,0.001,nonSeqPartial,0,0.5,D,11,17
3,0.001,nonSeqPartial,0,0.8,A,9,0
3,0.001,nonSeqPartial,0,0.8,C,30,0
3,0.001,seqNoFeedback,0,0.2,A,3,25
3,0.001,seqNoFeedback,1,0.2,A,2,21
3,0.001,seqNoFeedback,0,0.2,D,3,15
3,0.001,seqNoFeedback,1,0.2,D,0,30
3,0.001,seqNoFeedback,0,0.5,A,17,12
3,0.001,seqNoFeedback,1,0.5,A,8,9
3,0.001,seqNoFeedback,0,0.5,D,6,2
3,0.001,seqNoFeedback,1,0.5,D,16,13
3,0.001,seqNoFeedback,0,0.8,A,20,3
3,0.001,seqNoFeedback,1,0.8,A,23,5
3,0.001,seqNoFeedback,0,0.8,C,12,5
3,0.001,seqNoFeedback,1,0.8,C,28,0
3,0.001,seqFeedback,0,0.2,B,7,19
3,0.001,seqFeedback,1,0.2,B,1,16
3,0.001,seqFeedback,0,0.2,C,1,27
3,0.001,seqFeedback,1,0.2,C,3,8
3,0.001,seqFeedback,0,0.5,A,9,9
3,0.001,seqFeedback,1,0.5,A,5,3
3,0.001,seqFeedback,0,0.5,D,10,15
3,0.001,seqFeedback,1,0.5,D,7,15
3,0.001,seqFeedback,0,0.8,B,2,0
3,0.001,seqFeedback,1,0.8,B,1,1
3,0.001,seqFeedback,0,0.8,C,26,0
3,0.001,seqFeedback,1,0.8,C,28,0
3,0.001,nonSeqFull,0,0.2,A,4,22
3,0.001,nonSeqFull,0,0.2,C,0,2
3,0.001,nonSeqFull,0,0.5,B,3,11
3,0.001,nonSeqFull,0,0.5,C,14,7
3,0.001,nonSeqFull,0,0.8,A,24,3
3,0.001,nonSeqFull,0,0.8,D,1,2
3,0.001,nonSeqPartial,0,0.2,A,1,8
3,0.001,nonSeqPartial,0,0.2,D,4,22
3,0.001,nonSeqPartial,0,0.5,B,6,9
3,0.001,nonSeqPartial,0,0.5,C,17,13
3,0.001,nonSeqPartial,0,0.8,B,3,2
3,0.001,nonSeqPartial,0,0.8,C,3,2
3,0.001,seqNoFeedback,0,0.2,B,3,16
3,0.001,seqNoFeedback,1,0.2,B,3,27
3,0.001,seqNoFeedback,0,0.2,C,1,0
3,0.001,seqNoFeedback,1,0.2,C,2,27
3,0.001,seqNoFeedback,0,0.5,A,8,12
3,0.001,seqNoFeedback,1,0.5,A,4,2
3,0.001,seqNoFeedback,0,0.5,C,12,16
3,0.001,seqNoFeedback,1,0.5,C,14,14
3,0.001,seqNoFeedback,0,0.8,A,7,3
3,0.001,seqNoFeedback,1,0.8,A,11,4
3,0.001,seqNoFeedback,0,0.8,C,20,1
3,0.001,seqNoFeedback,1,0.8,C,18,3
3,0.001,seqFeedback,0,0.2,B,8,17
3,0.001,seqFeedback,1,0.2,B,2,16
3,0.001,seqFeedback,0,0.2,D,1,27
3,0.001,seqFeedback,1,0.2,D,1,26
3,0.001,seqFeedback,0,0.5,A,9,4
3,0.001,seqFeedback,1,0.5,A,15,12
3,0.001,seqFeedback,0,0.5,C,7,13
3,0.001,seqFeedback,1,0.5,C,16,13
3,0.001,seqFeedback,0,0.8,B,20,0
3,0.001,seqFeedback,1,0.8,B,3,1
3,0.001,seqFeedback,0,0.8,C,18,7
3,0.001,seqFeedback,1,0.8,C,28,2
3,0.001,nonSeqFull,0,0.2,B,5,20
3,0.001,nonSeqFull,0,0.2,D,0,26
3,0.001,nonSeqFull,0,0.5,B,7,8
3,0.001,nonSeqFull,0,0.5,D,7,15
3,0.001,nonSeqFull,0,0.8,B,2,2
3,0.001,nonSeqFull,0,0.8,C,28,0
3,0.001,nonSeqPartial,0,0.2,B,0,2
3,0.001,nonSeqPartial,0,0.2,C,2,28
3,0.001,nonSeqPartial,0,0.5,A,10,11
3,0.001,nonSeqPartial,0,0.5,C,7,4
3,0.001,nonSeqPartial,0,0.8,A,21,7
3,0.001,nonSeqPartial,0,0.8,C,3,1
3,0.001,seqNoFeedback,0,0.2,A,3,13
3,0.001,seqNoFeedback,1,0.2,A,6,23
3,0.001,seqNoFeedback,0,0.2,C,3,6
3,0.001,seqNoFeedback,1,0.2,C,3,23
3,0.001,seqNoFeedback,0,0.5,B,7,7
3,0.001,seqNoFeedback,1,0.5,B,12,9
3,0.001,seqNoFeedback,0,0.5,C,0,7
3,0.001,seqNoFeedback,1,0.5,C,13,11
3,0.001,seqNoFeedback,0,0.8,B,11,1
3,0.001,seqNoFeedback,1,0.8,B,22,4
3,0.001,seqNoFeedback,0,0.8,D,21,5
3,0.001,seqNoFeedback,1,0.8,D,25,5
3,0.001,seqFeedback,0,0.2,A,1,2
3,0.001,seqFeedback,1,0.2,A,5,11
3,0.001,seqFeedback,0,0.2,D,3,7
3,0.001,seqFeedback,1,0.2,D,1,26
3,0.001,seqFeedback,0,0.5,B,14,13
3,0.001,seqFeedback,1,0.5,B,7,14
3,0.001,seqFeedback,0,0.5,D,0,5
3,0.001,seqFeedback,1,0.5,D,11,14
3,0.001,seqFeedback,0,0.8,B,21,3
3,0.001,seqFeedback,1,0.8,B,23,5
3,0.001,seqFeedback,0,0.8,C,19,5
3,0.001,seqFeedback,1,0.8,C,25,5
3,0.001,nonSeqFull,0,0.2,B,2,24
3,0.001,nonSeqFull,0,0.2,D,0,29
3,0.001,nonSeqFull,0,0.5,B,7,10
3,0.001,nonSeqFull,0,0.5,C,18,12
3,0.001,nonSeqFull,0,0.8,B,18,5
3,0.001,nonSeqFull,0,0.8,D,23,4
3,0.001,nonSeqPartial,0,0.2,B,4,8
3,0.001,nonSeqPartial,0,0.2,D,1,25
3,0.001,nonSeqPartial,0,0.5,B,13,8
3,0.001,nonSeqPartial,0,0.5,D,7,14
3,0.001,nonSeqPartial,0,0.8,B,23,4
3,0.001,nonSeqPartial,0,0.8,C,5,4
3,0.001,seqNoFeedback,0,0.2,B,5,20
3,0.001,seqNoFeedback,1,0.2,B,9,20
3,0.001,seqNoFeedback,0,0.2,D,4,13
3,0.001,seqNoFeedback,1,0.2,D,1,25
3,0.001,seqNoFeedback,0,0.5,A,13,13
3,0.001,seqNoFeedback,1,0.5,A,12,6
3,0.001,seqNoFeedback,0,0.5,C,6,13
3,0.001,seqNoFeedback,1,0.5,C,11,10
3,0.001,seqNoFeedback,0,0.8,B,25,3
3,0.001,seqNoFeedback,1,0.8,B,4,1
3,0.001,seqNoFeedback,0,0.8,D,2,0
3,0.001,seqNoFeedback,1,0.8,D,14,2
3,0.001,seqFeedback,0,0.2,B,5,22
3,0.001,seqFeedback,1,0.2,B,0,16
3,0.001,seqFeedback,0,0.2,D,4,20
3,0.001,seqFeedback,1,0.2,D,0,29
3,0.001,seqFeedback,0,0.5,A,11,15
3,0.001,seqFeedback,1,0.5,A,2,1
3,0.001,seqFeedback,0,0.5,C,9,12
3,0.001,seqFeedback,1,0.5,C,18,9
3,0.001,seqFeedback,0,0.8,B,27,3
3,0.001,seqFeedback,1,0.8,B,21,7
3,0.001,seqFeedback,0,0.8,C,19,5
3,0.001,seqFeedback,1,0.8,C,25,0
3,0.001,nonSeqFull,0,0.2,B,5,23
3,0.001,nonSeqFull,0,0.2,C,6,16
3,0.001,nonSeqFull,0,0.5,A,11,8
3,0.001,nonSeqFull,0,0.5,C,5,3
3,0.001,nonSeqFull,0,0.8,B,19,5
3,0.001,nonSeqFull,0,0.8,C,26,0
3,0.001,nonSeqPartial,0,0.2,B,0,3
3,0.001,nonSeqPartial,0,0.2,C,1,2
3,0.001,nonSeqPartial,0,0.5,A,15,15
3,0.001,nonSeqPartial,0,0.5,C,18,7
3,0.001,nonSeqPartial,0,0.8,B,19,2
3,0.001,nonSeqPartial,0,0.8,D,29,0
3,0.001,seqNoFeedback,0,0.2,A,4,25
3,0.001,seqNoFeedback,1,0.2,A,1,9
3,0.001,seqNoFeedback,0,0.2,D,0,18
3,0.001,seqNoFeedback,1,0.2,D,3,12
3,0.001,seqNoFeedback,0,0.5,B,11,18
3,0.001,seqNoFeedback,1,0.5,B,9,12
3,0.001,seqNoFeedback,0,0.5,D,10,16
3,0.001,seqNoFeedback,1,0.5,D,6,12
3,0.001,seqNoFeedback,0,0.8,A,21,4
3,0.001,seqNoFeedback,1,0.8,A,9,4
3,0.001,seqNoFeedback,0,0.8,C,20,3
3,0.001,seqNoFeedback,1,0.8,C,26,0
3,0.001,seqFeedback,0,0.2,A,6,19
3,0.001,seqFeedback,1,0.2,A,4,14
3,0.001,seqFeedback,0,0.2,D,2,25
3,0.001,seqFeedback,1,0.2,D,1,29
3,0.001,seqFeedback,0,0.5,B,2,6
3,0.001,seqFeedback,1,0.5,B,14,13
3,0.001,seqFeedback,0,0.5,C,7,14
3,0.001,seqFeedback,1,0.5,C,18,4
3,0.001,seqFeedback,0,0.8,A,23,2
3,0.001,seqFeedback,1,0.8,A,24,1
3,0.001,seqFeedback,0,0.8,C,3,1
3,0.001,seqFeedback,1,0.8,C,25,0
3,0.001,nonSeqFull,0,0.2,B,4,19
3,0.001,nonSeqFull,0,0.2,D,0,25
3,0.001,nonSeqFull,0,0.5,A,15,15
3,0.001,nonSeqFull,0,0.5,D,8,15
3,0.001,nonSeqFull,0,0.8,A,23,6
3,0.001,nonSeqFull,0,0.8,D,16,5
3,0.001,nonSeqPartial,0,0.2,B,2,22
3,0.001,nonSeqPartial,0,0.2,D,6,24
3,0.001,nonSeqPartial,0,0.5,B,2,10
3,0.001,nonSeqPartial,0,0.5,D,9,14
3,0.001,nonSeqPartial,0,0.8,B,17,6
3,0.001,nonSeqPartial,0,0.8,D,5,0
3,0.001,seqNoFeedback,0,0.2,A,0,13
3,0.001,seqNoFeedback,1,0.2,A,2,26
3,0.001,seqNoFeedback,0,0.2,C,1,9
3,0.001,seqNoFeedback,1,0.2,C,1,8
3,0.001,seqNoFeedback,0,0.5,B,11,14
3,0.001,seqNoFeedback,1,0.5,B,16,14
3,0.001,seqNoFeedback,0,0.5,C,6,9
3,0.001,seqNoFeedback,1,0.5,C,7,17
3,0.001,seqNoFeedback,0,0.8,A,25,1
3,0.001,seqNoFeedback,1,0.8,A,20,0
3,0.001,seqNoFeedback,0,0.8,C,19,9
3,0.001,seqNoFeedback,1,0.8,C,26,0
3,0.001,seqFeedback,0,0.2,B,2,15
3,0.001,seqFeedback,1,0.2,B,3,25
3,0.001,seqFeedback,0,0.2,C,2,21
3,0.001,seqFeedback,1,0.2,C,6,22
3,0.001,seqFeedback,0,0.5,A,9,11
3,0.001,seqFeedback,1,0.5,A,18,9
3,0.001,seqFeedback,0,0.5,C,14,2
3,0.001,seqFeedback,1,0.5,C,15,4
3,0.001,seqFeedback,0,0.8,B,15,0
3,0.001,seqFeedback,1,0.8,B,20,5
3,0.001,seqFeedback,0,0.8,C,14,5
3,0.001,seqFeedback,1,0.8,C,26,0
3,0.001,nonSeqFull,0,0.2,A,7,17
3,0.001,nonSeqFull,0,0.2,C,3,17
3,0.001,nonSeqFull,0,0.5,A,15,9
3,0.001,nonSeqFull,0,0.5,C,11,6
3,0.001,nonSeqFull,0,0.8,A,19,2
3,0.001,nonSeqFull,0,0.8,D,18,6
3,0.001,nonSeqPartial,0,0.2,A,0,29
3,0.001,nonSeqPartial,0,0.2,D,5,16
3,0.001,nonSeqPartial,0,0.5,A,12,16
3,0.001,nonSeqPartial,0,0.5,D,7,13
3,0.001,nonSeqPartial,0,0.8,B,18,5
3,0.001,nonSeqPartial,0,0.8,C,20,7
3,0.001,seqNoFeedback,0,0.2,A,4,15
3,0.001,seqNoFeedback,1,0.2,A,2,18
3,0.001,seqNoFeedback,0,0.2,D,3,24
3,0.001,seqNoFeedback,1,0.2,D,0,24
3,0.001,seqNoFeedback,0,0.5,A,11,12
3,0.001,seqNoFeedback,1,0.5,A,14,6
3,0.001,seqNoFeedback,0,0.5,C,13,15
3,0.001,seqNoFeedback,1,0.5,C,0,3
3,0.001,seqNoFeedback,0,0.8,B,20,6
3,0.001,seqNoFeedback,1,0.8,B,18,0
3,0.001,seqNoFeedback,0,0.8,C,26,1
3,0.001,seqNoFeedback,1,0.8,C,7,2
3,0.001,seqFeedback,0,0.2,B,5,23
3,0.001,seqFeedback,1,0.2,B,2,27
3,0.001,seqFeedback,0,0.2,D,3,8
3,0.001,seqFeedback,1,0.2,D,2,26
3,0.001,seqFeedback,0,0.5,A,6,10
3,0.001,seqFeedback,1,0.5,A,11,10
3,0.001,seqFeedback,0,0.5,D,15,0
3,0.001,seqFeedback,1,0.5,D,12,17
3,0.001,seqFeedback,0,0.8,B,12,1
3,0.001,seqFeedback,1,0.8,B,2,2
3,0.001,seqFeedback,0,0.8,C,3,1
3,0.001,seqFeedback,1,0.8,C,29,1
3,0.001,nonSeqFull,0,0.2,A,1,8
3,0.001,nonSeqFull,0,0.2,D,2,21
3,0.001,nonSeqFull,0,0.5,A,7,8
3,0.001,nonSeqFull,0,0.5,D,7,13
3,0.001,nonSeqFull,0,0.8,A,24,2
3,0.001,nonSeqFull,0,0.8,D,10,2
3,0.001,nonSeqPartial,0,0.2,B,0,15
3,0.001,nonSeqPartial,0,0.2,C,2,2
3,0.001,nonSeqPartial,0,0.5,B,13,16
3,0.001,nonSeqPartial,0,0.5,C,12,14
3,0.001,nonSeqPartial,0,0.8,B,23,3
3,0.001,nonSeqPartial,0,0.8,D,28,1
3,0.001,seqNoFeedback,0,0.2,B,7,21
3,0.001,seqNoFeedback,1,0.2,B,4,26
3,0.001,seqNoFeedback,0,0.2,C,2,5
3,0.001,seqNoFeedback,1,0.2,C,7,21
3,0.001,seqNoFeedback,0,0.5,B,6,4
3,0.001,seqNoFeedback,1,0.5,B,9,7
3,0.001,seqNoFeedback,0,0.5,D,19,8
3,0.001,seqNoFeedback,1,0.5,D,9,12
3,0.001,seqNoFeedback,0,0.8,A,15,1
3,0.001,seqNoFeedback,1,0.8,A,26,2
3,0.001,seqNoFeedback,0,0.8,C,21,1
3,0.001,seqNoFeedback,1,0.8,C,16,4
3,0.001,seqFeedback,0,0.2,A,6,22
3,0.001,seqFeedback,1,0.2,A,3,8
3,0.001,seqFeedback,0,0.2,C,2,6
3,0.001,seqFeedback,1,0.2,C,4,1
3,0.001,seqFeedback,0,0.5,B,12,14
3,0.001,seqFeedback,1,0.5,B,9,8
3,0.001,seqFeedback,0,0.5,C,8,14
3,0.001,seqFeedback,1,0.5,C,11,8
3,0.001,seqFeedback,0,0.8,B,3,1
3,0.001,seqFeedback,1,0.8,B,7,2
3,0.001,seqFeedback,0,0.8,C,19,0
3,0.001,seqFeedback,1,0.8,C,12,0
3,0.001,nonSeqFull,0,0.2,A,7,23
3,0.001,nonSeqFull,0,0.2,C,4,18
3,0.001,nonSeqFull,0,0.5,A,11,12
3,0.001,nonSeqFull,0,0.5,C,19,9
3,0.001,nonSeqFull,0,0.8,B,23,6
3,0.001,nonSeqFull,0,0.8,C,29,1
3,0.001,nonSeqPartial,0,0.2,A,5,12
3,0.001,nonSeqPartial,0,0.2,D,1,9
3,0.001,nonSeqPartial,0,0.5,B,11,8
3,0.001,nonSeqPartial,0,0.5,C,2,13
3,0.001,nonSeqPartial,0,0.8,B,18,0
3,0.001,nonSeqPartial,0,0.8,C,17,3
3,0.001,seqNoFeedback,0,0.2,B,5,16
3,0.001,seqNoFeedback,1,0.2,B,3,9
3,0.001,seqNoFeedback,0,0.2,D,2,7
3,0.001,seqNoFeedback,1,0.2,D,6,13
3,0.001,seqNoFeedback,0,0.5,A,12,6
3,0.001,seqNoFeedback,1,0.5,A,12,11
3,0.001,seqNoFeedback,0,0.5,D,3,11
3,0.001,seqNoFeedback,1,0.5,D,17,13
3,0.001,seqNoFeedback,0,0.8,B,3,2
3,0.001,seqNoFeedback,1,0.8,B,23,4
3,0.001,seqNoFeedback,0,0.8,C,21,0
3,0.001,seqNoFeedback,1,0.8,C,22,8
3,0.001,seqFeedback,0,0.2,B,2,24
3,0.001,seqFeedback,1,0.2,B,1,13
