alpha,costWeight,block_type,trial_num,true_theta,student_class,heads,tails
1,0.1,nonSeqFull,0,0.2,A,3,9
1,0.1,nonSeqFull,0,0.2,C,2,2
1,0.1,nonSeqFull,0,0.5,B,2,4
1,0.1,nonSeqFull,0,0.5,D,5,8
1,0.1,nonSeqFull,0,0.8,A,3,1
1,0.1,nonSeqFull,0,0.8,C,25,1
1,0.1,nonSeqPartial,0,0.2,B,6,20
1,0.1,nonSeqPartial,0,0.2,C,0,8
1,0.1,nonSeqPartial,0,0.5,B,10,11
1,0.1,nonSeqPartial,0,0.5,C,3,1
1,0.1,nonSeqPartial,0,0.8,A,9,0
1,0.1,nonSeqPartial,0,0.8,C,17,3
1,0.1,seqNoFeedback,0,0.2,A,2,2
1,0.1,seqNoFeedback,1,0.2,A,4,11
1,0.1,seqNoFeedback,0,0.2,C,0,10
1,0.1,seqNoFeedback,1,0.2,C,4,0
1,0.1,seqNoFeedback,0,0.5,A,0,2
1,0.1,seqNoFeedback,1,0.5,A,3,0
1,0.1,seqNoFeedback,0,0.5,D,4,0
1,0.1,seqNoFeedback,1,0.5,D,6,1
1,0.1,seqNoFeedback,0,0.8,A,0,1
1,0.1,seqNoFeedback,1,0.8,A,5,0
1,0.1,seqNoFeedback,0,0.8,D,28,1
1,0.1,seqNoFeedback,1,0.8,D,5,0
1,0.1,seqFeedback,0,0.2,B,4,11
1,0.1,seqFeedback,1,0.2,B,5,23
1,0.1,seqFeedback,0,0.2,C,3,16
1,0.1,seqFeedback,1,0.2,C,0,2
1,0.1,seqFeedback,0,0.5,A,1,2
1,0.1,seqFeedback,1,0.5,A,0,2
1,0.1,seqFeedback,0,0.5,D,6,14
1,0.1,seqFeedback,1,0.5,D,1,6
1,0.1,seqFeedback,0,0.8,A,1,1
1,0.1,seqFeedback,1,0.8,A,28,1
1,0.1,seqFeedback,0,0.8,C,1,1
1,0.1,seqFeedback,1,0.8,C,24,0
1,0.1,nonSeqFull,0,0.2,B,0,6
1,0.1,nonSeqFull,0,0.2,D,1,24
1,0.1,nonSeqFull,0,0.5,B,0,7
1,0.1,nonSeqFull,0,0.5,C,6,6
1,0.1,nonSeqFull,0,0.8,B,8,2
1,0.1,nonSeqFull,0,0.8,C,21,0
1,0.1,nonSeqPartial,0,0.2,B,1,4
1,0.1,nonSeqPartial,0,0.2,C,1,19
1,0.1,nonSeqPartial,0,0.5,A,5,11
1,0.1,nonSeqPartial,0,0.5,D,3,17
1,0.1,nonSeqPartial,0,0.8,A,21,4
1,0.1,nonSeqPartial,0,0.8,D,1,3
1,0.1,seqNoFeedback,0,0.2,B,2,25
1,0.1,seqNoFeedback,1,0.2,B,1,10
1,0.1,seqNoFeedback,0,0.2,D,1,2
1,0.1,seqNoFeedback,1,0.2,D,2,16
1,0.1,seqNoFeedback,0,0.5,A,4,2
1,0.1,seqNoFeedback,1,0.5,A,10,4
1,0.1,seqNoFeedback,0,0.5,D,10,10
1,0.1,seqNoFeedback,1,0.5,D,11,14
1,0.1,seqNoFeedback,0,0.8,B,3,1
1,0.1,seqNoFeedback,1,0.8,B,1,0
1,0.1,seqNoFeedback,0,0.8,C,15,0
1,0.1,seqNoFeedback,1,0.8,C,20,0
1,0.1,seqFeedback,0,0.2,B,0,4
1,0.1,seqFeedback,1,0.2,B,0,10
1,0.1,seqFeedback,0,0.2,D,4,11
1,0.1,seqFeedback,1,0.2,D,2,21
